"구분","오염원","d15N","d18O","Step1_Pass","ModZ_d15N","ModZ_d18O","Step2_Pass","MCD_Distance","Step3_Pass"
"농업계","비닐하우스",5.65,-0.27,TRUE,0.0135955584217007,0.817429198570973,TRUE,1.04302311757263,TRUE
"농업계","과수원",1.77,-0.12,TRUE,0.599715188157241,0.800678600239601,TRUE,1.4705324669259,TRUE
"농업계","밭",10.31,3.08,TRUE,0.690352244301913,0.443332502503656,TRUE,0.641974612932608,TRUE
"농업계","밭",1.67,-1.53,TRUE,0.614821364181353,0.958134224554501,TRUE,1.91324776050773,TRUE
"농업계","밭",5.82,-2.32,TRUE,0.0120849408192895,1.04635404243306,TRUE,1.65792017769655,TRUE
"농업계","논",-7.66,8.66,TRUE,2.02422758723099,0.179789755423397,TRUE,3.85078071443461,TRUE
"농업계","논",0.76,10.93,TRUE,0.752287566000772,0.433282143504833,TRUE,0.732749553466157,TRUE
"농업계","논(soil-A)",3.07,10.94,TRUE,0.403334899843787,0.434398850060257,TRUE,0.36395102735908,TRUE
"농업계","과수원",1.44,6.68,TRUE,0.649565569036811,0.0413181425507186,TRUE,0.461965683143422,TRUE
"농업계","과수원(퇴비)",-0.97,4.44,TRUE,1.01362441121791,0.29146041096588,TRUE,1.24082824366935,TRUE
"농업계","비닐하우스",9.17,6.08,TRUE,0.518141837627037,0.108320535876208,TRUE,0.216731409760454,TRUE
"농업계","비닐하우스",5.66,5.47,TRUE,0.0120849408192895,0.176439635757123,TRUE,0.0734310727203733,TRUE
"농업계","비닐하우스",9.56,1.69,TRUE,0.577055924121074,0.598554713707707,TRUE,0.761165543149345,TRUE
"농업계","과수원(감)",8.01,10.42,TRUE,0.342910195747339,0.376330109178167,TRUE,0.248240548470067,TRUE
"농업계","논",8.61,1.57,TRUE,0.433547251892011,0.611955192372805,TRUE,0.683462971566014,TRUE
"농업계","비닐하우스(쪽파)",8.19,-0.4,TRUE,0.370101312590741,0.831946383791496,TRUE,1.10537090871747,TRUE
"농업계","밭",-0.66,-5.07,TRUE,0.96679526554316,1.35344834517489,TRUE,3.90040196570807,TRUE
"농업계","밭",4.79,2.92,TRUE,0.143508672229063,0.461199807390453,TRUE,0.40572707233632,TRUE
"농업계","논",7.38,7.32,TRUE,0.247741286795435,0.0301510769964704,TRUE,0.0350357388167575,TRUE
"농업계","논",-0.78,7.39,TRUE,0.984922676772094,0.0379680228844441,TRUE,0.966235320589654,TRUE
"농업계","과수원(배)",12.06,1.55,TRUE,0.954710324723871,0.614188605483655,TRUE,1.22966370541248,TRUE
"농업계","논",3.35,6.93,TRUE,0.361037606976274,0.0134004786650979,TRUE,0.161098471974189,TRUE
"농업계","논",10.21,10.56,TRUE,0.675246068277801,0.391964000954114,TRUE,0.560028247975502,TRUE
"농업계","논",2.53,10.61,TRUE,0.484908250373991,0.397547533731238,TRUE,0.396355309611513,TRUE
"농업계","밭",11.41,4.6,TRUE,0.856520180567143,0.273593106079083,TRUE,0.679372815521338,TRUE
"농업계","밭(고추밭)",10.77,3.93,TRUE,0.759840654012827,0.348412445292546,TRUE,0.616837420515675,TRUE
"농업계","논",0.91,10.36,TRUE,0.729628301964604,0.369629869845618,TRUE,0.648069143055665,TRUE
"농업계","산림",-6.16,1.42,TRUE,1.79763494686931,0.628705790704177,TRUE,3.93145928224119,TRUE
"농업계","밭",8.6,7.99,TRUE,0.4320366342896,0.104970416209934,TRUE,0.140985011418906,TRUE
"농업계","산림",-2.21,-2.04,TRUE,1.20094099391689,1.01508625888117,TRUE,3.20847017291505,TRUE
"농업계","산림",0.98,4.29,TRUE,0.719053978747725,0.308211009297252,TRUE,0.75462257525936,TRUE
"농업계","밭(깨)",8.37,2.18,TRUE,0.397292429434142,0.54383609249189,TRUE,0.550749595755321,TRUE
"농업계","산림유출수",-1.26,2.93,TRUE,1.05743232168783,0.460083100835028,TRUE,1.55979712775129,TRUE
"농업계","석정천 상류",2.46,4.56,TRUE,0.49548257359087,0.278059932300782,TRUE,0.444176637018339,TRUE
"농업계","회송천 말단 측구",5.83,2.36,TRUE,0.0135955584217007,0.523735374494244,TRUE,0.452150649010636,TRUE
"농업계","유곡천 상류 측구",9.32,3.43,TRUE,0.540801101663205,0.404247773063787,TRUE,0.455645297393751,TRUE
"농업계","대초천 말단 측구",9.29,0.41,TRUE,0.536269248855971,0.741493152802085,TRUE,0.999104738137693,TRUE
"농업계","수춘천 측구",9.38,-0.66,TRUE,0.549864807277672,0.860980754232541,TRUE,1.27844976820754,TRUE
"농업계","대초천 말단 측구",0.98,5.25,TRUE,0.719053978747725,0.201007179976469,TRUE,0.650701079078412,TRUE
"농업계","송학천 골프장 영향지점 합류 후",6.82,2.08,TRUE,0.163146701060408,0.555003158046139,TRUE,0.496919938764045,TRUE
"농업계","수춘천 측구",1.56,1.42,TRUE,0.631438157807876,0.628705790704177,TRUE,1.13009226586059,TRUE
"농업계","회송천 농업유출수",8.42,1.95,TRUE,0.404845517446198,0.569520343266661,TRUE,0.595846333802016,TRUE
"농업계","산포천말단 배출수",14.34,3.59,TRUE,1.29913113807362,0.38638046817699,TRUE,1.56484244364668,TRUE
"농업계","석정천 논 유출수",6.83,3.8,TRUE,0.164657318662819,0.362929630513069,TRUE,0.23309123165854,TRUE
"농업계","대초천 논 유출수",5.11,4.53,TRUE,0.0951689089519048,0.281410051967056,TRUE,0.174574932869694,TRUE
"농업계","지석천 배수로 유출수",6.91,5.44,TRUE,0.176742259482109,0.179789755423397,TRUE,0.0788259477011138,TRUE
"농업계","지석천 배수로 유출수",8.96,8.98,TRUE,0.486418867976402,0.215524365196992,TRUE,0.226155435120351,TRUE
"농업계","지석천 배수로 유출수",6.09,2.36,TRUE,0.0528716160843915,0.523735374494244,TRUE,0.446885988106994,TRUE
"농업계","노동천(비닐하우스)",10.34,3.36,TRUE,0.694884097109146,0.412064718951761,TRUE,0.609595172052767,TRUE
"농업계","석정천(과수원)",6.05,1.94,TRUE,0.0468291456747468,0.570637049822086,TRUE,0.524461724891015,TRUE
"농업계","대촌천(비닐하우스)",8.77,4.98,TRUE,0.45771713353059,0.231158256972939,TRUE,0.234403701571414,TRUE
"농업계","비료",-15.2,19.1,TRUE,3.16323325944903,1.34563139928692,TRUE,10.8869705444691,FALSE
"농업계","비료",-7.9,18.2,TRUE,2.06048240968886,1.24512780929868,TRUE,5.54962198821739,TRUE
"농업계","비료",1,16.6,TRUE,0.716032743542903,1.06645476043071,TRUE,1.83467066228557,TRUE
"농업계","비료",8.4,20.9,TRUE,0.401824282241376,1.54663857926338,TRUE,3.33917334783874,TRUE
"농업계","슈퍼오레기",-17.75,13.45,TRUE,3.54844074806388,0.714692195471889,FALSE,NA,FALSE
"농업계","뿌리조은 황플러스",0.54,20.49,TRUE,0.785521153253818,1.50085361049097,TRUE,3.34889888750136,TRUE
"농업계","어분골드(유기질)",7.14,16.78,TRUE,0.211486464337566,1.08655547842836,TRUE,1.56134089602763,TRUE
"농업계","비료",-2.84,20.3,TRUE,1.2961099028688,1.4796361859379,TRUE,4.13653234665162,TRUE
"농업계","IOF-1",3.8,18.9,TRUE,0.29305981486777,1.32329726817842,TRUE,2.29481850137564,TRUE
"농업계","IOF-2",5.3,16.5,TRUE,0.0664671745060923,1.05528769487646,TRUE,1.40857013832248,TRUE
"농업계","IOF-3",6.2,17.6,TRUE,0.0694884097109146,1.17812541597319,TRUE,1.78775678945174,TRUE
"농업계","IOF-4",3.9,17.3,TRUE,0.277953638843659,1.14462421931045,TRUE,1.71031764167127,TRUE
"농업계","IOF-5",5.6,21.7,TRUE,0.0211486464337567,1.63597510369737,TRUE,3.49792351486856,TRUE
"농업계","IOF-6",4.7,19,TRUE,0.157104230650764,1.33446433373267,TRUE,2.2986569176173,TRUE
"농업계","IOF-7",0.5,22.7,TRUE,0.791563623663462,1.74764575923985,TRUE,4.39997025946881,TRUE
"농업계","IOF-8",0.9,21.8,TRUE,0.731138919567015,1.64714216925162,TRUE,3.88399548858993,TRUE
"농업계","IOF-9",1.7,22.6,TRUE,0.61028951137412,1.73647869368561,TRUE,4.1599806261785,TRUE
"농업계","IOF-10",0.4,21.9,TRUE,0.806669799687574,1.65830923480587,TRUE,4.02135621744919,TRUE
"농업계","IOF-11",1,19,TRUE,0.716032743542903,1.33446433373267,TRUE,2.65662709941263,TRUE
"농업계","IOF-12",3,20.9,TRUE,0.413909223060665,1.54663857926338,TRUE,3.19695612325456,TRUE
"농업계","IOF-13",2,20.4,TRUE,0.564970983301784,1.49080325149214,TRUE,3.0801572503934,TRUE
"농업계","IOF-14",-0.9,15.1,TRUE,1.00305008800103,0.898948777116986,TRUE,1.8476327478057,TRUE
"농업계","IOF-15",1,22.5,TRUE,0.716032743542903,1.72531162813136,TRUE,4.21242672890875,TRUE
"농업계","IOF-16",3.8,16.5,TRUE,0.29305981486777,1.05528769487646,TRUE,1.46040184597331,TRUE
"농업계","IOF-17",-0.4,18.9,TRUE,0.927519207880469,1.32329726817842,TRUE,2.90110960986035,TRUE
"농업계","IOF-18",-1.1,14.1,TRUE,1.03326244004925,0.787278121574503,TRUE,1.67574609668843,TRUE
"농업계","IOF-19",7.6,19.7,TRUE,0.280974874048481,1.41263379261241,TRUE,2.70321990397443,TRUE
"농업계","OF-1",20.4,7.4,TRUE,2.2145654051348,0.039084729439869,TRUE,4.22064332582404,TRUE
"농업계","OF-2",-0.6,8,TRUE,0.957731559928693,0.106087122765359,TRUE,0.908858541251597,TRUE
"농업계","OF-3",21.7,7.4,TRUE,2.41094569344826,0.039084729439869,TRUE,5.02137323200147,TRUE
"농업계","OF-4",18.8,8.8,TRUE,1.97286658874901,0.195423647199345,TRUE,3.41731619434266,TRUE
"농업계","OF-5",15,11,TRUE,1.39883189983276,0.441099089392807,TRUE,1.95636551327938,TRUE
"농업계","OF-6",15.7,7.1,TRUE,1.50457513200154,0.00558353277712411,TRUE,1.89870330114827,TRUE
"농업계","OF-7",10.9,1.6,TRUE,0.779478682844173,0.60860507270653,TRUE,0.983297704807941,TRUE
"농업계","OF-8",17.2,1,TRUE,1.73116777236322,0.67560746603202,TRUE,3.04401240552283,TRUE
"농업계","OF-9",23.2,14.4,TRUE,2.63753833380993,0.820779318237248,TRUE,7.23857285716194,FALSE
"농업계","OF-10",21.7,3.5,TRUE,2.41094569344826,0.396430827175813,TRUE,5.10217610094349,TRUE
"농업계","OF-11",2.1,4.4,TRUE,0.549864807277672,0.295927237187579,TRUE,0.521877367774213,TRUE
"농업계","OF-12",7.5,-4,TRUE,0.265868698024369,1.23396074374443,TRUE,2.25678539569655,TRUE
"농업계","OF-13",24.4,10.5,TRUE,2.81881244609928,0.385263761621565,TRUE,7.24342200038346,FALSE
"농업계","OF-14",11.5,14.1,TRUE,0.870115738988844,0.787278121574503,TRUE,1.48377417919687,TRUE
"농업계","OF-15",24,7.6,TRUE,2.75838774200283,0.0614188605483654,TRUE,6.61977797434902,FALSE
"농업계","OF-16",-1.2,4.4,TRUE,1.04836861607336,0.295927237187579,TRUE,1.31573314321197,TRUE
"농업계","OF-17",12.2,5.4,TRUE,0.975858971157627,0.184256581645096,TRUE,0.806248551293372,TRUE
"농업계","OF-18",22.6,12.5,TRUE,2.54690127766526,0.608605072706531,TRUE,6.31873385009473,FALSE
"농업계","OF-19",17.7,5.8,TRUE,1.80669865248378,0.139588319428103,TRUE,2.76896287883115,TRUE
"농업계","OF-20",-1,-2.8,TRUE,1.01815626402514,1.09995595709345,TRUE,3.06696687584368,TRUE
"농업계","OF-21",13,9.3,TRUE,1.09670837935052,0.251258974970586,TRUE,1.08669915556729,TRUE
"농업계","OF-22",9.4,-4.5,TRUE,0.552886042482495,1.28979607151567,TRUE,2.57266476340467,TRUE
"농업계","OF-23",13.2,10,TRUE,1.12692073139875,0.329428433850324,TRUE,1.21446970186475,TRUE
"농업계","OF-24",26.2,10.7,TRUE,3.09072361453329,0.407597892730062,TRUE,8.71825615497303,FALSE
"농업계","OF-25",17.1,2.6,TRUE,1.71606159633911,0.496934417164048,TRUE,2.74255730229365,TRUE
"농업계","OF-26",13.2,3,TRUE,1.12692073139875,0.452266154947055,TRUE,1.28910706031383,TRUE
"농업계","OF-27",15.4,1,TRUE,1.45925660392921,0.67560746603202,TRUE,2.32254576309792,TRUE
"농업계","OF-28",22.9,6,TRUE,2.5922198057376,0.117254188319607,TRUE,5.7854889834507,TRUE
"농업계","OF-29",14.8,7,TRUE,1.36861954778454,0.00558353277712411,TRUE,1.5585446057534,TRUE
"농업계","OF-30",12.1,4.5,TRUE,0.960752795133515,0.284760171633331,TRUE,0.84277987737223,TRUE
"농업계","PCF-1",8,19.4,TRUE,0.341399578144928,1.37913259594966,TRUE,2.61942851544692,TRUE
"농업계","PCF-2",10.2,11.7,TRUE,0.67373545067539,0.519268548272544,TRUE,0.718068659819086,TRUE
"농업계","PCF-3",2,19.4,TRUE,0.564970983301784,1.37913259594966,TRUE,2.6619527593797,TRUE
"농업계","PCF-4",14.6,9.4,TRUE,1.33840719573631,0.262426040524834,TRUE,1.61374183464544,TRUE
"농업계","PCF-5",17.8,17.7,TRUE,1.82180482850789,1.18929248152744,TRUE,5.01956151816656,TRUE
"농업계","PCF-6",15.4,11,TRUE,1.45925660392921,0.441099089392807,TRUE,2.11095287363888,TRUE
"농업계","PCF-7",13.2,18.3,TRUE,1.12692073139875,1.25629487485293,TRUE,3.32208734350585,TRUE
"농업계","PCF-8",7.6,19.6,TRUE,0.280974874048481,1.40146672705816,TRUE,2.66053403950445,TRUE
"농업계","PCF-9",0.7,10.6,TRUE,0.761351271615239,0.396430827175813,TRUE,0.712864724360444,TRUE
"농업계","PCF-10",15.3,12.3,TRUE,1.4441504279051,0.586270941598034,TRUE,2.29782361678705,TRUE
"농업계","PCF-11",8.7,12.7,TRUE,0.447142810313711,0.630939203815027,TRUE,0.66243467340159,TRUE
"농업계","PCF-12",12.5,13.8,TRUE,1.02117749922996,0.753776924911758,TRUE,1.67475485972532,TRUE
"농업계","PCF-13",21.6,12.4,TRUE,2.39583951742414,0.597438007152282,TRUE,5.62173867066148,TRUE
"농업계","PCF-14",12,31,TRUE,0.945646619109403,2.67451220024246,TRUE,10.749614297053,FALSE
"농업계","PCF-15",15.4,1.8,TRUE,1.45925660392921,0.586270941598034,TRUE,2.17833732235632,TRUE
"농업계","PCF-16",6.8,24.8,TRUE,0.160125465855586,1.98215413587907,TRUE,5.25876355746119,TRUE
"농업계","PCF-17",1.8,21.1,TRUE,0.595183335350008,1.56897271037188,TRUE,3.41934631403968,TRUE
"농업계","PCF-18",15.5,17.3,TRUE,1.47436277995332,1.14462421931045,TRUE,3.79515212427741,TRUE
"농업계","PCF-19",15.8,15,TRUE,1.51968130802565,0.887781711562737,TRUE,3.1608691796414,TRUE
"농업계","PCF-20",4.7,22.6,TRUE,0.157104230650764,1.73647869368561,TRUE,3.94628523913359,TRUE
"농업계","PCF-21",6,18.6,TRUE,0.0392760576626908,1.28979607151567,TRUE,2.14954357906388,TRUE
"농업계","PCF-22",-1,20.3,TRUE,1.01815626402514,1.4796361859379,TRUE,3.60493110304311,TRUE
"농업계","PCF-23",12.2,10.2,TRUE,0.975858971157627,0.35176256495882,TRUE,0.956063573469465,TRUE
"농업계","PCF-24",25.5,12.9,TRUE,2.98498038236451,0.653273334923524,TRUE,8.60519701200747,FALSE
"농업계","비료-1",2,18,TRUE,0.564970983301784,1.22279367819018,TRUE,2.13457301981449,TRUE
"농업계","비료-2",4.3,19.5,TRUE,0.217528934747211,1.39029966150391,TRUE,2.51162608357934,TRUE
"농업계","비료-3",-0.3,13.9,TRUE,0.912413031856357,0.764943990466006,TRUE,1.42802567987898,TRUE
"농업계","비료-4",4.5,15.5,TRUE,0.187316582698987,0.943617039333978,TRUE,1.13365989722659,TRUE
"농업계","비료-5",10.1,14.7,TRUE,0.658629274651278,0.854280514899992,TRUE,1.33445922507125,TRUE
"농업계","비료-6",2.3,11.4,TRUE,0.519652455229449,0.4857673516098,TRUE,0.516751656944059,TRUE
"농업계","비료-7",4,13.4,TRUE,0.262847462819547,0.709108662694765,TRUE,0.663296790660647,TRUE
"농업계","비료-8",-2.5,13.7,TRUE,1.24474890438682,0.74260985935751,TRUE,2.02142084430248,TRUE
"농업계","비료-9",4.1,10.3,TRUE,0.247741286795435,0.362929630513069,TRUE,0.203405260240175,TRUE
"농업계","비료-10",-2.6,11.2,TRUE,1.25985508041093,0.463433220501303,TRUE,1.68914703946244,TRUE
"농업계","화학비료",-27.11,26.92,TRUE,4.96237882392075,2.21889592562913,FALSE,NA,FALSE
"농업계","화학비료",-9.94,13.43,TRUE,2.36864840058074,0.712458782361039,TRUE,5.59461998897568,TRUE
"농업계","화학비료",-2.84,20.3,TRUE,1.2961099028688,1.4796361859379,TRUE,4.13653234665162,TRUE
"농업계","화학비료",6.82,15.2,TRUE,0.163146701060408,0.910115842671233,TRUE,1.06952208285344,TRUE
"농업계","화학비료",-12.24,14.07,TRUE,2.71609044913532,0.783928001908228,TRUE,7.27873150594645,FALSE
"농업계","그레뉼요소",-25.59,13.49,TRUE,4.73276494835425,0.719159021693588,FALSE,NA,FALSE
"농업계","어분골드",6.76,16.34,TRUE,0.154082995445941,1.03742038998966,TRUE,1.3969828553238,TRUE
"농업계","뿌리조은 황플러스",0.34,24.66,TRUE,0.815733505302041,1.96652024410312,TRUE,5.49549054022108,TRUE
"농업계","슈퍼 오~래기",-17.55,13.36,TRUE,3.51822839601566,0.704641836473066,FALSE,NA,FALSE
"농업계","복합비료(밭에 주로 사용)",-11.3,17.24,TRUE,2.57409239450866,1.1379239799779,TRUE,7.33827987268137,FALSE
"농업계","복합비료(논에 주로 사용)",0.63,10.72,TRUE,0.771925594832117,0.409831305840911,TRUE,0.739070596541992,TRUE
"농업계","복합비료(논에 주로 사용)",-15.52,19.5,TRUE,3.21157302272618,1.39029966150391,TRUE,11.2948232140861,FALSE
"농업계","복합비료(밭에 주로 사용)",1.1,18.05,TRUE,0.700926567518791,1.22837721096731,TRUE,2.2900759510255,TRUE
