spot,temp,pH,DO,BOD,EC,TN,DTN,NO3N,NH3N,TP,DTP,PO4P,TOC,Cl,d15N,d18O,source,TN/TP,TOC/TN,Cl/TN,d15N/d18O,NH3N/NO3N,NO3N/Cl
JS-1,20.6,7.6,10.1,0.6,106.0,1.294,1.287,1.157,0.023,0.032,0.031,0.006,2.0,7.836,3.79,2.09,토양-질소 기원,40.4375,1.5455950540958268,6.05564142194745,1.8133971291866031,0.019878997407087293,0.1476518631955079
JS-2,21.5,7.2,9.4,0.8,70.0,1.607,1.522,1.373,0.039,0.086,0.072,0.008,3.5,4.038,4.98,1.2,토양-질소 기원,18.686046511627907,2.177971375233354,2.51275668948351,4.15,0.028404952658412235,0.3400198117880138
JS-3,21.4,6.8,9.6,0.8,84.0,1.507,1.43,1.316,0.03,0.071,0.07,0.007,3.1,5.626,4.98,1.47,토양-질소 기원,21.225352112676056,2.0570670205706705,3.733244857332449,3.3877551020408165,0.022796352583586626,0.23391397084962673
JS-4,20.3,7.0,10.0,0.6,60.0,1.129,1.093,0.96,0.033,0.045,0.044,0.004,2.4,3.948,2.75,2.54,토양-질소 기원,25.08888888888889,2.1257750221434897,3.496899911426041,1.0826771653543308,0.034375,0.24316109422492402
JS-5,21.1,7.0,9.6,0.7,82.0,1.453,1.383,1.255,0.035,0.06,0.059,0.008,2.8,5.373,4.99,1.62,토양-질소 기원,24.21666666666667,1.927047487955953,3.6978664831383345,3.080246913580247,0.02788844621513945,0.23357528382654008
JS-6,20.4,7.0,9.9,0.7,82.0,1.356,1.314,1.206,0.032,0.046,0.045,0.015,2.0,5.052,5.13,1.68,토양-질소 기원,29.47826086956522,1.4749262536873156,3.7256637168141586,3.053571428571429,0.026533996683250415,0.23871733966745845
JS-7,20.9,7.0,9.4,0.7,85.0,1.473,1.437,1.307,0.04,0.042,0.041,0.01,2.4,5.473,6.46,2.0,토양-질소 기원,35.07142857142857,1.6293279022403258,3.715546503733876,3.23,0.030604437643458302,0.23880869724100126
JS-8,21.5,6.7,8.6,0.8,93.0,2.059,2.004,1.918,0.04,0.108,0.103,0.078,1.8,5.469,9.15,2.52,생활하수/처리수 영향,19.064814814814817,0.8742107819329771,2.6561437591063624,3.630952380952381,0.02085505735140772,0.35070396781861396
JS-9,21.7,6.6,8.7,0.9,94.0,1.652,1.607,1.482,0.039,0.067,0.066,0.03,2.2,5.502,7.09,2.09,토양-질소 기원,24.656716417910445,1.331719128329298,3.330508474576271,3.3923444976076556,0.02631578947368421,0.26935659760087244
JS-10,21.8,7.0,8.6,0.7,76.0,1.017,0.965,0.853,0.05,0.044,0.042,0.015,2.2,5.091,5.73,1.39,토양-질소 기원,23.113636363636363,2.16322517207473,5.00589970501475,4.122302158273382,0.0586166471277843,0.1675505794539383
JS-11,22.2,6.9,8.4,0.9,100.0,1.81,1.72,1.581,0.061,0.103,0.101,0.058,2.5,5.755,8.28,2.52,생활하수/처리수 영향,17.572815533980584,1.3812154696132597,3.1795580110497235,3.2857142857142856,0.038583175205566096,0.2747176368375326
JS-12,22.9,6.8,8.4,1.0,118.0,2.564,2.519,2.389,0.036,0.025,0.024,0.003,2.2,4.85,8.29,1.39,생활하수/처리수 영향,102.56,0.858034321372855,1.8915756630265208,5.9640287769784175,0.01506906655504395,0.49257731958762885
JS-13,22.2,6.8,8.6,0.9,105.0,1.933,1.889,1.736,0.044,0.071,0.069,0.035,2.2,5.452,7.46,2.1,토양-질소 기원,27.22535211267606,1.1381272633212622,2.8204862907397827,3.552380952380952,0.025345622119815666,0.31841526045487895
JS-14,22.2,6.7,8.5,0.9,115.0,2.136,2.109,1.955,0.046,0.072,0.068,0.031,2.9,5.882,4.81,2.5,토양-질소 기원,29.66666666666667,1.3576779026217227,2.7537453183520597,1.924,0.023529411764705882,0.3323699421965318
JS-15,21.9,7.3,8.6,0.9,106.0,2.06,2.002,1.844,0.045,0.081,0.075,0.042,2.6,5.589,7.03,2.77,토양-질소 기원,25.432098765432098,1.2621359223300972,2.713106796116505,2.5379061371841156,0.024403470715835138,0.32993379853283233
JS-16,22.4,6.6,8.0,1.0,143.0,2.983,2.938,2.673,0.078,0.095,0.092,0.048,4.1,6.892,6.74,2.6,토양-질소 기원,31.400000000000002,1.3744552463962452,2.310425745893396,2.5923076923076924,0.029180695847362513,0.3878409750435287
JS-17,22.0,6.7,8.5,1.0,109.0,2.17,2.118,1.944,0.05,0.088,0.083,0.049,2.7,5.691,7.25,3.13,토양-질소 기원,24.65909090909091,1.2442396313364057,2.6225806451612903,2.3162939297124603,0.0257201646090535,0.3415919873484449
JS-18,23.5,6.6,8.1,0.8,105.0,1.706,1.612,1.418,0.046,0.094,0.079,0.014,4.5,3.515,2.63,0.05,토양-질소 기원,18.148936170212764,2.637749120750293,2.060375146541618,52.599999999999994,0.03244005641748942,0.4034139402560455
JS-19,22.6,6.6,8.5,0.6,109.0,2.091,2.042,1.862,0.051,0.086,0.083,0.039,3.1,5.294,6.38,1.05,토양-질소 기원,24.313953488372096,1.4825442372070778,2.531802965088474,6.076190476190476,0.02738990332975295,0.35171892708726865
JS-20,21.5,6.7,8.8,0.5,161.0,2.584,2.532,2.374,0.048,0.084,0.083,0.043,2.7,7.226,6.1,-0.49,토양-질소 기원,30.76190476190476,1.0448916408668731,2.7964396284829722,-12.448979591836734,0.020219039595619208,0.32853584278992526
JS-21,22.7,7.0,8.3,0.8,136.0,2.458,2.368,2.144,0.085,0.097,0.091,0.045,3.1,6.566,6.17,-0.3,토양-질소 기원,25.340206185567013,1.2611879576891782,2.6712774613506913,-20.566666666666666,0.039645522388059705,0.326530612244898
JS-22,22.4,7.2,8.5,0.4,179.0,3.553,3.542,3.414,0.02,0.052,0.049,0.043,2.7,10.073,7.52,-0.82,토양-질소 기원,68.32692307692308,0.7599211933577259,2.83506895581199,-9.170731707317072,0.005858230814294083,0.33892584135808596
JS-23,22.6,7.4,8.3,0.8,139.0,2.414,2.343,2.13,0.079,0.099,0.094,0.049,3.3,6.486,6.29,-0.36,토양-질소 기원,24.383838383838384,1.3670256835128416,2.6868268434134213,-17.47222222222222,0.037089201877934276,0.3283996299722479
JS-24,22.0,7.4,8.2,0.8,162.0,3.673,3.644,3.391,0.085,0.105,0.099,0.064,4.1,7.001,4.39,0.76,토양-질소 기원,34.98095238095238,1.116253743533896,1.906071331336782,5.776315789473684,0.025066352108522563,0.484359377231824
JS-25,22.4,7.4,8.2,0.8,138.0,2.392,2.382,2.145,0.083,0.117,0.109,0.059,3.2,6.369,6.15,0.93,토양-질소 기원,20.444444444444443,1.3377926421404684,2.6626254180602005,6.612903225806452,0.0386946386946387,0.3367875647668394
JS-26,22.6,7.3,7.1,0.6,169.0,2.578,2.537,2.18,0.083,0.143,0.138,0.099,4.5,7.761,7.27,0.54,토양-질소 기원,18.02797202797203,1.7455391776570985,3.010473235065943,13.462962962962962,0.038073394495412846,0.2808916376755573
JS-27,22.8,7.4,7.9,0.5,145.0,2.629,2.581,2.317,0.081,0.102,0.097,0.051,3.3,6.797,6.5,0.08,토양-질소 기원,25.77450980392157,1.2552301255230125,2.585393685812096,81.25,0.03495899870522227,0.3408856848609681
JS-28,21.8,7.1,7.9,0.5,273.0,5.617,5.551,5.515,0.034,0.099,0.093,0.062,3.7,11.889,6.02,0.03,토양-질소 기원,56.73737373737374,0.6587146163432438,2.116610290190493,200.66666666666666,0.006165004533091569,0.463874169400286
JS-29,22.5,7.0,7.8,0.8,140.0,2.653,2.647,2.357,0.109,0.108,0.1,0.062,3.6,6.826,5.81,0.0,토양-질소 기원,24.564814814814817,1.356954391255183,2.572936298529966,-1082.07,0.04624522698345354,0.3452973923234691
JS-30,21.8,7.1,8.0,0.2,204.0,6.938,6.886,6.844,0.02,0.074,0.07,0.046,2.8,9.925,8.5,-0.96,생활하수/처리수 영향,93.75675675675676,0.40357451715191694,1.4305275295474202,-8.854166666666668,0.0029222676797194622,0.6895717884130982
JS-31,22.9,6.8,8.1,0.6,139.0,2.718,2.687,2.438,0.091,0.117,0.112,0.058,3.3,6.768,6.14,-0.39,토양-질소 기원,23.23076923076923,1.2141280353200883,2.4900662251655628,-15.743589743589743,0.03732567678424938,0.36022458628841614
JS-32,21.6,6.8,6.8,0.5,206.0,4.67,4.656,4.481,0.063,0.153,0.143,0.102,3.8,11.313,9.78,0.77,생활하수/처리수 영향,30.522875816993466,0.8137044967880085,2.422483940042827,12.7012987012987,0.014059361749609462,0.3960929903650667
JS-33,23.5,7.0,8.3,1.4,219.0,3.116,3.042,2.495,0.205,0.202,0.166,0.106,4.5,15.878,7.44,0.61,토양-질소 기원,15.425742574257425,1.4441591784338896,5.095635430038511,12.196721311475411,0.08216432865731461,0.1571356594029475
JS-34,22.9,7.2,8.3,0.5,139.0,2.779,2.718,2.444,0.086,0.111,0.101,0.066,3.3,6.824,6.43,0.53,토양-질소 기원,25.036036036036034,1.1874775098956458,2.4555595537963297,12.132075471698112,0.035188216039279865,0.358147713950762
JS-35,23.3,7.2,6.3,0.8,166.0,2.202,2.11,1.672,0.072,0.205,0.172,0.106,5.2,8.798,7.04,0.66,토양-질소 기원,10.741463414634147,2.3614895549500456,3.9954586739327884,10.666666666666666,0.043062200956937795,0.19004319163446237
JS-36,23.2,7.3,8.4,0.6,143.0,2.882,2.769,2.518,0.09,0.143,0.134,0.082,3.5,7.106,6.43,0.03,토양-질소 기원,20.153846153846157,1.2144344205412907,2.465648854961832,214.33333333333334,0.035742652899126294,0.35434843793976917
JS-20B,23.8,6.7,7.8,10.9,327.0,11.413,10.447,7.236,3.056,0.6,0.364,0.273,8.9,31.735,23.7,6.6,생활하수/처리수 영향,19.02166666666667,0.7798124945237886,2.780601068956453,3.590909090909091,0.4223327805417358,0.22801323459902315
JS-9B,25.8,6.5,6.4,1.0,151.0,1.37,1.197,0.835,0.023,0.099,0.078,0.015,3.4,27.654,10.95,-2.96,생활하수/처리수 영향,13.83838383838384,2.481751824817518,20.185401459854013,-3.699324324324324,0.027544910179640718,0.030194546900990812
JS-1,18.9,7.5,9.5,0.8,122.0,1.527,0.949,0.839,0.018,0.029,0.016,0.005,2.6,9.022,4.37,1.06,토양-질소 기원,52.655172413793096,1.7026850032743943,5.908316961362148,4.122641509433962,0.021454112038140644,0.09299490135225005
JS-2,19.4,7.1,8.8,1.2,87.0,1.09,0.962,0.787,0.038,0.057,0.03,0.016,3.5,5.378,6.4,2.48,토양-질소 기원,19.12280701754386,3.2110091743119265,4.93394495412844,2.580645161290323,0.048284625158831,0.14633692822610636
JS-3,19.4,6.8,8.9,1.0,104.0,1.032,0.952,0.78,0.038,0.052,0.028,0.013,3.2,7.006,5.54,1.69,토양-질소 기원,19.846153846153847,3.10077519379845,6.788759689922481,3.27810650887574,0.04871794871794872,0.11133314302026834
JS-4,18.7,6.9,9.3,1.5,88.0,0.908,0.818,0.65,0.021,0.065,0.035,0.018,4.4,6.267,5.17,1.58,토양-질소 기원,13.96923076923077,4.845814977973569,6.901982378854625,3.272151898734177,0.03230769230769231,0.10371788734641774
JS-5,19.2,6.8,9.0,1.3,100.0,1.073,0.972,0.792,0.044,0.063,0.036,0.023,3.5,6.827,5.75,3.51,토양-질소 기원,17.03174603174603,3.2618825722274,6.362534948741845,1.6381766381766383,0.05555555555555555,0.11600996045114985
JS-6,19.1,7.0,9.3,1.3,102.0,1.2,1.139,0.939,0.031,0.072,0.044,0.032,3.7,6.579,5.46,-0.3,토양-질소 기원,16.666666666666668,3.0833333333333335,5.4825,-18.2,0.03301384451544196,0.1427268581851345
JS-7,19.1,6.9,8.5,1.0,103.0,1.081,0.998,0.836,0.042,0.068,0.04,0.031,3.0,6.98,5.83,3.65,토양-질소 기원,15.89705882352941,2.775208140610546,6.456984273820537,1.5972602739726027,0.05023923444976077,0.11977077363896847
JS-8,20.1,7.1,8.1,1.1,106.0,1.941,1.854,1.548,0.068,0.15,0.119,0.115,3.3,6.08,8.41,1.85,생활하수/처리수 영향,12.940000000000001,1.7001545595054095,3.1324059763008756,4.545945945945946,0.043927648578811374,0.2546052631578947
JS-9,20.0,6.8,9.0,0.9,117.0,1.556,1.477,1.226,0.086,0.131,0.097,0.097,2.4,7.059,10.27,3.79,생활하수/처리수 영향,11.877862595419847,1.5424164524421593,4.536632390745501,2.70976253298153,0.07014681892332789,0.17367899135854936
JS-10,19.3,6.6,9.1,1.1,111.0,1.381,1.304,1.067,0.074,0.094,0.061,0.061,3.0,6.981,4.99,-1.19,토양-질소 기원,14.691489361702128,2.172338884866039,5.055032585083273,-4.19327731092437,0.06935332708528585,0.1528434321730411
JS-11,20.5,6.8,8.8,1.0,119.0,1.898,1.798,1.525,0.079,0.166,0.121,0.117,2.7,7.036,9.95,3.94,생활하수/처리수 영향,11.433734939759034,1.4225500526870392,3.707060063224447,2.525380710659898,0.05180327868852459,0.21674246731097213
JS-12,21.3,6.8,8.6,0.3,190.0,1.633,1.554,1.404,0.027,0.017,0.007,0.001,1.5,5.525,9.7,3.94,생활하수/처리수 영향,96.05882352941175,0.9185548071034905,3.383343539497857,2.4619289340101522,0.019230769230769232,0.2541176470588235
JS-13,20.6,7.0,9.1,0.8,140.0,2.15,2.096,1.733,0.124,0.205,0.16,0.157,2.7,7.559,8.44,7.09,생활하수/처리수 영향,10.487804878048781,1.2558139534883723,3.5158139534883723,1.1904090267983074,0.07155222158107327,0.2292631300436566
JS-14,19.8,6.9,8.8,1.3,162.0,2.042,1.963,1.551,0.092,0.128,0.062,0.054,4.1,9.993,8.01,2.19,생활하수/처리수 영향,15.953124999999998,2.0078354554358473,4.8937316356513225,3.6575342465753424,0.05931656995486783,0.15520864605223655
JS-15,20.0,7.8,9.5,0.7,156.0,1.82,1.78,1.507,0.054,0.113,0.08,0.077,2.4,8.031,10.1,5.42,생활하수/처리수 영향,16.106194690265486,1.3186813186813187,4.412637362637363,1.8634686346863467,0.035832780358327807,0.18764786452496574
JS-16,20.0,6.8,9.1,1.7,201.0,2.342,2.228,1.707,0.119,0.12,0.077,0.065,4.9,11.019,10.86,2.88,생활하수/처리수 영향,19.51666666666667,2.0922288642186166,4.704953031596926,3.7708333333333335,0.06971294669009959,0.15491423904165533
JS-17,20.1,6.8,9.3,1.0,160.0,2.109,2.04,1.696,0.08,0.161,0.124,0.122,2.8,8.197,9.3,5.83,생활하수/처리수 영향,13.099378881987578,1.3276434329065907,3.8866761498340443,1.5951972555746141,0.04716981132075472,0.20690496523118215
JS-18,20.2,6.8,9.1,0.5,196.0,1.601,1.547,1.369,0.022,0.04,0.027,0.021,2.6,6.201,7.83,-0.55,토양-질소 기원,40.025,1.6239850093691444,3.873204247345409,-14.236363636363635,0.016070124178232285,0.22077084341235287
JS-19,20.5,7.0,10.0,0.9,162.0,1.852,1.782,1.52,0.025,0.113,0.081,0.077,2.6,8.091,10.51,4.85,생활하수/처리수 영향,16.38938053097345,1.4038876889848813,4.368790496760258,2.167010309278351,0.01644736842105263,0.18786305771845263
JS-20,20.2,7.0,9.7,1.8,286.0,1.761,1.65,1.292,0.096,0.151,0.101,0.099,3.6,9.855,10.05,5.1,생활하수/처리수 영향,11.662251655629138,2.044293015332198,5.596252129471892,1.970588235294118,0.07430340557275542,0.13110096397767632
JS-21,20.8,0.1,9.5,1.6,228.0,1.979,1.882,1.518,0.106,0.129,0.081,0.079,3.3,10.378,10.08,3.78,생활하수/처리수 영향,15.34108527131783,1.667508842849924,5.244062657908034,2.666666666666667,0.06982872200263504,0.14627095779533628
JS-22,20.7,7.1,8.9,0.7,216.0,1.633,1.613,1.231,0.12,0.06,0.039,0.034,2.8,18.515,10.44,2.35,생활하수/처리수 영향,27.21666666666667,1.7146356399265155,11.338028169014084,4.4425531914893615,0.09748172217709178,0.06648663246016744
JS-23,21.0,7.3,8.5,1.9,281.0,2.631,2.475,1.778,0.378,0.173,0.112,0.11,3.5,12.883,9.59,5.07,생활하수/처리수 영향,15.208092485549132,1.330292664386165,4.896617255796275,1.8915187376725837,0.2125984251968504,0.13801133276410776
JS-24,20.1,7.2,8.4,2.2,255.0,3.649,3.494,2.281,0.714,0.322,0.242,0.235,4.7,14.913,7.98,2.72,토양-질소 기원,11.332298136645962,1.2880241161962183,4.08687311592217,2.9338235294117645,0.3130206049978079,0.15295379869912157
JS-25,20.5,7.4,8.3,2.2,279.0,2.883,2.806,2.031,0.396,0.194,0.138,0.133,3.4,13.248,8.73,5.89,생활하수/처리수 영향,14.86082474226804,1.1793270898369754,4.595213319458897,1.4821731748726656,0.19497784342688332,0.15330615942028988
JS-26,20.4,7.2,7.8,1.3,153.0,1.36,1.257,0.953,0.044,0.115,0.073,0.066,4.0,8.062,10.42,1.32,생활하수/처리수 영향,11.82608695652174,2.941176470588235,5.927941176470587,7.893939393939394,0.046169989506820566,0.11820888117092533
JS-27,22.2,7.1,9.4,1.6,294.0,8.466,8.335,5.997,0.702,0.767,0.718,0.709,5.3,15.701,12.12,4.95,생활하수/처리수 영향,11.037809647979138,0.6260335459484999,1.8545948499881884,2.4484848484848483,0.11705852926463231,0.381950194255143
JS-28,19.5,7.0,7.8,0.8,301.0,2.68,2.671,2.409,0.036,0.105,0.077,0.074,3.2,15.817,9.37,2.36,생활하수/처리수 영향,25.523809523809526,1.1940298507462686,5.901865671641791,3.9703389830508473,0.014943960149439602,0.15230448251880888
JS-29,21.1,6.3,8.8,1.0,228.0,2.412,2.323,2.0,0.037,0.115,0.083,0.079,2.9,13.091,10.06,5.44,생활하수/처리수 영향,20.97391304347826,1.2023217247097844,5.427446102819237,1.8492647058823528,0.0185,0.15277671682835536
JS-30,19.8,6.9,6.9,0.9,158.0,1.925,1.857,1.574,0.025,0.113,0.091,0.088,3.3,8.543,9.86,3.42,생활하수/처리수 영향,17.035398230088497,1.7142857142857142,4.437922077922077,2.8830409356725144,0.01588310038119441,0.18424441062858482
JS-31,20.7,6.8,8.3,2.2,214.0,2.258,2.142,1.856,0.027,0.11,0.069,0.068,2.9,11.969,10.16,5.15,생활하수/처리수 영향,20.527272727272727,1.2843224092116918,5.300708591674048,1.9728155339805824,0.014547413793103448,0.15506725708079205
JS-32,19.2,6.6,6.8,2.6,143.0,2.572,2.369,1.621,0.344,0.405,0.284,0.282,4.9,6.787,8.08,3.15,생활하수/처리수 영향,6.350617283950617,1.9051321928460343,2.638802488335925,2.5650793650793653,0.2122146822948797,0.23883895682923237
JS-33,19.9,6.7,8.1,3.4,171.0,2.552,2.249,1.464,0.401,0.283,0.121,0.112,5.3,16.132,6.94,5.23,토양-질소 기원,9.017667844522968,2.0768025078369905,6.321316614420063,1.3269598470363289,0.2739071038251366,0.09075130176047606
JS-34,20.8,6.9,8.8,1.6,203.0,2.094,2.013,1.717,0.029,0.108,0.063,0.062,2.9,11.502,10.95,6.71,생활하수/처리수 영향,19.38888888888889,1.384909264565425,5.492836676217766,1.6318926974664678,0.0168899242865463,0.14927838636758825
JS-35,20.2,7.2,7.9,2.5,197.0,2.21,1.982,1.591,0.065,0.243,0.145,0.14,5.3,12.864,8.78,2.95,생활하수/처리수 영향,9.094650205761317,2.3981900452488687,5.82081447963801,2.9762711864406777,0.040854808296668765,0.12367848258706467
JS-36,20.8,7.1,8.8,2.4,207.0,2.566,2.367,1.953,0.088,0.16,0.08,0.075,4.1,14.895,10.64,4.31,생활하수/처리수 영향,16.037499999999998,1.597817614964926,5.804754481683554,2.4686774941995364,0.04505888376856118,0.1311178247734139
JS-20B,22.5,6.9,8.7,7.0,307.0,7.18,6.675,4.208,1.783,0.338,0.151,0.142,5.8,33.402,12.15,-0.53,생활하수/처리수 영향,21.242603550295854,0.807799442896936,4.652089136490251,-22.92452830188679,0.4237167300380228,0.12598048021076583
JS-1,12.9,7.7,10.9,0.5,134.0,0.831,0.827,0.61,0.024,0.016,0.01,0.004,1.3,9.472,5.3,3.01,토양-질소 기원,51.9375,1.5643802647412757,11.398315282791817,1.760797342192691,0.03934426229508197,0.06440033783783784
JS-2,13.7,7.3,10.4,0.6,87.0,0.921,0.916,0.637,0.024,0.023,0.01,0.004,2.0,4.437,4.89,1.86,토양-질소 기원,40.04347826086957,2.1715526601520088,4.817589576547231,2.629032258064516,0.03767660910518053,0.14356547216587784
JS-3,13.7,7.0,10.3,0.5,106.0,0.926,0.925,0.653,0.026,0.021,0.009,0.004,1.7,6.282,5.7,2.3,토양-질소 기원,44.095238095238095,1.83585313174946,6.784017278617711,2.4782608695652177,0.039816232771822356,0.10394778732887616
JS-4,13.0,7.0,10.7,0.4,76.0,0.606,0.583,0.439,0.018,0.021,0.008,0.003,1.6,4.541,4.66,2.84,토양-질소 기원,28.857142857142854,2.6402640264026407,7.493399339933994,1.6408450704225352,0.04100227790432801,0.09667474124642149
JS-5,14.2,7.2,10.2,0.5,104.0,0.896,0.872,0.628,0.021,0.025,0.011,0.005,1.5,6.229,6.17,2.82,토양-질소 기원,35.839999999999996,1.6741071428571428,6.952008928571429,2.1879432624113475,0.03343949044585987,0.10081875100337133
JS-6,12.9,7.3,10.8,0.5,103.0,0.972,0.942,0.675,0.026,0.022,0.01,0.004,1.5,6.306,7.22,2.53,토양-질소 기원,44.18181818181818,1.5432098765432098,6.487654320987654,2.8537549407114624,0.038518518518518514,0.10704091341579448
JS-7,14.4,7.0,9.8,0.5,106.0,0.943,0.917,0.651,0.024,0.027,0.013,0.007,1.2,5.777,6.56,2.45,토양-질소 기원,34.925925925925924,1.2725344644750796,6.126193001060446,2.677551020408163,0.03686635944700461,0.11268824649472045
JS-8,14.9,7.3,9.2,0.6,114.0,2.408,2.399,1.704,0.042,0.231,0.189,0.185,1.2,6.472,10.25,7.06,생활하수/처리수 영향,10.424242424242424,0.4983388704318937,2.6877076411960137,1.4518413597733713,0.024647887323943664,0.2632880098887515
JS-9,15.8,7.0,10.1,0.5,112.0,1.506,1.487,1.033,0.035,0.082,0.061,0.056,1.3,6.748,9.7,5.74,생활하수/처리수 영향,18.365853658536583,0.8632138114209827,4.480743691899071,1.6898954703832751,0.033881897386253634,0.15308239478363958
JS-10,14.8,6.8,10.4,0.6,111.0,0.94,0.912,0.577,0.115,0.055,0.038,0.034,1.4,8.14,8.28,1.69,생활하수/처리수 영향,17.09090909090909,1.4893617021276595,8.659574468085108,4.899408284023669,0.19930675909878684,0.07088452088452088
JS-11,15.7,7.1,10.1,0.6,122.0,1.93,1.894,1.261,0.101,0.161,0.123,0.121,1.6,7.285,10.0,3.95,생활하수/처리수 영향,11.987577639751551,0.8290155440414508,3.7746113989637307,2.531645569620253,0.08009516256938938,0.17309540150995195
JS-12,17.1,7.2,10.1,0.3,139.0,1.681,1.663,1.174,0.019,0.012,0.005,0.002,1.4,4.856,7.91,2.34,토양-질소 기원,140.08333333333334,0.8328375966686495,2.8887566924449732,3.3803418803418808,0.0161839863713799,0.24176276771004943
JS-13,16.0,7.3,10.8,0.5,132.0,2.024,1.979,1.371,0.045,0.133,0.101,0.1,1.5,7.017,10.02,3.95,생활하수/처리수 영향,15.218045112781954,0.7411067193675889,3.466897233201581,2.5367088607594934,0.03282275711159737,0.19538264215476697
JS-14,15.3,7.4,11.2,0.5,152.0,1.492,1.479,0.993,0.034,0.03,0.018,0.013,1.9,8.296,8.62,3.8,생활하수/처리수 영향,49.733333333333334,1.2734584450402144,5.560321715817694,2.2684210526315787,0.03423967774420947,0.11969623915139828
JS-15,14.8,6.9,9.8,0.5,134.0,1.87,1.831,1.269,0.031,0.091,0.065,0.064,1.7,7.266,9.9,4.57,생활하수/처리수 영향,20.54945054945055,0.9090909090909091,3.885561497326203,2.166301969365427,0.02442868400315209,0.1746490503715937
JS-16,14.9,6.8,11.3,0.8,213.0,2.495,2.422,1.659,0.04,0.053,0.032,0.026,3.0,12.356,10.37,3.36,생활하수/처리수 영향,47.07547169811321,1.2024048096192383,4.952304609218436,3.0863095238095237,0.024110910186859555,0.1342667529944966
JS-17,15.0,6.9,9.7,0.5,137.0,1.876,1.784,1.269,0.022,0.087,0.064,0.063,1.6,7.315,9.3,4.78,생활하수/처리수 영향,21.563218390804597,0.8528784648187634,3.899253731343284,1.9456066945606696,0.017336485421591805,0.17347915242652082
JS-18,16.0,6.9,9.7,0.5,176.0,1.226,1.161,0.798,0.016,0.016,0.007,0.001,2.7,4.335,4.11,0.88,토양-질소 기원,76.625,2.2022838499184343,3.535889070146819,4.670454545454546,0.020050125313283207,0.18408304498269898
JS-19,14.9,7.0,10.5,0.5,145.0,1.739,1.703,1.192,0.017,0.063,0.041,0.04,1.9,7.204,9.08,4.32,생활하수/처리수 영향,27.603174603174605,1.0925819436457733,4.142610695802185,2.1018518518518516,0.014261744966442955,0.16546363131593558
JS-20,15.6,7.3,10.6,0.7,314.0,1.98,1.905,1.327,0.033,0.103,0.069,0.067,2.2,11.914,10.59,4.21,생활하수/처리수 영향,19.223300970873787,1.1111111111111112,6.017171717171717,2.5154394299287413,0.024868123587038434,0.11138156790330703
JS-21,15.7,7.2,11.0,0.4,219.0,2.498,2.406,1.677,0.065,0.085,0.059,0.057,2.3,12.356,9.73,4.36,생활하수/처리수 영향,29.38823529411765,0.920736589271417,4.946357085668534,2.231651376146789,0.03875968992248062,0.1357235351246358
JS-22,16.1,8.0,11.6,0.6,235.0,1.709,1.643,1.096,0.017,0.04,0.025,0.02,2.7,24.929,12.48,2.47,생활하수/처리수 영향,42.725,1.579871269748391,14.58689291983616,5.052631578947368,0.01551094890510949,0.043964860202976457
JS-23,15.8,7.8,11.1,0.7,207.0,2.454,2.354,1.655,0.027,0.097,0.068,0.066,2.3,11.514,9.1,4.71,생활하수/처리수 영향,25.29896907216495,0.937245313773431,4.691931540342297,1.9320594479830149,0.016314199395770394,0.14373805801632797
JS-24,15.2,7.4,11.1,0.7,234.0,4.779,4.724,3.329,0.168,0.33,0.253,0.25,3.4,12.331,6.28,8.36,토양-질소 기원,14.48181818181818,0.7114459091860221,2.580246913580247,0.7511961722488039,0.05046560528687293,0.26996999432325036
JS-25,15.2,7.6,11.9,0.6,212.0,2.686,2.586,1.835,0.026,0.131,0.1,0.098,2.2,11.701,9.08,5.62,생활하수/처리수 영향,20.50381679389313,0.8190618019359643,4.356291883842145,1.6156583629893237,0.014168937329700272,0.15682420305956754
JS-26,14.9,7.2,9.8,0.6,176.0,2.284,2.197,1.513,0.016,0.151,0.115,0.113,3.0,9.179,12.37,3.18,생활하수/처리수 영향,15.125827814569536,1.3134851138353767,4.018826619964974,3.8899371069182385,0.01057501652346332,0.16483277045429784
JS-27,15.4,7.7,11.2,0.6,213.0,2.536,2.468,1.734,0.023,0.105,0.078,0.077,2.2,11.834,9.59,5.23,생활하수/처리수 영향,24.152380952380952,0.8675078864353313,4.666403785488959,1.8336520076481835,0.013264129181084197,0.14652695622781817
JS-28,14.8,7.4,9.6,0.5,282.0,3.803,3.686,2.724,0.031,0.058,0.04,0.037,2.3,14.731,8.7,3.55,생활하수/처리수 영향,65.56896551724138,0.6047856955035498,3.87352090454904,2.4507042253521125,0.011380323054331863,0.18491616319326593
JS-29,14.6,7.6,10.4,0.9,190.0,2.29,2.158,1.498,0.02,0.105,0.074,0.072,2.5,10.677,9.44,4.88,생활하수/처리수 영향,21.80952380952381,1.0917030567685588,4.662445414847161,1.9344262295081966,0.01335113484646195,0.1403015828416222
JS-30,17.3,7.3,7.1,0.2,194.0,2.967,2.911,2.156,0.016,0.033,0.023,0.022,1.2,8.76,10.81,2.67,생활하수/처리수 영향,89.9090909090909,0.4044489383215369,2.9524772497472194,4.048689138576779,0.007421150278293135,0.24611872146118724
JS-31,15.0,7.4,9.9,0.6,203.0,2.329,2.221,1.58,0.013,0.094,0.065,0.063,2.4,11.067,9.4,6.24,생활하수/처리수 영향,24.776595744680854,1.0304851867754399,4.751824817518248,1.5064102564102564,0.008227848101265822,0.14276678413300806
