spot,temp,pH,DO,BOD,EC,TN,DTN,NO3N,NH3N,TP,DTP,PO4P,TOC,Cl,d15N,d18O,source,TN/TP,TOC/TN,Cl/TN,d15N/d18O,NH3N/NO3N,NO3N/Cl
JS-18,20.6,7.2,7.5,0.3,228.0,0.754,0.684,0.567,0.02,0.02,0.01,0.005,2.0,7.141,8.57,2.31,생활하수/처리수 영향,37.7,2.6525198938992043,9.47082228116711,3.70995670995671,0.035273368606701945,0.07940064416748353
JS-19,24.1,7.2,8.4,1.5,180.0,1.7,1.502,0.874,0.187,0.148,0.083,0.079,5.7,11.026,8.5,4.31,생활하수/처리수 영향,11.486486486486486,3.3529411764705883,6.485882352941177,1.97215777262181,0.2139588100686499,0.07926718664973699
JS-20,24.9,7.3,7.6,1.6,281.0,1.761,1.569,0.858,0.273,0.113,0.06,0.051,5.6,15.479,7.82,2.5,토양-질소 기원,15.584070796460175,3.1800113571834183,8.789892106757524,3.128,0.31818181818181823,0.05542993733445313
JS-21,24.7,7.2,6.9,2.4,264.0,3.212,2.957,1.977,0.569,0.184,0.099,0.094,5.9,19.633,8.67,2.59,생활하수/처리수 영향,17.456521739130437,1.8368617683686177,6.11239103362391,3.3474903474903477,0.2878098128477491,0.10069780471654868
JS-22,23.8,7.7,7.8,0.7,312.0,1.055,0.957,0.724,0.026,0.041,0.023,0.013,2.8,35.561,17.45,3.43,생활하수/처리수 영향,25.73170731707317,2.654028436018957,33.70710900473934,5.087463556851311,0.03591160220994475,0.02035938246955935
JS-23,23.9,7.6,8.8,2.1,233.0,2.414,2.152,1.519,0.189,0.18,0.105,0.103,6.1,15.664,8.4,4.21,생활하수/처리수 영향,13.411111111111113,2.5269262634631313,6.488815244407622,1.9952494061757722,0.12442396313364056,0.09697395301327885
JS-24,24.2,7.8,7.4,2.9,239.0,2.307,2.097,0.972,0.247,0.185,0.097,0.082,9.0,13.983,6.67,-0.71,토양-질소 기원,12.47027027027027,3.9011703511053315,6.061118335500651,-9.3943661971831,0.25411522633744854,0.06951298004720016
JS-25,24.5,7.7,7.4,2.1,239.0,2.373,2.187,1.504,0.172,0.18,0.117,0.11,6.2,15.841,8.73,3.22,생활하수/처리수 영향,13.183333333333335,2.612726506531816,6.675516224188789,2.7111801242236027,0.11436170212765956,0.09494350104160092
JS-26,23.4,7.8,7.3,2.3,228.0,2.165,1.959,1.026,0.189,0.19,0.103,0.096,7.5,14.048,8.03,2.42,생활하수/처리수 영향,11.394736842105264,3.464203233256351,6.488683602771363,3.318181818181818,0.18421052631578946,0.07303530751708429
JS-27,24.7,7.8,8.9,1.9,243.0,2.527,2.432,1.663,0.142,0.201,0.142,0.138,6.5,15.883,8.59,5.72,생활하수/처리수 영향,12.572139303482587,2.5722200237435695,6.285318559556786,1.5017482517482519,0.08538785327720985,0.1047031417238557
JS-28,23.1,7.9,8.2,2.7,269.0,2.067,1.85,1.272,0.101,0.14,0.043,0.031,7.8,17.835,9.61,3.81,생활하수/처리수 영향,14.764285714285714,3.773584905660377,8.62844702467344,2.522309711286089,0.07940251572327045,0.07132043734230445
JS-29,24.9,7.7,7.5,2.6,229.0,2.104,1.885,1.109,0.228,0.16,0.094,0.086,6.8,14.838,7.91,4.46,토양-질소 기원,13.15,3.2319391634980987,7.052281368821292,1.773542600896861,0.20559062218214608,0.07474053106887721
JS-30,21.1,7.3,6.5,0.9,183.0,0.522,0.45,0.295,0.015,0.042,0.025,0.02,2.3,11.137,12.22,6.25,생활하수/처리수 영향,12.428571428571429,4.406130268199234,21.335249042145595,1.9552,0.05084745762711865,0.026488282302235787
JS-31,24.8,7.1,7.9,2.1,227.0,1.982,1.821,1.083,0.184,0.14,0.091,0.086,6.3,14.699,8.25,3.45,생활하수/처리수 영향,14.157142857142855,3.1786074672048437,7.416246215943492,2.391304347826087,0.16989843028624194,0.07367848152935573
JS-32,24.1,6.8,7.1,1.8,229.0,1.948,1.785,1.152,0.099,0.181,0.107,0.1,6.4,15.487,8.81,2.65,생활하수/처리수 영향,10.762430939226519,3.285420944558522,7.9502053388090355,3.324528301886793,0.08593750000000001,0.07438496803770904
JS-33,24.9,7.0,7.5,6.5,280.0,3.232,3.028,1.215,0.94,0.192,0.08,0.066,9.1,27.573,7.21,-0.72,토양-질소 기원,16.833333333333336,2.81559405940594,8.53125,-10.01388888888889,0.7736625514403291,0.04406484604504407
JS-34,25.1,7.6,7.9,2.8,246.0,2.428,2.236,1.201,0.369,0.149,0.083,0.074,7.3,18.877,7.76,2.06,토양-질소 기원,16.29530201342282,3.0065897858319603,7.7747116968698515,3.7669902912621356,0.30724396336386345,0.06362239762674154
JS-35,25.0,7.5,6.7,2.5,323.0,2.69,2.486,1.351,0.203,0.217,0.115,0.104,10.8,26.072,10.16,1.11,생활하수/처리수 영향,12.396313364055299,4.014869888475837,9.692193308550186,9.153153153153152,0.15025906735751296,0.051818042344277386
JS-36,25.3,7.6,8.7,2.4,254.0,2.712,2.401,1.775,0.154,0.149,0.079,0.075,7.0,18.921,9.77,3.2,생활하수/처리수 영향,18.201342281879196,2.581120943952802,6.976769911504424,3.0531249999999996,0.0867605633802817,0.09381110934940014
JS-20B,23.4,7.1,6.8,10.3,384.0,12.655,7.21,4.248,2.962,0.511,0.132,0.111,9.9,46.903,8.98,-0.69,생활하수/처리수 영향,24.765166340508806,0.7822994863690241,3.7062821019359937,-13.01449275362319,0.6972693032015066,0.09056989957998424
JS-9B,23.6,6.8,5.6,3.2,246.0,2.476,2.256,0.363,1.747,0.13,0.065,0.047,4.9,52.81,2.16,-3.58,토양-질소 기원,19.046153846153846,1.9789983844911148,21.32875605815832,-0.6033519553072626,4.81267217630854,0.0068736981632266615
JS-1,22.0,7.8,8.5,0.7,128.0,0.913,0.849,0.772,0.039,0.042,0.028,0.014,2.0,10.545,6.11,2.89,토양-질소 기원,21.738095238095237,2.190580503833516,11.549835706462211,2.114186851211073,0.050518134715025906,0.07321005215742057
JS-2,22.9,7.1,7.7,1.0,66.0,0.972,0.861,0.77,0.033,0.036,0.013,0.001,3.2,4.125,3.81,2.95,토양-질소 기원,27.0,3.292181069958848,4.243827160493828,1.2915254237288134,0.04285714285714286,0.18666666666666668
JS-3,22.7,7.0,8.2,0.8,77.0,0.985,0.861,0.776,0.03,0.038,0.013,0.001,2.8,5.074,4.62,2.84,토양-질소 기원,25.92105263157895,2.842639593908629,5.151269035532994,1.6267605633802817,0.038659793814432984,0.15293653921955067
JS-4,23.5,7.1,8.0,0.7,76.0,0.712,0.586,0.517,0.046,0.042,0.024,0.011,2.6,4.449,6.03,1.99,토양-질소 기원,16.95238095238095,3.6516853932584272,6.248595505617978,3.0301507537688446,0.08897485493230174,0.1162058889638121
JS-5,23.1,7.0,8.0,0.8,81.0,1.003,0.863,0.773,0.053,0.05,0.019,0.007,2.9,5.347,4.99,2.78,토양-질소 기원,20.059999999999995,2.8913260219341974,5.3310069790628125,1.7949640287769786,0.0685640362225097,0.14456704694221056
JS-6,23.4,7.1,8.1,0.8,96.0,1.062,0.914,0.777,0.075,0.063,0.031,0.019,3.1,5.578,6.02,1.75,토양-질소 기원,16.857142857142858,2.919020715630885,5.252354048964219,3.44,0.09652509652509651,0.13929723915381856
JS-7,23.2,6.8,7.5,0.7,88.0,1.023,0.907,0.815,0.045,0.051,0.024,0.014,2.5,5.783,5.99,2.52,토양-질소 기원,20.058823529411764,2.4437927663734116,5.652981427174977,2.376984126984127,0.05521472392638037,0.14093031298633926
JS-8,23.6,6.8,7.4,0.6,111.0,1.812,1.698,1.585,0.073,0.207,0.172,0.169,1.9,7.21,11.9,5.72,생활하수/처리수 영향,8.753623188405799,1.0485651214128036,3.979028697571744,2.0804195804195804,0.04605678233438486,0.21983356449375865
JS-9,24.7,6.9,7.6,0.7,107.0,1.382,1.215,1.11,0.074,0.105,0.067,0.064,2.5,6.818,8.87,4.33,생활하수/처리수 영향,13.161904761904761,1.8089725036179451,4.933429811866859,2.0484988452655886,0.06666666666666665,0.16280434144910533
JS-10,24.3,7.0,7.5,1.2,104.0,1.171,0.958,0.616,0.203,0.141,0.095,0.086,4.7,6.578,7.0,0.8,토양-질소 기원,8.304964539007093,4.013663535439795,5.6174210076857385,8.75,0.3295454545454546,0.09364548494983277
JS-11,24.6,7.0,7.2,0.8,115.0,1.551,1.408,1.26,0.093,0.135,0.084,0.081,2.8,7.266,9.21,4.83,생활하수/처리수 영향,11.488888888888887,1.8052869116698904,4.6847195357833655,1.9068322981366461,0.07380952380952381,0.17341040462427745
JS-12,23.5,7.1,8.2,0.7,105.0,1.488,1.367,1.292,0.028,0.036,0.014,0.007,2.3,5.164,6.29,2.6,토양-질소 기원,41.333333333333336,1.5456989247311828,3.4704301075268815,2.419230769230769,0.021671826625386997,0.2501936483346243
JS-13,24.5,7.1,7.9,0.7,117.0,1.669,1.57,1.415,0.062,0.121,0.08,0.075,2.7,6.978,8.46,3.28,생활하수/처리수 영향,13.793388429752067,1.6177351707609349,4.180946674655482,2.579268292682927,0.04381625441696113,0.20278016623674405
JS-14,25.1,7.0,7.3,1.4,199.0,1.951,1.734,0.977,0.22,0.352,0.246,0.239,7.1,11.157,9.51,-0.05,생활하수/처리수 영향,5.542613636363637,3.639159405433111,5.718605843157355,-190.2,0.22517911975435007,0.08756834274446536
JS-15,25.3,7.3,6.9,0.7,126.0,1.564,1.452,1.23,0.067,0.141,0.091,0.087,3.1,7.511,8.83,2.51,생활하수/처리수 영향,11.092198581560286,1.9820971867007673,4.802429667519181,3.51792828685259,0.05447154471544716,0.1637598189322327
JS-16,25.4,6.9,6.5,1.0,155.0,1.515,1.345,0.936,0.148,0.145,0.076,0.069,5.0,8.934,8.56,0.56,생활하수/처리수 영향,10.448275862068966,3.3003300330033007,5.897029702970297,15.285714285714285,0.1581196581196581,0.1047683008730692
JS-17,25.4,7.0,6.8,0.7,126.0,1.61,1.498,1.28,0.074,0.147,0.097,0.09,3.2,7.522,8.73,2.43,생활하수/처리수 영향,10.952380952380954,1.9875776397515528,4.6720496894409935,3.5925925925925926,0.057812499999999996,0.1701675086413188
JS-18,22.6,6.8,7.0,0.4,225.0,1.995,1.984,1.908,0.023,0.034,0.019,0.018,2.0,8.847,8.97,0.02,생활하수/처리수 영향,58.67647058823529,1.0025062656641603,4.434586466165413,448.5,0.012054507337526206,0.21566632756866735
JS-19,25.7,7.1,7.8,0.8,141.0,1.546,1.42,1.209,0.083,0.127,0.079,0.076,3.2,7.666,8.94,2.55,생활하수/처리수 영향,12.173228346456693,2.069857697283312,4.958602846054334,3.5058823529411764,0.06865177832919768,0.15770936603182886
JS-20,24.9,7.1,7.7,0.9,179.0,1.89,1.786,1.491,0.131,0.089,0.047,0.038,3.2,10.37,7.36,1.4,토양-질소 기원,21.235955056179776,1.6931216931216932,5.4867724867724865,5.257142857142858,0.08786049631120053,0.14378013500482162
JS-21,25.7,7.1,6.8,1.2,169.0,2.128,1.913,1.63,0.161,0.127,0.074,0.07,3.5,10.829,8.72,1.45,생활하수/처리수 영향,16.755905511811026,1.644736842105263,5.088815789473684,6.013793103448276,0.09877300613496934,0.1505217471604026
JS-22,24.0,7.4,7.6,0.6,257.0,2.273,2.24,2.08,0.029,0.052,0.031,0.023,2.5,24.371,10.63,-0.49,생활하수/처리수 영향,43.71153846153847,1.0998680158380993,10.721953365596127,-21.69387755102041,0.013942307692307693,0.08534733905051087
JS-23,26.0,7.2,7.4,1.1,184.0,2.188,2.036,1.665,0.201,0.148,0.093,0.09,3.8,10.77,8.49,0.88,생활하수/처리수 영향,14.783783783783786,1.7367458866544787,4.922303473491772,9.647727272727273,0.12072072072072072,0.15459610027855153
JS-24,25.9,7.2,7.1,1.2,233.0,2.107,2.009,1.353,0.119,0.209,0.125,0.12,6.4,9.576,8.81,2.57,생활하수/처리수 영향,10.08133971291866,3.0374940673943995,4.54485049833887,3.428015564202335,0.08795269770879527,0.1412907268170426
JS-25,25.9,6.9,7.0,1.2,186.0,2.26,2.111,1.711,0.198,0.159,0.098,0.097,3.7,10.731,8.29,1.21,생활하수/처리수 영향,14.21383647798742,1.6371681415929207,4.748230088495576,6.851239669421487,0.1157218001168907,0.1594445997577113
JS-26,25.5,7.0,6.3,1.0,182.0,1.401,1.296,0.904,0.091,0.171,0.097,0.093,5.0,10.148,9.08,1.4,생활하수/처리수 영향,8.192982456140351,3.5688793718772307,7.243397573162027,6.485714285714286,0.10066371681415928,0.0890815924320063
JS-27,25.8,7.2,6.4,1.1,197.0,2.422,2.284,1.993,0.108,0.144,0.085,0.084,3.7,11.439,8.57,2.86,생활하수/처리수 영향,16.819444444444446,1.52766308835673,4.722956234516928,2.9965034965034967,0.054189663823381834,0.17422851647871318
JS-28,23.9,7.3,6.8,1.0,271.0,3.131,3.036,2.798,0.089,0.084,0.045,0.037,4.0,15.322,9.38,3.81,생활하수/처리수 영향,37.27380952380952,1.2775471095496647,4.89364420312999,2.461942257217848,0.0318084345961401,0.18261323586999087
JS-29,26.4,6.5,6.3,1.0,192.0,2.095,1.955,1.624,0.116,0.154,0.098,0.095,4.0,10.857,9.07,2.54,생활하수/처리수 영향,13.603896103896105,1.909307875894988,5.18233890214797,3.5708661417322833,0.07142857142857142,0.14958091553836236
JS-30,22.5,7.6,5.4,0.5,204.0,2.045,2.018,1.893,0.035,0.047,0.029,0.027,1.9,11.657,13.35,3.66,생활하수/처리수 영향,43.51063829787234,0.9290953545232273,5.700244498777506,3.6475409836065573,0.018489170628631802,0.1623916959766664
JS-31,26.5,7.1,6.8,1.8,196.0,2.014,1.946,1.633,0.087,0.131,0.086,0.084,3.8,11.191,9.42,2.26,생활하수/처리수 영향,15.374045801526716,1.8867924528301887,5.556603773584906,4.168141592920354,0.053276178812002445,0.14592082923778035
JS-32,26.0,6.9,5.4,1.2,220.0,1.912,1.723,1.205,0.216,0.286,0.179,0.176,5.2,13.019,9.68,2.73,생활하수/처리수 영향,6.685314685314686,2.7196652719665275,6.8091004184100425,3.5457875457875456,0.179253112033195,0.09255703203010984
JS-33,25.3,7.4,7.6,2.5,210.0,2.651,2.426,1.54,0.521,0.269,0.083,0.08,6.3,18.045,5.7,4.75,토양-질소 기원,9.855018587360593,2.376461712561298,6.8068653338362894,1.2,0.33831168831168834,0.08534220005541701
JS-34,27.0,7.2,6.6,1.0,200.0,2.077,2.031,1.603,0.104,0.144,0.092,0.09,4.1,11.774,9.36,2.82,생활하수/처리수 영향,14.423611111111112,1.9740009629272988,5.668753009147809,3.3191489361702127,0.06487835308796007,0.13614744351961952
JS-35,25.9,7.1,4.6,1.0,303.0,2.839,2.833,2.212,0.107,0.163,0.122,0.101,6.1,20.501,10.91,6.07,생활하수/처리수 영향,17.41717791411043,2.1486438886932016,7.221204649524481,1.7973640856672157,0.048372513562386976,0.10789717574752451
JS-36,26.4,6.8,7.1,1.0,205.0,2.252,2.248,1.795,0.111,0.149,0.129,0.115,4.3,13.656,9.63,2.47,생활하수/처리수 영향,15.114093959731543,1.9094138543516874,6.0639431616341035,3.8987854251012144,0.06183844011142062,0.13144405389572347
JS-20B,24.7,6.8,7.1,7.4,315.0,8.577,7.943,5.21,2.182,0.451,0.217,0.201,9.3,37.715,11.7,0.36,생활하수/처리수 영향,19.017738359201772,1.0842952081147255,4.397225136994288,32.5,0.418809980806142,0.13814132308100224
JS-9B,24.6,6.9,7.0,1.6,358.0,1.048,0.967,0.518,0.14,0.103,0.065,0.035,4.7,56.935,20.62,0.06,생활하수/처리수 영향,10.174757281553399,4.484732824427481,54.32729007633588,343.6666666666667,0.2702702702702703,0.009098094318082024
JS-1,22.0,7.6,8.7,1.0,93.0,1.093,0.965,0.776,0.028,0.032,0.022,0.007,1.9,7.355,4.04,3.23,토양-질소 기원,34.15625,1.738334858188472,6.729185727355902,1.2507739938080495,0.03608247422680412,0.10550645819170631
JS-2,23.2,7.3,8.0,1.1,59.0,0.966,0.795,0.658,0.027,0.033,0.014,0.0,2.5,3.779,4.16,3.24,토양-질소 기원,29.27272727272727,2.587991718426501,3.912008281573499,1.2839506172839505,0.041033434650455926,0.17412013760254036
JS-3,22.8,7.2,8.4,1.1,68.0,1.025,0.811,0.691,0.02,0.03,0.014,0.0,2.3,4.556,4.56,3.31,토양-질소 기원,34.166666666666664,2.2439024390243905,4.444878048780488,1.377643504531722,0.028943560057887122,0.15166812993854256
JS-4,23.2,7.2,8.4,0.8,57.0,0.894,0.708,0.595,0.026,0.03,0.016,0.002,2.2,3.945,3.74,3.08,토양-질소 기원,29.8,2.4608501118568236,4.412751677852349,1.2142857142857144,0.043697478991596636,0.15082382762991128
JS-5,22.9,7.1,8.4,1.2,68.0,0.985,0.822,0.699,0.025,0.031,0.015,0.001,2.5,4.619,4.84,3.06,토양-질소 기원,31.774193548387096,2.5380710659898478,4.689340101522842,1.5816993464052287,0.0357653791130186,0.15133145702533016
JS-6,22.5,7.2,8.5,1.1,75.0,1.052,0.913,0.794,0.028,0.043,0.025,0.01,2.2,4.891,5.85,3.45,토양-질소 기원,24.465116279069772,2.091254752851711,4.649239543726235,1.6956521739130432,0.03526448362720403,0.16233898998159887
JS-7,22.9,7.1,8.1,1.0,71.0,1.002,0.854,0.752,0.022,0.032,0.018,0.004,2.1,4.844,5.44,3.11,토양-질소 기원,31.3125,2.095808383233533,4.83433133732535,1.7491961414791,0.029255319148936167,0.15524360033030551
JS-8,22.8,6.6,8.3,1.0,80.0,1.394,1.254,1.129,0.034,0.076,0.057,0.048,1.9,5.136,6.88,4.84,토양-질소 기원,18.342105263157894,1.362984218077475,3.684361549497848,1.421487603305785,0.030115146147032774,0.2198208722741433
JS-9,23.2,6.8,8.5,0.9,77.0,1.171,1.01,0.921,0.025,0.048,0.035,0.02,2.0,5.11,6.38,4.01,토양-질소 기원,24.395833333333332,1.7079419299743808,4.363791631084543,1.5910224438902745,0.02714440825190011,0.1802348336594912
JS-10,22.4,6.7,8.5,1.3,61.0,0.788,0.63,0.486,0.04,0.047,0.032,0.018,2.5,5.174,5.6,3.19,토양-질소 기원,16.76595744680851,3.1725888324873095,6.565989847715736,1.7554858934169277,0.0823045267489712,0.09393119443370698
JS-11,24.4,6.7,8.0,1.0,83.0,1.333,1.162,1.022,0.053,0.098,0.07,0.059,2.2,5.457,7.77,4.05,토양-질소 기원,13.60204081632653,1.650412603150788,4.09377344336084,1.9185185185185185,0.05185909980430528,0.18728238959135057
JS-12,19.6,6.7,8.9,0.8,80.0,1.551,1.325,1.222,0.032,0.023,0.01,0.002,2.1,4.802,5.33,2.58,토양-질소 기원,67.43478260869566,1.3539651837524178,3.096067053513862,2.065891472868217,0.02618657937806874,0.2544773011245315
JS-13,23.0,6.7,8.4,1.4,83.0,1.432,1.239,1.102,0.033,0.051,0.032,0.017,2.2,5.252,6.31,3.55,토양-질소 기원,28.07843137254902,1.5363128491620113,3.6675977653631286,1.7774647887323944,0.029945553539019964,0.20982482863670984
JS-14,24.6,6.8,8.6,1.5,110.0,1.52,1.295,1.142,0.031,0.068,0.05,0.037,2.7,6.626,6.58,3.86,토양-질소 기원,22.352941176470587,1.7763157894736843,4.359210526315789,1.7046632124352332,0.027145359019264452,0.1723513431934802
JS-15,23.4,7.2,8.5,1.4,88.0,1.438,1.253,1.113,0.023,0.063,0.042,0.028,2.3,5.354,6.33,4.24,토양-질소 기원,22.825396825396826,1.599443671766342,3.723226703755216,1.4929245283018868,0.020664869721473494,0.2078819574150168
JS-16,25.4,7.0,7.6,1.4,141.0,2.179,1.914,1.628,0.026,0.077,0.054,0.038,4.6,8.129,7.76,3.75,토양-질소 기원,28.298701298701296,2.1110601193207894,3.7306103717301515,2.0693333333333332,0.01597051597051597,0.20027063599458728
JS-17,24.0,7.1,8.6,1.5,90.0,1.553,1.318,1.16,0.027,0.069,0.049,0.036,2.5,5.632,6.59,4.16,토양-질소 기원,22.50724637681159,1.6097875080489377,3.6265292981326462,1.5841346153846152,0.02327586206896552,0.2059659090909091
JS-18,25.4,6.9,6.8,1.5,158.0,1.32,1.041,0.884,0.041,0.025,0.015,0.003,3.3,5.735,5.72,3.28,토양-질소 기원,52.8,2.4999999999999996,4.34469696969697,1.7439024390243902,0.04638009049773756,0.15414123801220575
JS-19,24.8,7.0,8.3,1.4,101.0,1.554,1.236,1.089,0.023,0.067,0.04,0.027,2.8,5.539,6.53,3.1,토양-질소 기원,23.19402985074627,1.8018018018018016,3.564350064350064,2.106451612903226,0.021120293847566574,0.19660588553890596
JS-20,24.4,7.0,8.2,1.6,146.0,2.403,2.092,1.866,0.054,0.087,0.053,0.038,2.9,7.717,7.25,2.84,토양-질소 기원,27.620689655172416,1.2068248023304202,3.2114024136496044,2.552816901408451,0.028938906752411574,0.24180380977063629
JS-21,25.0,7.0,7.8,1.5,119.0,1.882,1.589,1.41,0.072,0.094,0.055,0.041,3.0,6.802,7.18,3.1,토양-질소 기원,20.02127659574468,1.5940488841657812,3.614240170031881,2.3161290322580643,0.05106382978723404,0.2072919729491326
JS-22,22.8,7.5,8.0,1.1,170.0,2.874,2.625,2.479,0.03,0.064,0.045,0.032,2.7,10.022,7.13,2.15,토양-질소 기원,44.90625,0.9394572025052192,3.487125956854558,3.316279069767442,0.012101653892698667,0.24735581720215527
JS-23,25.1,7.5,7.9,1.5,124.0,1.801,1.57,1.395,0.052,0.097,0.061,0.045,3.0,6.571,7.25,3.07,토양-질소 기원,18.56701030927835,1.665741254858412,3.648528595224875,2.3615635179153096,0.037275985663082434,0.21229645411657283
JS-24,25.6,7.4,7.7,1.8,164.0,2.496,2.261,1.911,0.06,0.102,0.073,0.053,4.3,8.156,6.62,3.69,토양-질소 기원,24.47058823529412,1.7227564102564101,3.2676282051282053,1.7940379403794038,0.03139717425431711,0.23430603236880823
JS-25,25.0,7.2,7.7,1.0,136.0,2.136,1.846,1.61,0.047,0.107,0.067,0.05,3.5,7.229,6.96,2.81,토양-질소 기원,19.962616822429908,1.6385767790262171,3.3843632958801497,2.4768683274021353,0.02919254658385093,0.22271406833586943
JS-26,26.0,6.9,6.7,0.8,158.0,1.748,1.498,1.25,0.027,0.11,0.072,0.057,4.5,8.538,7.96,2.08,토양-질소 기원,15.89090909090909,2.574370709382151,4.884439359267735,3.8269230769230766,0.0216,0.1464043101428906
JS-27,25.2,7.3,7.4,0.9,133.0,2.066,1.819,1.636,0.044,0.101,0.063,0.048,3.1,7.177,7.24,3.14,토양-질소 기원,20.455445544554454,1.500484027105518,3.473862536302033,2.305732484076433,0.02689486552567237,0.22795039710185314
JS-28,24.5,7.2,7.7,0.7,251.0,4.597,4.228,4.096,0.029,0.092,0.075,0.061,3.2,12.396,7.14,3.58,토양-질소 기원,49.96739130434783,0.6961061561888188,2.6965412225364367,1.994413407821229,0.007080078125,0.33042917070022587
JS-29,25.6,7.2,7.0,1.0,131.0,2.147,1.844,1.613,0.06,0.101,0.071,0.055,3.2,7.154,6.6,2.85,토양-질소 기원,21.257425742574252,1.490451793199814,3.332091290172334,2.31578947368421,0.037197768133911964,0.22546826949958065
JS-30,23.0,7.5,7.5,0.6,178.0,4.399,4.137,4.004,0.023,0.057,0.044,0.028,2.8,9.116,8.79,2.52,생활하수/처리수 영향,77.17543859649122,0.6365082973403046,2.072289156626506,3.4880952380952377,0.005744255744255745,0.43922773146116717
JS-31,25.6,6.7,7.5,0.9,132.0,2.219,1.877,1.722,0.063,0.118,0.07,0.058,3.5,7.032,6.78,3.0,토양-질소 기원,18.805084745762713,1.577287066246057,3.1689950428120777,2.2600000000000002,0.036585365853658534,0.24488054607508533
JS-32,24.7,7.1,6.5,0.8,186.0,2.673,2.259,1.976,0.044,0.161,0.094,0.077,3.9,11.037,9.19,3.3,생활하수/처리수 영향,16.60248447204969,1.4590347923681257,4.129068462401796,2.7848484848484847,0.022267206477732792,0.1790341578327444
JS-33,26.8,8.8,6.7,1.2,254.0,2.973,2.611,2.143,0.155,0.15,0.105,0.092,3.6,19.747,8.93,2.5,생활하수/처리수 영향,19.82,1.2108980827447025,6.642112344433233,3.572,0.07232851143257117,0.10852281359193801
JS-34,26.0,6.9,7.6,0.9,133.0,2.361,1.908,1.717,0.042,0.115,0.073,0.057,3.3,7.134,6.89,2.83,토양-질소 기원,20.530434782608697,1.397712833545108,3.0216010165184244,2.4346289752650176,0.0244612696563774,0.2406784412671713
JS-35,27.2,6.9,6.4,1.1,186.0,2.229,1.879,1.531,0.055,0.169,0.096,0.08,4.5,10.725,8.34,3.67,생활하수/처리수 영향,13.189349112426035,2.018842530282638,4.81157469717362,2.2724795640326976,0.035924232527759635,0.14275058275058275
JS-36,26.5,7.3,7.7,1.0,139.0,2.472,1.996,1.802,0.044,0.148,0.088,0.073,3.6,7.431,7.51,2.96,토양-질소 기원,16.7027027027027,1.4563106796116505,3.0060679611650487,2.5371621621621623,0.024417314095449498,0.24249764500067286
JS-20B,23.8,6.8,7.3,9.2,288.0,8.726,7.317,3.525,3.309,0.691,0.261,0.233,9.1,28.954,12.29,2.32,생활하수/처리수 영향,12.628075253256153,1.0428604171441667,3.3181297272518906,5.297413793103448,0.9387234042553192,0.12174483663742487
JS-1,26.9,7.6,8.0,0.9,120.0,0.587,0.529,0.369,0.03,0.06,0.037,0.025,2.7,9.477,6.48,4.31,토양-질소 기원,9.783333333333333,4.599659284497445,16.14480408858603,1.503480278422274,0.08130081300813008,0.0389363722697056
JS-2,27.5,7.1,7.0,0.8,90.0,0.832,0.792,0.623,0.042,0.035,0.019,0.006,2.6,4.957,7.12,2.07,토양-질소 기원,23.77142857142857,3.1250000000000004,5.9579326923076925,3.4396135265700485,0.06741573033707865,0.12568085535606213
JS-3,27.3,7.0,8.0,0.8,113.0,0.754,0.703,0.553,0.036,0.041,0.021,0.012,2.5,7.197,7.98,3.39,토양-질소 기원,18.390243902439025,3.315649867374005,9.545092838196286,2.353982300884956,0.06509945750452079,0.07683757121022648
JS-4,27.1,7.2,7.6,0.7,85.0,0.516,0.472,0.307,0.054,0.04,0.025,0.01,2.7,4.763,7.23,2.39,내생부하(정체수역 유기물 축적),12.9,5.232558139534884,9.230620155038759,3.0251046025104604,0.1758957654723127,0.06445517530967877
JS-5,27.9,7.1,7.3,0.9,111.0,0.934,0.863,0.656,0.062,0.048,0.028,0.016,2.5,7.192,7.29,5.72,토양-질소 기원,19.458333333333336,2.6766595289079227,7.700214132762312,1.2744755244755246,0.09451219512195122,0.09121245828698554
JS-6,27.4,7.4,9.7,0.9,87.0,0.54,0.48,0.341,0.036,0.047,0.021,0.011,2.5,4.903,6.94,4.21,토양-질소 기원,11.48936170212766,4.62962962962963,9.079629629629629,1.648456057007126,0.10557184750733137,0.06954925555782175
JS-7,27.2,7.0,7.0,0.7,102.0,0.751,0.686,0.532,0.045,0.038,0.021,0.009,2.3,6.51,8.08,4.28,생활하수/처리수 영향,19.763157894736842,3.062583222370173,8.66844207723036,1.8878504672897196,0.08458646616541353,0.08172043010752689
JS-8,27.1,6.9,6.3,0.7,132.0,1.537,1.475,1.23,0.058,0.209,0.187,0.183,2.6,7.285,11.84,8.41,탈질작용(기원변형),7.354066985645933,1.6916070266753418,4.7397527651268705,1.407847800237812,0.04715447154471545,0.16884008236101578
JS-9,28.9,7.1,7.6,0.8,116.0,1.134,1.055,0.869,0.062,0.099,0.083,0.077,2.3,6.459,9.56,7.55,생활하수/처리수 영향,11.454545454545453,2.0282186948853616,5.695767195767196,1.266225165562914,0.0713463751438435,0.13454095061154978
JS-10,29.2,7.2,8.0,1.6,114.0,0.89,0.738,0.483,0.072,0.128,0.087,0.077,3.1,6.769,9.84,3.75,생활하수/처리수 영향,6.953125,3.4831460674157304,7.60561797752809,2.624,0.14906832298136646,0.07135470527404343
