spot,temp,pH,DO,BOD,EC,TN,DTN,NO3N,NH3N,TP,DTP,PO4P,TOC,Cl,d15N,d18O,source
JS-27,28.9,6.9,8.1,1,199,2.087,2.013,1.705,0.04,0.151,0.118,0.114,3.9,10.622,8.64,5.61,
JS-28,26.5,6.8,7.1,0.9,240,1.604,1.511,1.282,0.038,0.071,0.052,0.041,3.1,12.907,10.41,3.55,
JS-29,28.9,6.5,6.9,1,179,1.791,1.696,1.347,0.073,0.16,0.136,0.132,4.1,9.34,8.13,4.69,
JS-30,25.4,7.5,4.2,0.7,187,0.273,0.233,0.104,0.023,0.063,0.043,0.034,2.2,8.748,10.73,5.16,
JS-31,28.9,7.2,6.5,2.1,189,1.675,1.559,1.227,0.059,0.143,0.111,0.108,4.1,9.155,8.43,4.52,
JS-32,28.4,7.9,4.4,1.4,278,1.227,1.087,0.518,0.178,0.358,0.309,0.306,5,15.552,13.02,4.28,
JS-33,29.9,8.1,9.1,1.7,291,1.746,1.598,1.162,0.058,0.124,0.091,0.077,4.7,31.542,10.99,4.58,
JS-34,29.5,8.1,7,1,188,1.654,1.524,1.206,0.054,0.143,0.119,0.115,4.1,9.234,8.61,4.58,
JS-35,28.6,8.8,6.9,0.9,211,1.622,1.522,1.179,0.05,0.157,0.122,0.116,4.4,11.712,9.18,4.43,
JS-36,28.8,8.4,7.3,1,212,2.19,2.065,1.77,0.025,0.185,0.155,0.151,4.1,11.619,11.63,3.26,
JS-20B,27.1,6.9,6.7,12,409,7.23,6.342,3.27,2.429,0.61,0.285,0.257,10.6,39.957,18.02,0.77,
JS-9B,27.9,6.9,7.1,2.3,370,2.399,2.08,1.587,0.098,0.167,0.08,0.055,5.2,51.753,10.89,0.19,
JS-1,20.6,7.6,10.1,0.6,106,1.294,1.287,1.157,0.023,0.032,0.031,0.006,2,7.836,3.79,2.09,
JS-2,21.5,7.2,9.4,0.8,70,1.607,1.522,1.373,0.039,0.086,0.072,0.008,3.5,4.038,4.98,1.2,
JS-3,21.4,6.8,9.6,0.8,84,1.507,1.43,1.316,0.03,0.071,0.07,0.007,3.1,5.626,4.98,1.47,
JS-4,20.3,7,10,0.6,60,1.129,1.093,0.96,0.033,0.045,0.044,0.004,2.4,3.948,2.75,2.54,
JS-5,21.1,7,9.6,0.7,82,1.453,1.383,1.255,0.035,0.06,0.059,0.008,2.8,5.373,4.99,1.62,
JS-6,20.4,7,9.9,0.7,82,1.356,1.314,1.206,0.032,0.046,0.045,0.015,2,5.052,5.13,1.68,
JS-7,20.9,7,9.4,0.7,85,1.473,1.437,1.307,0.04,0.042,0.041,0.01,2.4,5.473,6.46,2,
JS-8,21.5,6.7,8.6,0.8,93,2.059,2.004,1.918,0.04,0.108,0.103,0.078,1.8,5.469,9.15,2.52,
JS-9,21.7,6.6,8.7,0.9,94,1.652,1.607,1.482,0.039,0.067,0.066,0.03,2.2,5.502,7.09,2.09,
JS-10,21.8,7,8.6,0.7,76,1.017,0.965,0.853,0.05,0.044,0.042,0.015,2.2,5.091,5.73,1.39,
JS-11,22.2,6.9,8.4,0.9,100,1.81,1.72,1.581,0.061,0.103,0.101,0.058,2.5,5.755,8.28,2.52,
JS-12,22.9,6.8,8.4,1,118,2.564,2.519,2.389,0.036,0.025,0.024,0.003,2.2,4.85,8.29,1.39,
JS-13,22.2,6.8,8.6,0.9,105,1.933,1.889,1.736,0.044,0.071,0.069,0.035,2.2,5.452,7.46,2.1,
JS-14,22.2,6.7,8.5,0.9,115,2.136,2.109,1.955,0.046,0.072,0.068,0.031,2.9,5.882,4.81,2.5,
JS-15,21.9,7.3,8.6,0.9,106,2.06,2.002,1.844,0.045,0.081,0.075,0.042,2.6,5.589,7.03,2.77,
JS-16,22.4,6.6,8,1,143,2.983,2.938,2.673,0.078,0.095,0.092,0.048,4.1,6.892,6.74,2.6,
JS-17,22,6.7,8.5,1,109,2.17,2.118,1.944,0.05,0.088,0.083,0.049,2.7,5.691,7.25,3.13,
JS-18,23.5,6.6,8.1,0.8,105,1.706,1.612,1.418,0.046,0.094,0.079,0.014,4.5,3.515,2.63,0.05,
JS-19,22.6,6.6,8.5,0.6,109,2.091,2.042,1.862,0.051,0.086,0.083,0.039,3.1,5.294,6.38,1.05,
JS-20,21.5,6.7,8.8,0.5,161,2.584,2.532,2.374,0.048,0.084,0.083,0.043,2.7,7.226,6.1,-0.49,
JS-21,22.7,7,8.3,0.8,136,2.458,2.368,2.144,0.085,0.097,0.091,0.045,3.1,6.566,6.17,-0.3,
JS-22,22.4,7.2,8.5,0.4,179,3.553,3.542,3.414,0.02,0.052,0.049,0.043,2.7,10.073,7.52,-0.82,
JS-23,22.6,7.4,8.3,0.8,139,2.414,2.343,2.13,0.079,0.099,0.094,0.049,3.3,6.486,6.29,-0.36,
JS-24,22,7.4,8.2,0.8,162,3.673,3.644,3.391,0.085,0.105,0.099,0.064,4.1,7.001,4.39,0.76,
JS-25,22.4,7.4,8.2,0.8,138,2.392,2.382,2.145,0.083,0.117,0.109,0.059,3.2,6.369,6.15,0.93,
JS-26,22.6,7.3,7.1,0.6,169,2.578,2.537,2.18,0.083,0.143,0.138,0.099,4.5,7.761,7.27,0.54,
JS-27,22.8,7.4,7.9,0.5,145,2.629,2.581,2.317,0.081,0.102,0.097,0.051,3.3,6.797,6.5,0.08,
JS-28,21.8,7.1,7.9,0.5,273,5.617,5.551,5.515,0.034,0.099,0.093,0.062,3.7,11.889,6.02,0.03,
JS-29,22.5,7,7.8,0.8,140,2.653,2.647,2.357,0.109,0.108,0.1,0.062,3.6,6.826,5.81,0,
JS-30,21.8,7.1,8,0.2,204,6.938,6.886,6.844,0.02,0.074,0.07,0.046,2.8,9.925,8.5,-0.96,
JS-31,22.9,6.8,8.1,0.6,139,2.718,2.687,2.438,0.091,0.117,0.112,0.058,3.3,6.768,6.14,-0.39,
JS-32,21.6,6.8,6.8,0.5,206,4.67,4.656,4.481,0.063,0.153,0.143,0.102,3.8,11.313,9.78,0.77,
JS-33,23.5,7,8.3,1.4,219,3.116,3.042,2.495,0.205,0.202,0.166,0.106,4.5,15.878,7.44,0.61,
JS-34,22.9,7.2,8.3,0.5,139,2.779,2.718,2.444,0.086,0.111,0.101,0.066,3.3,6.824,6.43,0.53,
JS-35,23.3,7.2,6.3,0.8,166,2.202,2.11,1.672,0.072,0.205,0.172,0.106,5.2,8.798,7.04,0.66,
JS-36,23.2,7.3,8.4,0.6,143,2.882,2.769,2.518,0.09,0.143,0.134,0.082,3.5,7.106,6.43,0.03,
JS-20B,23.8,6.7,7.8,10.9,327,11.413,10.447,7.236,3.056,0.6,0.364,0.273,8.9,31.735,23.7,6.6,
JS-9B,25.8,6.5,6.4,1,151,1.37,1.197,0.835,0.023,0.099,0.078,0.015,3.4,27.654,10.95,-2.96,
JS-1,18.9,7.5,9.5,0.8,122,1.527,0.949,0.839,0.018,0.029,0.016,0.005,2.6,9.022,4.37,1.06,
JS-2,19.4,7.1,8.8,1.2,87,1.09,0.962,0.787,0.038,0.057,0.03,0.016,3.5,5.378,6.4,2.48,
JS-3,19.4,6.8,8.9,1,104,1.032,0.952,0.78,0.038,0.052,0.028,0.013,3.2,7.006,5.54,1.69,
JS-4,18.7,6.9,9.3,1.5,88,0.908,0.818,0.65,0.021,0.065,0.035,0.018,4.4,6.267,5.17,1.58,
JS-5,19.2,6.8,9,1.3,100,1.073,0.972,0.792,0.044,0.063,0.036,0.023,3.5,6.827,5.75,3.51,
JS-6,19.1,7,9.3,1.3,102,1.2,1.139,0.939,0.031,0.072,0.044,0.032,3.7,6.579,5.46,-0.3,
JS-7,19.1,6.9,8.5,1,103,1.081,0.998,0.836,0.042,0.068,0.04,0.031,3,6.98,5.83,3.65,
JS-8,20.1,7.1,8.1,1.1,106,1.941,1.854,1.548,0.068,0.15,0.119,0.115,3.3,6.08,8.41,1.85,
JS-9,20,6.8,9,0.9,117,1.556,1.477,1.226,0.086,0.131,0.097,0.097,2.4,7.059,10.27,3.79,
JS-10,19.3,6.6,9.1,1.1,111,1.381,1.304,1.067,0.074,0.094,0.061,0.061,3,6.981,4.99,-1.19,
JS-11,20.5,6.8,8.8,1,119,1.898,1.798,1.525,0.079,0.166,0.121,0.117,2.7,7.036,9.95,3.94,
JS-12,21.3,6.8,8.6,0.3,190,1.633,1.554,1.404,0.027,0.017,0.007,0.001,1.5,5.525,9.7,3.94,
JS-13,20.6,7,9.1,0.8,140,2.15,2.096,1.733,0.124,0.205,0.16,0.157,2.7,7.559,8.44,7.09,
JS-14,19.8,6.9,8.8,1.3,162,2.042,1.963,1.551,0.092,0.128,0.062,0.054,4.1,9.993,8.01,2.19,
JS-15,20,7.8,9.5,0.7,156,1.82,1.78,1.507,0.054,0.113,0.08,0.077,2.4,8.031,10.1,5.42,
JS-16,20,6.8,9.1,1.7,201,2.342,2.228,1.707,0.119,0.12,0.077,0.065,4.9,11.019,10.86,2.88,
JS-17,20.1,6.8,9.3,1,160,2.109,2.04,1.696,0.08,0.161,0.124,0.122,2.8,8.197,9.3,5.83,
JS-18,20.2,6.8,9.1,0.5,196,1.601,1.547,1.369,0.022,0.04,0.027,0.021,2.6,6.201,7.83,-0.55,
JS-19,20.5,7,10,0.9,162,1.852,1.782,1.52,0.025,0.113,0.081,0.077,2.6,8.091,10.51,4.85,
JS-20,20.2,7,9.7,1.8,286,1.761,1.65,1.292,0.096,0.151,0.101,0.099,3.6,9.855,10.05,5.1,
JS-21,20.8,0.1,9.5,1.6,228,1.979,1.882,1.518,0.106,0.129,0.081,0.079,3.3,10.378,10.08,3.78,
JS-22,20.7,7.1,8.9,0.7,216,1.633,1.613,1.231,0.12,0.06,0.039,0.034,2.8,18.515,10.44,2.35,
JS-23,21,7.3,8.5,1.9,281,2.631,2.475,1.778,0.378,0.173,0.112,0.11,3.5,12.883,9.59,5.07,
JS-24,20.1,7.2,8.4,2.2,255,3.649,3.494,2.281,0.714,0.322,0.242,0.235,4.7,14.913,7.98,2.72,
JS-25,20.5,7.4,8.3,2.2,279,2.883,2.806,2.031,0.396,0.194,0.138,0.133,3.4,13.248,8.73,5.89,
JS-26,20.4,7.2,7.8,1.3,153,1.36,1.257,0.953,0.044,0.115,0.073,0.066,4,8.062,10.42,1.32,
JS-27,22.2,7.1,9.4,1.6,294,8.466,8.335,5.997,0.702,0.767,0.718,0.709,5.3,15.701,12.12,4.95,
JS-28,19.5,7,7.8,0.8,301,2.68,2.671,2.409,0.036,0.105,0.077,0.074,3.2,15.817,9.37,2.36,
JS-29,21.1,6.3,8.8,1,228,2.412,2.323,2,0.037,0.115,0.083,0.079,2.9,13.091,10.06,5.44,
JS-30,19.8,6.9,6.9,0.9,158,1.925,1.857,1.574,0.025,0.113,0.091,0.088,3.3,8.543,9.86,3.42,
JS-31,20.7,6.8,8.3,2.2,214,2.258,2.142,1.856,0.027,0.11,0.069,0.068,2.9,11.969,10.16,5.15,
JS-32,19.2,6.6,6.8,2.6,143,2.572,2.369,1.621,0.344,0.405,0.284,0.282,4.9,6.787,8.08,3.15,
JS-33,19.9,6.7,8.1,3.4,171,2.552,2.249,1.464,0.401,0.283,0.121,0.112,5.3,16.132,6.94,5.23,
JS-34,20.8,6.9,8.8,1.6,203,2.094,2.013,1.717,0.029,0.108,0.063,0.062,2.9,11.502,10.95,6.71,
JS-35,20.2,7.2,7.9,2.5,197,2.21,1.982,1.591,0.065,0.243,0.145,0.14,5.3,12.864,8.78,2.95,
JS-36,20.8,7.1,8.8,2.4,207,2.566,2.367,1.953,0.088,0.16,0.08,0.075,4.1,14.895,10.64,4.31,
JS-20B,22.5,6.9,8.7,7,307,7.18,6.675,4.208,1.783,0.338,0.151,0.142,5.8,33.402,12.15,-0.53,
JS-1,12.9,7.7,10.9,0.5,134,0.831,0.827,0.61,0.024,0.016,0.01,0.004,1.3,9.472,5.3,3.01,
JS-2,13.7,7.3,10.4,0.6,87,0.921,0.916,0.637,0.024,0.023,0.01,0.004,2,4.437,4.89,1.86,
JS-3,13.7,7,10.3,0.5,106,0.926,0.925,0.653,0.026,0.021,0.009,0.004,1.7,6.282,5.7,2.3,
JS-4,13,7,10.7,0.4,76,0.606,0.583,0.439,0.018,0.021,0.008,0.003,1.6,4.541,4.66,2.84,
JS-5,14.2,7.2,10.2,0.5,104,0.896,0.872,0.628,0.021,0.025,0.011,0.005,1.5,6.229,6.17,2.82,
JS-6,12.9,7.3,10.8,0.5,103,0.972,0.942,0.675,0.026,0.022,0.01,0.004,1.5,6.306,7.22,2.53,
JS-7,14.4,7,9.8,0.5,106,0.943,0.917,0.651,0.024,0.027,0.013,0.007,1.2,5.777,6.56,2.45,
JS-8,14.9,7.3,9.2,0.6,114,2.408,2.399,1.704,0.042,0.231,0.189,0.185,1.2,6.472,10.25,7.06,
JS-9,15.8,7,10.1,0.5,112,1.506,1.487,1.033,0.035,0.082,0.061,0.056,1.3,6.748,9.7,5.74,
JS-10,14.8,6.8,10.4,0.6,111,0.94,0.912,0.577,0.115,0.055,0.038,0.034,1.4,8.14,8.28,1.69,
JS-11,15.7,7.1,10.1,0.6,122,1.93,1.894,1.261,0.101,0.161,0.123,0.121,1.6,7.285,10,3.95,
JS-12,17.1,7.2,10.1,0.3,139,1.681,1.663,1.174,0.019,0.012,0.005,0.002,1.4,4.856,7.91,2.34,
JS-13,16,7.3,10.8,0.5,132,2.024,1.979,1.371,0.045,0.133,0.101,0.1,1.5,7.017,10.02,3.95,
JS-14,15.3,7.4,11.2,0.5,152,1.492,1.479,0.993,0.034,0.03,0.018,0.013,1.9,8.296,8.62,3.8,
JS-15,14.8,6.9,9.8,0.5,134,1.87,1.831,1.269,0.031,0.091,0.065,0.064,1.7,7.266,9.9,4.57,
JS-16,14.9,6.8,11.3,0.8,213,2.495,2.422,1.659,0.04,0.053,0.032,0.026,3,12.356,10.37,3.36,
JS-17,15,6.9,9.7,0.5,137,1.876,1.784,1.269,0.022,0.087,0.064,0.063,1.6,7.315,9.3,4.78,
JS-18,16,6.9,9.7,0.5,176,1.226,1.161,0.798,0.016,0.016,0.007,0.001,2.7,4.335,4.11,0.88,
JS-19,14.9,7,10.5,0.5,145,1.739,1.703,1.192,0.017,0.063,0.041,0.04,1.9,7.204,9.08,4.32,
JS-20,15.6,7.3,10.6,0.7,314,1.98,1.905,1.327,0.033,0.103,0.069,0.067,2.2,11.914,10.59,4.21,
JS-21,15.7,7.2,11,0.4,219,2.498,2.406,1.677,0.065,0.085,0.059,0.057,2.3,12.356,9.73,4.36,
JS-22,16.1,8,11.6,0.6,235,1.709,1.643,1.096,0.017,0.04,0.025,0.02,2.7,24.929,12.48,2.47,
JS-23,15.8,7.8,11.1,0.7,207,2.454,2.354,1.655,0.027,0.097,0.068,0.066,2.3,11.514,9.1,4.71,
JS-24,15.2,7.4,11.1,0.7,234,4.779,4.724,3.329,0.168,0.33,0.253,0.25,3.4,12.331,6.28,8.36,
JS-25,15.2,7.6,11.9,0.6,212,2.686,2.586,1.835,0.026,0.131,0.1,0.098,2.2,11.701,9.08,5.62,
JS-26,14.9,7.2,9.8,0.6,176,2.284,2.197,1.513,0.016,0.151,0.115,0.113,3,9.179,12.37,3.18,
JS-27,15.4,7.7,11.2,0.6,213,2.536,2.468,1.734,0.023,0.105,0.078,0.077,2.2,11.834,9.59,5.23,
JS-28,14.8,7.4,9.6,0.5,282,3.803,3.686,2.724,0.031,0.058,0.04,0.037,2.3,14.731,8.7,3.55,
JS-29,14.6,7.6,10.4,0.9,190,2.29,2.158,1.498,0.02,0.105,0.074,0.072,2.5,10.677,9.44,4.88,
JS-30,17.3,7.3,7.1,0.2,194,2.967,2.911,2.156,0.016,0.033,0.023,0.022,1.2,8.76,10.81,2.67,
JS-31,15,7.4,9.9,0.6,203,2.329,2.221,1.58,0.013,0.094,0.065,0.063,2.4,11.067,9.4,6.24,
JS-32,14.4,7.3,8.9,0.9,147,5.328,5.213,4.017,0.094,0.101,0.049,0.046,3,20.792,11.16,3.64,
JS-33,15.2,7.2,10.2,1.3,333,3.742,3.605,2.261,0.275,0.111,0.067,0.064,3.5,38.778,12.38,2.5,
JS-34,15.6,7.4,9.6,0.8,270,3.156,3.092,2.181,0.092,0.096,0.065,0.061,2.9,24.248,10.89,3.9,
JS-35,14.8,7.6,10.8,0.7,240,2.743,2.573,1.816,0.031,0.107,0.076,0.074,2.7,17.337,9.91,4.82,
JS-36,16,8.3,12.4,1.1,219,3.122,2.958,2.156,0.022,0.105,0.067,0.066,2.6,13.89,10.21,4.73,
JS-20B,19,7.2,9.1,4,349,7.761,7.662,5.267,0.28,0.094,0.034,0.016,5.6,48.56,11.75,1.33,
JT-1,16.3,6.9,11.8,1,119,1.123,1.036,0.892,0.014,0.024,0.012,0.002,2.3,6.341,2.92,2.95,
JT-2,15.4,7,12.1,1.2,127,1.756,1.61,1.33,0.037,0.029,0.016,0.004,3.4,11.178,7.14,3.89,
JT-3,16.1,6.9,12.3,1.9,177,2.39,2.226,1.623,0.107,0.055,0.033,0.01,5.8,15.572,5.61,3.36,
JT-4,13.8,6.8,12,0.9,240,12.212,12.105,11.767,0.03,0.203,0.174,0.17,3.5,15.175,13.73,5.49,
JT-5,16.1,6.6,9.5,2.2,231,2.904,2.834,2.324,0.064,0.051,0.032,0.012,5.7,16.777,9.74,4.7,
JT-6,15.3,6.8,12.3,2.1,100,1.921,1.825,1.142,0.317,0.087,0.063,0.048,4.6,14.102,7.06,3.96,
JT-7,16.9,6.7,11.8,1.9,224,2.341,2.208,1.674,0.03,0.045,0.023,0.005,5.4,16.438,10,4.62,
JT-8,20.4,7,11.2,1.5,167,1.673,1.573,1.23,0.05,0.044,0.021,0.009,3.8,11.821,7.25,4.13,
JT-9,18.3,7,12.2,2.5,178,2.52,2.351,1.74,0.084,0.19,0.139,0.124,5.7,16.801,7.15,7.84,
JT-10,16.8,7,10.8,4.1,169,3.478,3.148,1.888,0.676,0.671,0.563,0.539,5.8,10.632,14,2.4,
JT-11,17.6,7.2,13.4,3.9,174,2.822,2.45,1.921,0.038,0.44,0.337,0.335,7.1,12.439,13.45,2.67,
JT-12,19.2,6.5,12.1,2.2,185,0.54,0.468,0.296,0.047,0.098,0.06,0.049,3.6,13.93,13.84,6.6,
JT-13,21.5,7.4,14.2,7.8,184,2.213,1.673,1.207,0.015,0.288,0.13,0.118,7.9,13.491,14.5,6.73,
JT-14,19.5,7.1,10.4,1.4,328,4.254,4.159,3.659,0.124,0.139,0.108,0.095,3.9,28.939,11,5.21,
JT-15,20.5,7.2,12.6,1.4,301,2.656,2.601,2.16,0.048,0.069,0.049,0.038,4,23.274,8.35,3.23,
JT-16,18.7,7.2,14,1.3,324,3.268,3.226,2.748,0.066,0.093,0.076,0.067,4,27.924,9.66,4.69,
JT-17,18.3,7.4,12.7,1.4,274,2.454,2.433,1.946,0.022,0.045,0.03,0.015,4.6,22.105,8.95,5.31,
JT-18,18.3,7.5,9.4,1.1,210,1.249,1.201,0.948,0.031,0.032,0.016,0.008,3,20.753,7.14,3.95,
JT-19,19.7,7.7,10.1,1.5,194,2.404,2.31,1.9,0.034,0.029,0.013,0.003,3.6,17.208,9.58,3.45,
JT-20,17.1,7.9,9.9,0.9,214,2.015,1.958,1.656,0.023,0.026,0.011,0.005,3.2,20.318,7.64,4.43,
JT-21,17.9,8,9.4,5.9,260,2.31,1.937,1.442,0.034,0.188,0.104,0.085,6,21.057,3.12,2.01,
JT-22,14.2,6.8,9.8,1.2,140,1.338,1.274,1.064,0.025,0.063,0.042,0.025,2.1,7.492,9.31,11.44,
JT-23,17.1,6.9,8.5,2.3,331,3.35,3.095,2.351,0.246,0.1,0.05,0.039,4.1,49.978,10.81,0.75,
JT-24,18.2,6.9,10.5,2.2,370,2.11,2.024,1.568,0.048,0.057,0.04,0.027,4.9,44.894,9.13,7.36,
JT-25,19.3,7.6,11.4,1.9,352,2.943,2.879,2.224,0.128,0.084,0.064,0.049,4.2,58.03,11.63,3.6,
JT-26,18.3,7.5,8.9,3,309,3.321,3.167,1.942,0.678,0.139,0.091,0.073,5.7,42.961,8.63,5.95,
JT-27,21.7,7.9,10.8,3,272,1.682,1.576,0.924,0.199,0.133,0.067,0.047,5.4,17.756,10.22,6.67,
JT-28,19.2,8,9.8,3.4,313,4.57,4.319,3.312,0.137,0.379,0.318,0.299,5.6,28.557,14.28,3.4,
JT-29,18.4,7.2,13.5,3.8,236,1.975,1.734,1.323,0.014,0.137,0.068,0.047,5.1,20.53,9.05,11.68,
JT-30,21.5,7.1,12.8,4.3,126,7.604,7.492,6.908,0.031,0.724,0.635,0.599,5.2,17.768,5.52,19.21,
23B,20.1,6.8,8.1,,485,8.187,7.635,6.188,0.931,0.134,0.114,0.105,4.4,88.139,11.37,1.92,
28B,17.8,7.9,9,,315,4.943,4.747,3.597,0.177,0.417,0.335,0.317,5.6,29.404,14.34,3.59,
JT-1,20.7,7.4,7.8,0.9,100,1.311,1.309,1.126,0.019,0.027,0.01,0.01,2,6.217,4.66,3.45,
JT-2,21.1,7.6,8,1.4,144,1.656,1.623,1.344,0.033,0.043,0.021,0.014,2.9,9.071,7.6,3.76,
JT-3,20.6,7.5,7.1,1.8,145,1.572,1.49,1.094,0.06,0.079,0.018,0.008,4.5,10.756,5.93,3.24,
JT-4,18.4,7.2,7.7,1,240,12.128,11.53,11.125,0.03,0.257,0.222,0.196,2.9,13.399,12.7,7.03,
JT-5,21.9,7.1,7.2,1.7,175,2.267,2.193,1.795,0.065,0.098,0.06,0.048,4.4,12.32,8.45,4.38,
JT-6,20.7,7.4,6.9,2.1,197,3.213,3.149,1.629,0.408,0.189,0.133,0.131,4.7,14.313,5.32,2.36,
JT-7,7.2,7.1,7.2,2.2,175,2.299,2.123,1.532,0.076,0.132,0.089,0.082,4.3,12.898,7.8,4.06,
JT-8,22.9,7.7,7.9,2,189,1.701,1.461,1.038,0.128,0.283,0.108,0.099,6.2,11.95,10.53,5.11,
JT-9,22.9,7.8,7.3,3.9,220,2.122,1.947,1.094,0.19,0.28,0.15,0.139,7.2,15.101,6.88,7.19,
JT-10,21,7.1,6.2,3,138,1.661,1.396,0.873,0.205,0.375,0.21,0.21,5,9.861,10.33,3.3,
JT-11,22.4,7.7,8.1,2.8,166,1.608,1.543,1.101,0.066,0.134,0.084,0.081,3.9,10.734,9.11,6.61,
JT-12,22.1,7.4,7.4,2.9,155,1.646,1.471,1.048,0.071,0.241,0.146,0.144,4.6,9.939,11.05,3.69,
JT-13,23.2,7.9,12.4,2.8,180,1.571,1.522,1.085,0.028,0.174,0.112,0.109,4.5,11.824,10.13,4.01,
JT-14,21.6,7.9,9.3,4.2,238,3.059,2.383,1.446,0.189,0.644,0.096,0.078,9.8,20.841,6.79,3.99,
JT-15,20.3,7.5,12.3,2.2,307,4.565,4.552,4.122,0.052,0.117,0.084,0.082,3.5,21.355,8.01,3.7,
JT-16,20.8,7.6,11.2,2.1,238,3.345,3.256,2.562,0.085,0.151,0.103,0.097,5.4,18.145,7.36,2.82,
JT-17,21.1,7.5,11.5,1.4,254,3.198,3.056,2.739,0.029,0.059,0.037,0.028,3.1,16.987,8.15,4.16,
JT-18,20.2,7.3,11.9,1.3,213,2.603,2.529,2.21,0.041,0.067,0.029,0.021,2.6,16.575,6.8,1.82,
JT-19,17.3,6.9,7.4,0.9,189,2.924,2.922,2.717,0.014,0.043,0.028,0.027,1.5,12.809,11.4,5.09,
JT-20,18.8,7.2,12.3,1.4,218,3.618,3.529,3.17,0.033,0.064,0.046,0.039,3.7,16.588,8.41,2.34,
JT-21,22.1,7.5,10.1,2.2,166,2.296,2.146,1.719,0.075,0.168,0.095,0.09,4.2,12.338,7.1,3.76,
JT-22,17.3,7.3,11.6,1.3,422,1.611,1.46,1.194,0.099,0.074,0.048,0.04,1.8,7.243,4.43,1.47,
JT-23,22.8,6.8,8.8,3,424,2.661,2.591,0.837,1.228,0.132,0.091,0.087,4.3,66.657,13.72,-2.65,
JT-24,20.7,7.2,10.3,2.1,263,1.921,1.805,1.324,0.085,0.093,0.061,0.052,5.4,22.471,8.15,3.44,
JT-25,22.7,7.5,11.4,2.3,297,2.559,2.431,1.136,0.473,0.138,0.085,0.077,5.7,33.682,7.8,0.97,
JT-26,23.2,7.7,11,4.4,260,2.592,2.359,1.63,0.164,0.175,0.072,0.058,6.9,26.586,9.33,3.73,
JT-27,25.3,8,12.7,3.6,148,1.083,1.026,0.548,0.022,0.101,0.065,0.055,6.9,20.492,12.26,9.31,
JT-28,23.3,7.3,10.3,4.6,340,10.642,10.641,8.895,0.246,1.542,1.376,1.371,9.6,28.691,15.53,0.88,
JT-29,23.3,7.7,8.3,1.7,172,2.438,2.376,1.94,0.087,0.156,0.134,0.114,4.1,12.939,7.13,5.19,
JT-30,23.1,7.4,7.8,2.4,173,2.906,2.714,2.166,0.102,0.222,0.163,0.162,4.4,12.584,5.9,7.31,
JT-1,20.8,7.8,8.9,2.5,169,2.455,2.445,1.419,0.261,0.465,0.034,0.018,5.7,12.507,8.43,1.77,
JT-2,21.4,9,8.2,2.8,183,0.606,0.566,0.311,0.055,0.038,0.035,0.022,4.3,11.516,7.7,6.03,
JT-3,21.3,7.5,6.5,4.7,238,2.462,2.393,0.789,0.355,0.139,0.099,0.081,8.8,20.43,7.75,1.79,
JT-4,18.9,7.7,8.6,1.6,315,9.758,9.685,8.189,0.046,0.194,0.185,0.17,4.9,19.817,26.13,12.84,
JT-5,21.6,7.3,7.4,2.5,273,1.028,0.953,0.657,0.095,0.07,0.07,0.068,5.2,21.325,10.09,4.6,
JT-6,20.5,7.6,6.7,7.1,252,4.202,3.897,0.668,1.509,0.16,0.122,0.107,11,19.16,7.04,0.95,
JT-7,21.3,7.6,7,6.8,244,2.186,2.181,0.686,0.391,0.197,0.176,0.15,10.6,21.189,7.88,5.28,
JT-8,22.9,7.8,8.3,2.5,200,1.146,1.144,0.633,0.043,0.073,0.057,0.056,4.6,11.377,8.7,4.09,
JT-9,23.4,8.1,8,4.9,272,2.476,2.399,1.277,0.144,0.197,0.18,0.164,8.1,17.977,5.89,10.49,
JT-10,20.7,7.4,6.5,3.1,126,1.536,1.508,0.777,0.233,0.253,0.247,0.242,4.7,7.867,11.02,3.08,
JT-11,21.4,7.6,7.5,5.9,217,1.889,1.78,0.751,0.209,0.196,0.163,0.132,9.1,15.366,8.18,2.06,
JT-12,21.9,7.5,7.2,3.1,157,1.365,1.281,0.676,0.074,0.156,0.142,0.126,5.9,10.383,11.12,2.95,
JT-13,23.6,7.8,11.4,3.6,183,1.793,1.711,0.905,0.085,0.15,0.144,0.127,6.8,12.247,10.04,2.88,
JT-14,21.9,7.8,8.8,6.9,233,2.303,2.263,0.997,0.352,0.133,0.096,0.072,10.8,15.164,4.99,2.2,
JT-15,24.3,7.5,10.7,3.2,328,3.546,3.499,2.452,0.239,0.072,0.064,0.051,4.2,23.522,9.01,4.17,
JT-16,21.8,7.8,10.1,3.3,206,2.019,1.973,1.201,0.1,0.087,0.061,0.047,6.3,14.283,6.25,4.19,
JT-17,23.8,7.5,10.9,4.5,224,1.556,1.494,0.664,0.201,0.053,0.042,0.025,6.2,15.236,7.26,3.18,
JT-18,20.3,7.3,10.5,2.5,225,1.524,1.507,0.812,0.22,0.024,0.023,0.011,3.7,17.993,9.54,2.02,
JT-19,20.8,7.3,8,1.1,180,1.331,1.313,0.981,0.022,0.032,0.028,0.027,1.8,11.101,15.82,7.01,
JT-20,17.5,7.6,11.7,1.6,323,2.571,2.56,1.813,0.04,0.028,0.023,0.014,4.5,19.279,12.17,3.64,
JT-21,22,7.4,9.2,4,258,1.821,1.806,0.986,0.099,0.118,0.11,0.093,5.9,19.576,9.49,6.16,
