date,Chla,DNN,DNN_SMOTE,DNN_ADASYN,DNN_SMOTE_ENN,DNN_SMOTE_Tomek,CNN,CNN_SMOTE,CNN_ADASYN,CNN_SMOTE_ENN,CNN_SMOTE_Tomek,RNN,LSTM
2025.08.11,4.7,0.47841126,1.5670666,2.7204201,3.485698,4.916319,5.9955754,5.969366,6.50331,6.2775106,7.37519,29.060356,57.507236
2025.08.18,68.5,71.903564,50.21462,53.202812,40.535397,52.999626,68.27894,45.91764,38.429466,30.934038,33.601845,42.015877,26.199537
2025.08.25,46.5,60.689827,35.14525,35.276344,26.260414,36.09269,53.414013,47.13761,47.346527,42.267624,40.767235,38.789597,75.54044
2025.09.01,48.2,20.511053,21.523674,26.99702,27.00413,31.954748,20.956005,24.668308,27.615036,24.466188,29.829973,34.70652,25.500784
2025.09.08,8.3,2.9178672,1.5670666,2.806914,3.485698,4.916319,13.026897,13.842076,17.055517,9.697069,15.729112,29.742535,29.727669
2025.09.15,4.4,2.3443947,7.7411857,9.949563,14.963018,6.6593676,9.249021,10.518726,12.439572,12.360653,13.161609,29.030039,39.440254
2025.09.22,12.4,28.122288,25.265507,28.179264,29.720114,28.833128,23.527132,23.068445,27.391596,22.385315,26.693655,29.35508,16.827227
2025.10.01,18.5,15.461551,20.21707,20.660168,28.539803,21.253088,17.012978,16.894379,18.078838,19.23098,19.156513,29.783684,17.408846
2025.10.14,57.4,37.515106,34.956112,32.832664,26.966747,30.204662,47.070244,44.557297,47.40578,47.06757,55.03212,39.20819,40.14017
2025.10.20,6.4,16.680628,17.49679,16.640467,19.721264,16.03543,17.52879,12.114176,16.68794,14.1797495,18.026377,31.130152,31.115263
2025.10.27,61,34.83057,21.908388,25.70276,32.008102,31.310076,37.687,32.930412,32.555107,30.663376,28.86235,41.949596,43.66113
2025.11.03,119.6,108.50391,88.4508,80.63288,99.72036,72.321686,99.15826,85.41955,75.69881,77.877594,68.63169,80.915955,90.070564
2025.11.10,59.5,95.000565,66.70008,59.577415,78.872665,55.14672,99.48261,79.28095,70.16562,71.10567,65.239075,74.24411,111.22224
2025.11.17,18.5,48.359028,31.257122,29.7209,43.87084,30.463972,59.756092,43.179016,39.936943,42.90028,42.106583,41.190525,78.304184
2025.11.24,15.7,30.38252,20.550743,22.598763,27.222996,18.880533,38.826626,26.8368,25.117691,30.678793,25.72226,30.581497,57.229927
2025.12.01,13.7,22.231848,18.854357,21.441975,29.643435,25.802084,35.688717,26.119482,25.586731,23.039375,24.084898,30.137375,21.356905
2025.12.08,16.6,12.68446,11.098352,14.688699,20.171913,19.812536,13.710565,10.925134,11.659564,12.03619,12.340449,30.671902,49.763855
2025.12.15,16.4,8.340529,10.874672,13.683124,11.979777,10.557238,11.728824,11.437181,11.869472,9.176926,11.605051,30.73309,62.15475
