date,Chla,DNN,DNN_SMOTE,DNN_ADASYN,DNN_SMOTE_ENN,DNN_SMOTE_Tomek,CNN,CNN_SMOTE,CNN_ADASYN,CNN_SMOTE_ENN,CNN_SMOTE_Tomek,RNN,LSTM
2025.04.21,68.3,26.817896,33.17557,28.865837,27.468754,31.547937,22.506886,40.14613,35.982273,35.339634,36.468193,75.518234,75.39172
2025.04.28,77,64.81958,71.824265,61.231247,60.06276,69.60892,66.19092,76.02923,64.95869,57.56457,65.63274,61.31445,73.264366
2025.05.07,33.5,35.19247,37.92922,28.087984,27.251427,31.954634,32.749523,39.89442,33.669193,31.695261,36.313576,39.271805,50.00814
2025.05.12,18.7,14.094705,16.967026,19.19069,16.50502,17.734247,7.721768,20.978848,16.257387,16.472437,16.978182,31.375439,45.48314
2025.05.19,24,37.05457,44.0294,38.251488,36.248962,37.864506,28.33972,29.729965,30.48864,30.07367,36.58944,30.92405,52.24167
2025.05.26,40.9,27.38752,34.9166,31.02564,28.239204,37.54333,19.211275,26.579462,24.730408,20.572485,26.072546,33.646942,39.84857
2025.06.04,42.8,49.049786,53.91163,47.3869,46.682983,47.473255,44.17716,47.31412,43.738808,37.238155,44.33532,34.37953,43.280132
2025.06.09,31.1,36.46419,42.849445,38.896393,39.34971,42.71577,32.662205,32.671806,31.976257,27.614254,33.977768,32.938087,43.27153
2025.06.16,15.6,36.97287,50.69351,48.832726,51.307457,43.42219,41.33867,49.76869,47.25068,56.957115,53.6784,29.870815,32.24395
2025.06.23,6.4,10.176916,9.225022,10.752386,2.327958,9.446133,41.5618,37.88075,30.277378,18.51213,26.06181,29.193333,10.746948
2025.06.30,46.1,52.472393,60.458786,54.475555,48.203976,48.347683,57.14662,63.34584,56.616714,54.92584,61.69285,33.56785,30.604782
2025.07.07,27.7,27.909279,31.615227,27.958683,26.334267,30.251055,27.389887,32.120224,30.58728,30.61843,32.902878,31.695658,67.732765
2025.07.14,24,35.654114,15.826508,7.602438,-13.113377,4.6156487,30.918844,25.619944,33.127274,21.899677,24.925074,30.440384,47.241478
2025.07.21,2.9,24.185745,3.0701694,6.3237453,2.327958,9.174007,4.6181602,21.12835,32.666954,19.912714,31.225605,28.994581,49.12877
2025.07.28,44.7,52.322475,65.54151,60.1252,59.493134,51.610085,52.391087,61.954,59.041893,64.230286,64.802765,32.955704,23.830112
2025.08.05,5,4.557781,1.3345296,3.2186937,2.327958,3.1065774,5.8557153,1.571785,5.897023,3.8142402,5.47516,29.510323,42.79616
2025.08.11,4.7,8.579188,3.7925396,4.996434,2.327958,6.00817,21.11368,13.593144,12.799962,7.4444265,11.127989,29.060356,57.507236
2025.08.18,68.5,50.575146,59.378956,53.530884,54.70398,48.97935,54.146076,57.286957,48.766144,39.715755,48.91736,42.015877,26.199537
2025.08.25,46.5,37.660675,46.398975,44.470177,38.644234,44.98138,50.046814,56.159283,48.473824,45.203945,55.936485,38.789597,75.54044
2025.09.01,48.2,29.167963,32.509296,31.74452,20.916874,26.766346,30.212122,30.442564,26.43372,18.375145,28.80514,34.70652,25.500784
2025.09.08,8.3,10.4334135,6.0639753,7.544363,2.6722927,3.8261688,18.057238,7.190311,8.579549,8.343593,10.031883,29.742535,29.727669
2025.09.15,4.4,14.487851,12.497188,15.903952,4.797493,6.4833236,23.57921,13.442764,12.481045,8.823442,11.664195,29.030039,39.440254
2025.09.22,12.4,34.42052,38.18828,29.423527,27.746586,31.592985,35.49906,27.018543,28.004906,19.83318,27.382868,29.35508,16.827227
2025.10.01,18.5,26.460312,28.846989,24.658224,24.07494,24.843588,21.681295,18.958921,18.682085,15.309569,19.439608,29.783684,17.408846
2025.10.14,57.4,30.139187,36.822124,40.718994,20.399097,31.31489,52.21792,58.63583,52.856705,57.724842,59.854744,39.20819,40.14017
2025.10.20,6.4,31.794836,34.223907,26.130526,28.476727,29.885025,30.38336,20.265728,19.713722,14.688035,21.092718,31.130152,31.115263
2025.10.27,61,50.938473,51.586044,38.906296,31.036655,32.61189,54.912594,48.12019,43.37053,26.804207,38.639412,41.949596,43.66113
2025.11.03,119.6,79.540085,80.93514,65.158295,57.06375,56.958233,84.74348,96.1259,92.18414,68.573364,81.94468,80.915955,90.070564
2025.11.10,59.5,73.32542,76.36222,64.107124,57.84941,61.774952,80.63995,85.95198,80.26682,63.42989,68.51429,74.24411,111.22224
2025.11.17,18.5,50.3719,53.43247,38.173683,32.303753,44.751934,50.338028,52.982815,49.920616,36.736973,48.409645,41.190525,78.304184
2025.11.24,15.7,30.254072,35.00249,26.062292,23.047356,38.057552,22.122396,32.717155,28.189796,21.565504,31.178225,30.581497,57.229927
2025.12.01,13.7,23.507776,27.722874,24.109278,21.337543,32.515984,9.72875,25.972736,20.86723,19.286848,24.627712,30.137375,21.356905
2025.12.08,16.6,18.321377,19.94237,17.256489,12.151353,19.905607,10.931163,23.754139,15.591199,13.206435,19.202263,30.671902,49.763855
2025.12.15,16.4,20.96037,23.405428,19.109985,13.439083,22.95789,12.588675,24.575068,14.820442,12.485183,18.208838,30.73309,62.15475
