spot,temp,pH,DO,BOD,EC,TN,DTN,NO3N,NH3N,TP,DTP,PO4P,TOC,Cl,d15N,d18O,source,TN/TP,TOC/TN,Cl/TN,d15N/d18O,NH3N/NO3N,NO3N/Cl
JS-28,16.5,6.9,10.1,1.4,207.0,3.8155,3.649,3.4835,0.0275,0.0925,0.066,0.058,3.3,12.5825,6.6,2.39,토양-질소 기원,41.24864864864865,0.8648931987943912,3.297732931463766,2.7615062761506275,0.00789435912157313,0.27685277170673556
JS-29,17.1,7.0,9.0,1.8,111.0,2.14,1.9655,1.728,0.0825,0.0855,0.054,0.046,3.1,7.319,5.52,2.68,토양-질소 기원,25.029239766081872,1.4485981308411215,3.420093457943925,2.059701492537313,0.04774305555555556,0.23609782757207268
JS-30,16.1,7.3,9.4,1.9,133.0,2.9225,2.705,2.6195,0.02,0.0665,0.044,0.0385,3.05,7.9255,7.38,1.66,토양-질소 기원,43.94736842105263,1.0436270316509837,2.711890504704876,4.445783132530121,0.007635044855888529,0.3305154248943284
JS-31,16.7,6.7,9.3,2.0,126.0,2.24,2.022,1.8505,0.0795,0.091,0.0515,0.0465,3.05,7.5585,6.05,2.9,토양-질소 기원,24.615384615384617,1.3616071428571426,3.374330357142857,2.086206896551724,0.0429613617941097,0.24482370840775286
JS-32,15.8,6.5,8.7,2.4,153.0,2.6805,2.4795,2.1645,0.114,0.16,0.116,0.1145,3.9,10.244,7.74,3.22,토양-질소 기원,16.753124999999997,1.4549524342473419,3.821675060623018,2.403726708074534,0.052668052668052676,0.2112944162436548
JS-33,17.4,6.5,9.4,2.7,215.0,2.974,2.633,2.0625,0.2495,0.1675,0.0685,0.059,4.7,19.0315,8.07,2.42,생활하수/처리수 영향,17.755223880597015,1.5803631472763955,6.399293880295898,3.334710743801653,0.12096969696969696,0.10837296061792291
JS-34,17.0,6.5,9.5,1.7,126.0,2.2425,2.036,1.847,0.065,0.0925,0.056,0.047,3.25,7.6335,6.09,2.94,토양-질소 기원,24.243243243243246,1.4492753623188406,3.4040133779264212,2.0714285714285716,0.03519220357336221,0.2419597825374992
JS-35,19.9,7.9,9.7,2.9,163.0,2.262,1.985,1.6175,0.07,0.191,0.1055,0.094,5.2,10.0415,7.3,3.37,토양-질소 기원,11.842931937172775,2.2988505747126435,4.439213085764809,2.166172106824926,0.04327666151468316,0.16108151172633572
JS-36,17.5,7.1,9.4,1.9,131.0,2.3185,2.0855,1.8785,0.0805,0.1035,0.0575,0.052,3.3,8.1045,6.22,2.95,토양-질소 기원,22.400966183574877,1.4233340521889153,3.4955790381712317,2.108474576271186,0.042853340431195104,0.23178481090752054
JS-20B,17.6,6.9,8.5,12.1,313.0,9.9175,8.0695,3.928,3.587,0.8,0.2855,0.272,14.36666667,33.9405,11.48,0.36,생활하수/처리수 영향,12.396875,1.4486177635492816,3.422283841693975,31.888888888888893,0.9131873727087577,0.11573194266436852
JS-16U,22.0,7.2,7.6,0.099,262.0,0.42867,1.178,0.47,0.0046274629136778215,0.01584,0.039,0.032,0.99,20.737,9.83,-1.54,생활하수/처리수 영향,2.7320192307692306,0.4429530201342282,0.6579072818718565,-6.383116883116883,0.0028979914595509745,0.022664802044654483
JS-16S,22.1,6.9,6.9,0.099,211.0,0.42867,2.499,0.82,0.005127859660629074,0.01584,0.488,0.438,0.99,18.175,13.13,3.23,생활하수/처리수 영향,2.7320192307692306,0.4429530201342282,0.6579072818718565,4.065015479876161,0.0032337506877024957,0.04511691884456671
JS-20B,21.4,7.4,7.8,12.8,352.0,7.441,6.326,3.641,1.996,0.429,0.115,0.103,8.9,40.943,-0.7821,-3.6729,화학비료(농경지),17.344988344988344,1.196075796263943,5.502351834430856,-1060.29,0.5482010436693217,0.08892851036807269
GW-1,12.177000000000001,5.544,3.069,0.099,55.44,0.42867,22.006,21.282,0.005589487104158224,0.01584,0.112,0.109,0.99,39.961,6.83,3.8,토양-질소 기원,2.7320192307692306,0.4429530201342282,0.6579072818718565,1.7973684210526317,0.0035454755302201874,0.532569255023648
JS-1,23.1,7.6,8.5,3.1,203.0,2.637,2.628,0.788,1.464,0.39,0.297,0.284,5.4,17.975,3.98,-0.49,토양-질소 기원,6.7615384615384615,2.0477815699658706,6.816458096321578,-8.122448979591837,1.8578680203045683,0.04383866481223922
JS-2,23.6,7.3,7.2,1.2,99.0,1.027,0.89,0.62,0.038,0.065,0.027,0.014,3.4,6.001,7.05,2.16,토양-질소 기원,15.799999999999999,3.3106134371957157,5.843232716650439,3.2638888888888884,0.06129032258064516,0.10331611398100315
JS-3,23.4,7.2,9.5,1.8,124.0,1.202,1.041,0.638,0.081,0.083,0.039,0.026,4.1,9.358,7.81,2.87,토양-질소 기원,14.481927710843372,3.4109816971713807,7.785357737104826,2.7212543554006965,0.12695924764890282,0.06817696088907886
JS-4,22.3,7.3,8.3,1.5,97.0,1.146,1.023,0.614,0.077,0.067,0.035,0.022,4.0,6.191,7.62,0.31,토양-질소 기원,17.104477611940297,3.490401396160559,5.402268760907504,24.580645161290324,0.1254071661237785,0.09917622355031497
JS-5,23.9,7.1,7.2,1.5,129.0,1.486,1.385,0.868,0.157,0.088,0.049,0.04,4.0,9.617,7.23,4.27,토양-질소 기원,16.886363636363637,2.6917900403768504,6.471736204576044,1.6932084309133493,0.18087557603686635,0.09025683685140895
JS-6,24.9,7.3,7.9,3.9,134.0,1.85,1.719,0.647,0.42,0.095,0.039,0.02,6.7,8.333,5.52,-1.41,토양-질소 기원,19.473684210526315,3.6216216216216215,4.504324324324324,-3.9148936170212765,0.6491499227202473,0.07764310572422897
JS-7,24.0,7.1,6.9,1.5,128.0,1.551,1.41,0.892,0.08,0.064,0.031,0.019,4.2,9.595,7.76,2.1,토양-질소 기원,24.234375,2.7079303675048356,6.186331399097357,3.695238095238095,0.08968609865470852,0.09296508598228244
JS-8,23.7,6.6,5.7,1.3,175.0,2.595,2.532,1.927,0.104,0.153,0.108,0.104,4.7,12.201,9.16,13.54,생활하수/처리수 영향,16.96078431372549,1.8111753371868977,4.701734104046243,0.6765140324963073,0.05396990140114167,0.1579378739447586
JS-9,25.8,8.3,12.5,4.5,133.0,1.553,1.177,0.737,0.039,0.106,0.023,0.004,5.8,10.811,9.05,7.58,생활하수/처리수 영향,14.650943396226415,3.734707018673535,6.961365099806826,1.1939313984168867,0.052917232021709636,0.06817130700212747
JS-10,25.5,7.5,8.7,2.3,235.0,2.036,1.889,1.132,0.156,0.146,0.094,0.087,5.9,24.848,11.99,4.31,생활하수/처리수 영향,13.945205479452056,2.8978388998035363,12.204322200392927,2.7819025522041767,0.13780918727915195,0.04555698647778493
JS-11,25.5,7.3,8.3,2.6,174.0,2.899,2.688,1.961,0.071,0.195,0.114,0.109,6.5,12.449,5.98,9.96,토양-질소 기원,14.866666666666667,2.242152466367713,4.294239392894101,0.6004016064257028,0.036206017338092804,0.15752269258574986
JS-12,23.9,7.5,8.7,1.2,109.0,1.097,0.993,0.773,0.019,0.033,0.008,0.002,2.6,5.788,5.91,4.4,토양-질소 기원,33.24242424242424,2.3701002734731085,5.276207839562443,1.343181818181818,0.024579560155239325,0.1335521769177609
JS-13,24.7,7.4,9.5,1.2,146.0,1.852,1.757,1.267,0.053,0.114,0.082,0.078,4.2,9.723,7.97,6.34,토양-질소 기원,16.24561403508772,2.2678185745140387,5.25,1.2570977917981072,0.041831097079715863,0.13030957523398126
JS-14,25.0,7.2,7.1,4.0,274.0,2.823,2.59,0.709,0.55,0.422,0.258,0.22,13.5,22.032,8.32,3.18,생활하수/처리수 영향,6.68957345971564,4.782146652497343,7.804463336875664,2.6163522012578615,0.7757404795486602,0.03218046477850399
JS-15,24.8,7.1,7.4,3.3,235.0,2.487,2.3,1.272,0.222,0.241,0.15,0.132,8.4,16.137,8.88,7.56,생활하수/처리수 영향,10.319502074688797,3.3775633293124248,6.48854041013269,1.1746031746031749,0.17452830188679244,0.07882506042015244
JS-16,24.7,7.1,7.4,3.5,245.0,1.878,1.723,0.5,0.162,0.175,0.104,0.073,10.5,18.211,6.38,1.42,내생부하(정체수역 유기물 축적),10.731428571428571,5.5910543130990416,9.697018104366347,4.492957746478873,0.324,0.027455933227170395
JS-17,24.7,7.1,6.9,3.3,215.0,2.548,2.199,1.209,0.175,0.271,0.164,0.146,8.9,16.762,9.25,5.33,생활하수/처리수 영향,9.402214022140221,3.4929356357927785,6.578492935635793,1.7354596622889304,0.14474772539288666,0.07212743109414152
JS-18,20.0,7.2,7.7,0.5,237.0,0.942,0.839,0.691,0.036,0.028,0.01,0.007,1.8,7.748,8.56,2.98,생활하수/처리수 영향,33.64285714285714,1.9108280254777072,8.225053078556265,2.8724832214765104,0.05209840810419682,0.08918430562725864
JS-19,27.2,8.1,9.7,4.3,212.0,1.772,1.426,0.755,0.036,0.155,0.058,0.039,7.6,14.92,10.05,6.47,생활하수/처리수 영향,11.432258064516128,4.288939051918736,8.419864559819413,1.5533230293663063,0.04768211920529801,0.05060321715817694
JS-20,27.4,7.5,8.2,2.2,300.0,2.258,2.05,1.297,0.111,0.15,0.079,0.069,6.3,20.54,5.16,10.28,토양-질소 기원,15.053333333333335,2.7900797165633304,9.096545615589017,0.5019455252918288,0.08558211256746338,0.06314508276533592
JS-21,27.2,7.5,8.6,2.7,274.0,2.843,2.594,1.724,0.211,0.152,0.082,0.07,6.7,23.191,9.02,2.76,생활하수/처리수 영향,18.70394736842105,2.3566654941962715,8.15722827998593,3.268115942028986,0.12238979118329466,0.07433918330386788
JS-23,27.1,8.5,9.2,4.2,265.0,2.631,2.266,1.413,0.055,0.235,0.113,0.099,8.8,21.857,8.26,5.61,생활하수/처리수 영향,11.195744680851064,3.3447358418852153,8.307487647282402,1.4723707664884134,0.0389242745930644,0.0646474813560873
JS-24,27.1,7.7,8.8,3.2,294.0,2.604,2.423,1.017,0.112,0.172,0.116,0.09,11.5,23.463,7.89,0.1,토양-질소 기원,15.139534883720932,4.416282642089094,9.01036866359447,78.89999999999999,0.11012782694198625,0.043344840813195236
