year,month,date,system,central,site,BOD,T_N,T_P,TOC
2023,5,2023.05.23,영산강,영산강상류,담양,0.6,3.208,0.15,2.7
2023,6,2023.06.07,영산강,영산강상류,담양,1.2,2.892,0.095,2.3
2023,6,2023.06.14,영산강,영산강상류,담양,0.4,1.842,0.069,2.3
2023,6,2023.06.19,영산강,영산강상류,담양,0.6,2.634,0.108,2
2023,6,2023.06.26,영산강,영산강상류,담양,1.1,1.995,0.282,4.7
2023,7,2023.07.04,영산강,영산강상류,담양,0.4,3.188,0.129,2.4
2023,7,2023.07.10,영산강,영산강상류,담양,0.2,1.971,0.092,2.5
2023,7,2023.07.18,영산강,영산강상류,담양,0.4,1.466,0.185,2.8
2023,7,2023.07.25,영산강,영산강상류,담양,0.7,1.096,0.049,1.9
2023,8,2023.08.02,영산강,영산강상류,담양,0.7,3.188,0.129,2.2
2023,8,2023.08.08,영산강,영산강상류,담양,0.8,1.942,0.082,2.5
2023,8,2023.08.14,영산강,영산강상류,담양,0.4,2.397,0.115,1.8
2023,8,2023.08.21,영산강,영산강상류,담양,0.5,1.849,0.105,2.2
2023,8,2023.08.28,영산강,영산강상류,담양,0.3,1.783,0.323,1.9
2023,9,2023.09.05,영산강,영산강상류,담양,0.3,2.031,0.128,2.1
2023,9,2023.09.13,영산강,영산강상류,담양,1.3,1.481,0.159,3.6
2023,9,2023.09.19,영산강,영산강상류,담양,0.5,1.755,0.078,1.8
2023,9,2023.09.25,영산강,영산강상류,담양,0.2,2.089,0.155,1.7
2023,10,2023.10.04,영산강,영산강상류,담양,0.3,1.442,0.108,1.5
2023,10,2023.10.10,영산강,영산강상류,담양,0.3,1.555,0.132,1.5
2023,10,2023.10.17,영산강,영산강상류,담양,0.1,1.518,0.122,1.6
2023,10,2023.10.25,영산강,영산강상류,담양,0.3,1.544,0.123,1.6
2023,11,2023.11.02,영산강,영산강상류,담양,0.4,2.329,0.192,1.8
2023,11,2023.11.08,영산강,영산강상류,담양,0.7,1.611,0.124,1.6
2023,11,2023.11.14,영산강,영산강상류,담양,0.2,2.073,0.182,1.6
2023,11,2023.11.21,영산강,영산강상류,담양,0.2,1.959,0.132,1.7
2023,11,2023.11.27,영산강,영산강상류,담양,0.5,2.182,0.11,1.7
2023,12,2023.12.04,영산강,영산강상류,담양,0.3,1.682,0.081,1.3
2023,12,2023.12.12,영산강,영산강상류,담양,1.1,2.068,0.15,2.8
2023,12,2023.12.19,영산강,영산강상류,담양,0.5,2.76,0.132,1.2
2023,12,2023.12.26,영산강,영산강상류,담양,0.6,2.923,0.166,1.3
2023,1,2023.01.09,영산강,황룡강,황룡강5,5.2,2.456,0.154,6.2
2023,1,2023.01.16,영산강,황룡강,황룡강5,4.7,2.954,0.178,5.3
2023,1,2023.01.30,영산강,황룡강,황룡강5,5.2,3.395,0.136,5.4
2023,2,2023.02.06,영산강,황룡강,황룡강5,5.3,3.402,0.154,5.9
2023,2,2023.02.13,영산강,황룡강,황룡강5,5.7,2.892,0.137,5.1
2023,2,2023.02.20,영산강,황룡강,황룡강5,5.9,2.702,0.143,4.8
2023,2,2023.02.27,영산강,황룡강,황룡강5,5.3,2.703,0.158,5.1
2023,3,2023.03.06,영산강,황룡강,황룡강5,6,2.91,0.179,4.6
2023,3,2023.03.13,영산강,황룡강,황룡강5,7.7,4.67,0.323,7.2
2023,3,2023.03.21,영산강,황룡강,황룡강5,9.2,4.715,0.363,7.9
2023,3,2023.03.28,영산강,황룡강,황룡강5,4.8,1.442,0.09,4.1
2023,4,2023.04.03,영산강,황룡강,황룡강5,6.3,1.316,0.111,5.2
2023,4,2023.04.10,영산강,황룡강,황룡강5,4.8,2.195,0.096,5.1
2023,4,2023.04.17,영산강,황룡강,황룡강5,5,1.478,0.064,5.4
2023,4,2023.04.24,영산강,황룡강,황룡강5,4.5,1.296,0.072,5.3
2023,5,2023.05.02,영산강,황룡강,황룡강5,6.9,1.026,0.095,5.7
2023,5,2023.05.08,영산강,황룡강,황룡강5,3.3,3.494,0.096,5.1
2023,5,2023.05.15,영산강,황룡강,황룡강5,4.2,2.501,0.053,5.3
2023,5,2023.05.22,영산강,황룡강,황룡강5,3.6,1.377,0.066,4.9
2023,5,2023.05.30,영산강,황룡강,황룡강5,3.9,1.994,0.108,5.9
2023,6,2023.06.05,영산강,황룡강,황룡강5,4,1.982,0.074,5.9
2023,6,2023.06.12,영산강,황룡강,황룡강5,2.7,0.922,0.066,5.6
2023,6,2023.06.19,영산강,황룡강,황룡강5,2.9,0.903,0.066,6.4
2023,6,2023.06.26,영산강,황룡강,황룡강5,3.6,1.037,0.092,7
2023,7,2023.07.10,영산강,황룡강,황룡강5,1.5,2.106,0.114,4.4
2023,7,2023.07.20,영산강,황룡강,황룡강5,1.8,1.597,0.101,3.7
2023,7,2023.07.27,영산강,황룡강,황룡강5,2.7,1.902,0.098,3.1
2023,8,2023.08.02,영산강,황룡강,황룡강5,3.5,1.507,0.073,4
2023,8,2023.08.08,영산강,황룡강,황룡강5,3.5,1.287,0.124,5
2023,8,2023.08.16,영산강,황룡강,황룡강5,4.7,1.299,0.07,4.5
2023,8,2023.08.21,영산강,황룡강,황룡강5,3.4,0.892,0.081,3.9
2023,8,2023.08.29,영산강,황룡강,황룡강5,2.7,1.219,0.082,3.8
2023,9,2023.09.04,영산강,황룡강,황룡강5,5.4,1.03,0.062,4.5
2023,9,2023.09.11,영산강,황룡강,황룡강5,2.9,0.668,0.063,4.5
2023,9,2023.09.18,영산강,황룡강,황룡강5,2.2,1.871,0.133,4.7
2023,9,2023.09.25,영산강,황룡강,황룡강5,1.7,1.793,0.061,3.5
2023,10,2023.10.04,영산강,황룡강,황룡강5,2.3,0.942,0.042,4.1
2023,10,2023.10.10,영산강,황룡강,황룡강5,5.1,0.932,0.049,5.4
2023,10,2023.10.16,영산강,황룡강,황룡강5,6.4,0.818,0.061,4.8
2023,10,2023.10.23,영산강,황룡강,황룡강5,4.2,1.213,0.062,4.2
2023,10,2023.10.30,영산강,황룡강,황룡강5,3.7,0.974,0.063,4.6
2023,11,2023.11.06,영산강,황룡강,황룡강5,4.8,1.361,0.11,5.5
2023,11,2023.11.13,영산강,황룡강,황룡강5,3.2,1.614,0.07,3.9
2023,11,2023.11.20,영산강,황룡강,황룡강5,2.4,2.05,0.065,3.9
2023,11,2023.11.27,영산강,황룡강,황룡강5,3.2,1.86,0.062,3.6
2023,12,2023.12.04,영산강,황룡강,황룡강5,3.8,2.01,0.065,4.2
2023,12,2023.12.11,영산강,황룡강,황룡강5,3.8,1.655,0.062,4.1
2023,12,2023.12.19,영산강,황룡강,황룡강5,3.2,2.951,0.082,3.8
2023,1,2023.01.05,영산강,황룡강,황룡강2,1.3,1.453,0.019,2
2023,2,2023.02.08,영산강,황룡강,황룡강2,1.2,1.672,0.034,1.8
2023,3,2023.03.07,영산강,황룡강,황룡강2,2.2,0.846,0.044,3.1
2023,4,2023.04.10,영산강,황룡강,황룡강2,1.3,1.539,0.048,3.2
2023,5,2023.05.03,영산강,황룡강,황룡강2,3.4,0.525,0.037,3.4
2023,6,2023.06.07,영산강,황룡강,황룡강2,1.6,1.342,0.027,3.6
2023,7,2023.07.19,영산강,황룡강,황룡강2,1.9,1.229,0.042,2.6
2023,8,2023.08.09,영산강,황룡강,황룡강2,2.1,1.22,0.038,2.6
2023,9,2023.09.06,영산강,황룡강,황룡강2,1.3,0.845,0.032,2.8
2023,10,2023.10.06,영산강,황룡강,황룡강2,1.5,0.831,0.027,2.2
2023,11,2023.11.03,영산강,황룡강,황룡강2,0.7,0.463,0.016,2.2
2023,12,2023.12.06,영산강,황룡강,황룡강2,0.9,0.923,0.006,2.1
2023,7,2023.07.03,영산강,황룡강,황룡강5,2.4,2.418,0.101,4.5
2023,3,2023.03.28,영산강,영산강상류,담양,0.8,2.088,0.195,2.7
2023,1,2023.01.30,영산강,영산강상류,우치,1.8,3.318,0.08,2.6
2023,1,2023.01.09,영산강,지석천,지석천4,5.2,6.035,0.341,5.4
2023,1,2023.01.16,영산강,지석천,지석천4,4.3,5.275,0.288,5.2
2023,1,2023.01.30,영산강,지석천,지석천4,3.3,6.924,0.117,3.9
2023,2,2023.02.06,영산강,지석천,지석천4,3.8,6.729,0.142,5.3
2023,2,2023.02.13,영산강,지석천,지석천4,5.6,4.595,0.259,5.1
2023,2,2023.02.20,영산강,지석천,지석천4,6,3.97,0.153,5.2
2023,2,2023.02.27,영산강,지석천,지석천4,5.1,5.312,0.161,5.2
2023,3,2023.03.06,영산강,지석천,지석천4,5.1,5.287,0.174,5.4
2023,3,2023.03.13,영산강,지석천,지석천4,4.7,3.744,0.162,5.5
2023,3,2023.03.20,영산강,지석천,지석천4,4.1,3.71,0.185,5.5
2023,3,2023.03.28,영산강,지석천,지석천4,5.3,3.033,0.181,5.7
2023,4,2023.04.03,영산강,지석천,지석천4,6.4,2.165,0.139,5.8
2023,4,2023.04.10,영산강,지석천,지석천4,2.7,3.022,0.081,4.7
2023,4,2023.04.17,영산강,지석천,지석천4,4,2.596,0.102,4.5
2023,4,2023.04.24,영산강,지석천,지석천4,3.1,1.958,0.089,3.9
2023,5,2023.05.02,영산강,지석천,지석천4,4.2,1.978,0.103,4.4
2023,5,2023.05.08,영산강,지석천,지석천4,3,3.334,0.079,4.5
2023,5,2023.05.15,영산강,지석천,지석천4,3.4,3.059,0.095,4.8
2023,5,2023.05.22,영산강,지석천,지석천4,2.8,2.129,0.109,5.4
2023,5,2023.05.30,영산강,지석천,지석천4,4.4,2.44,0.147,6.2
2023,6,2023.06.05,영산강,지석천,지석천4,3.3,2.662,0.131,6.9
2023,6,2023.06.12,영산강,지석천,지석천4,2.7,2.035,0.146,7.9
2023,6,2023.06.19,영산강,지석천,지석천4,4.8,2.08,0.207,9.5
2023,6,2023.06.26,영산강,지석천,지석천4,3.1,2.309,0.483,8.7
2023,7,2023.07.03,영산강,지석천,지석천4,2.7,2.535,0.119,4.9
2023,7,2023.07.10,영산강,지석천,지석천4,2.1,2.218,0.256,5.7
2023,7,2023.07.20,영산강,지석천,지석천4,1.7,2.314,0.157,4.2
2023,7,2023.07.27,영산강,지석천,지석천4,3.1,1.991,0.109,3.9
2023,8,2023.08.02,영산강,지석천,지석천4,4.3,2.085,0.116,5.4
2023,8,2023.08.08,영산강,지석천,지석천4,3.5,1.956,0.257,6.3
2023,8,2023.08.16,영산강,지석천,지석천4,4.1,2.248,0.088,4.7
2023,8,2023.08.21,영산강,지석천,지석천4,2.7,1.692,0.107,4.3
2023,8,2023.08.29,영산강,지석천,지석천4,1.2,1.983,0.128,3.3
2023,9,2023.09.04,영산강,지석천,지석천4,1.7,1.938,0.08,3.2
2023,9,2023.09.11,영산강,지석천,지석천4,2,1.656,0.088,3.9
2023,9,2023.09.18,영산강,지석천,지석천4,2.2,1.753,0.13,4.5
2023,9,2023.09.25,영산강,지석천,지석천4,1.9,2.43,0.118,3.9
2023,10,2023.10.04,영산강,지석천,지석천4,2,2.069,0.077,3.8
2023,10,2023.10.10,영산강,지석천,지석천4,3.9,2.378,0.069,4
2023,10,2023.10.16,영산강,지석천,지석천4,1.6,2.246,0.077,3
2023,10,2023.10.23,영산강,지석천,지석천4,2.2,2.506,0.078,3.6
2023,10,2023.10.30,영산강,지석천,지석천4,2.8,2.452,0.084,3.9
2023,11,2023.11.06,영산강,지석천,지석천4,4.6,2.596,0.234,6.5
2023,11,2023.11.13,영산강,지석천,지석천4,2.3,2.483,0.086,3.3
2023,11,2023.11.20,영산강,지석천,지석천4,1.7,3.064,0.11,3.4
2023,11,2023.11.27,영산강,지석천,지석천4,2.3,3.25,0.092,3.2
2023,12,2023.12.04,영산강,지석천,지석천4,1.8,3.945,0.075,3
2023,12,2023.12.11,영산강,지석천,지석천4,3,3.163,0.102,3.9
2023,12,2023.12.19,영산강,지석천,지석천4,3,4.702,0.125,3.2
2023,1,2023.01.09,영산강,영산강중류(죽산보),죽산,6.1,6.631,0.101,6
2023,1,2023.01.16,영산강,영산강중류(죽산보),죽산,6,7.304,0.194,6.5
2023,1,2023.01.30,영산강,영산강중류(죽산보),죽산,8.8,4.639,0.138,6.6
2023,2,2023.02.06,영산강,영산강중류(죽산보),죽산,5.9,7.412,0.095,7
2023,2,2023.02.13,영산강,영산강중류(죽산보),죽산,5.4,8.833,0.088,5.8
2023,2,2023.02.20,영산강,영산강중류(죽산보),죽산,5.4,9.191,0.096,5.5
2023,2,2023.02.27,영산강,영산강중류(죽산보),죽산,5.2,7.907,0.105,6.1
2023,3,2023.03.06,영산강,영산강중류(죽산보),죽산,4.8,7.41,0.105,5.6
2023,3,2023.03.13,영산강,영산강중류(죽산보),죽산,5.9,7.798,0.122,6.1
2023,3,2023.03.20,영산강,영산강중류(죽산보),죽산,9.5,8.039,0.119,8.3
2023,3,2023.03.27,영산강,영산강중류(죽산보),죽산,7.2,8.455,0.128,7.4
2023,4,2023.04.03,영산강,영산강중류(죽산보),죽산,10.1,8.879,0.166,11
2023,4,2023.04.10,영산강,영산강중류(죽산보),죽산,6.3,7.922,0.138,6.6
2023,4,2023.04.17,영산강,영산강중류(죽산보),죽산,6.3,3.2,0.089,6.1
2023,4,2023.04.24,영산강,영산강중류(죽산보),죽산,6.2,4.178,0.086,6.4
2023,5,2023.05.02,영산강,영산강중류(죽산보),죽산,5.7,4.823,0.057,6.1
2023,5,2023.05.08,영산강,영산강중류(죽산보),죽산,3.4,3.471,0.13,5.3
2023,5,2023.05.15,영산강,영산강중류(죽산보),죽산,5.1,3.262,0.069,5.2
2023,5,2023.05.22,영산강,영산강중류(죽산보),죽산,3.8,3.41,0.072,5.8
2023,5,2023.05.30,영산강,영산강중류(죽산보),죽산,5.3,4.362,0.12,6.5
2023,6,2023.06.05,영산강,영산강중류(죽산보),죽산,7,2.881,0.127,6.6
2023,6,2023.06.12,영산강,영산강중류(죽산보),죽산,4.3,2.87,0.099,9.2
2023,6,2023.06.19,영산강,영산강중류(죽산보),죽산,4,2.425,0.101,7.5
2023,6,2023.06.26,영산강,영산강중류(죽산보),죽산,3.5,3.766,0.217,9.4
2023,7,2023.07.03,영산강,영산강중류(죽산보),죽산,3.2,2.6,0.156,5.2
2023,7,2023.07.10,영산강,영산강중류(죽산보),죽산,2.1,2.349,0.167,4.8
2023,7,2023.07.20,영산강,영산강중류(죽산보),죽산,2.3,2.091,0.142,4
2023,7,2023.07.26,영산강,영산강중류(죽산보),죽산,3.1,1.918,0.132,3.8
2023,8,2023.08.02,영산강,영산강중류(죽산보),죽산,4.6,2.136,0.07,4.4
2023,8,2023.08.07,영산강,영산강중류(죽산보),죽산,5.3,2.242,0.123,4.5
2023,8,2023.08.16,영산강,영산강중류(죽산보),죽산,5.8,2.048,0.101,5.5
2023,8,2023.08.21,영산강,영산강중류(죽산보),죽산,4.2,2.406,0.117,4.4
2023,8,2023.08.29,영산강,영산강중류(죽산보),죽산,2.1,2.11,0.141,5.1
2023,9,2023.09.04,영산강,영산강중류(죽산보),죽산,6.8,1.643,0.109,4.8
2023,9,2023.09.11,영산강,영산강중류(죽산보),죽산,4.3,2.085,0.118,5.3
2023,9,2023.09.18,영산강,영산강중류(죽산보),죽산,2.3,1.897,0.179,5
2023,9,2023.09.26,영산강,영산강중류(죽산보),죽산,2.7,2.317,0.119,4.9
2023,10,2023.10.04,영산강,영산강중류(죽산보),죽산,4.2,2.674,0.096,5.2
2023,10,2023.10.10,영산강,영산강중류(죽산보),죽산,6.6,2.758,0.072,5.6
2023,10,2023.10.16,영산강,영산강중류(죽산보),죽산,6.7,2.864,0.07,5.7
2023,10,2023.10.23,영산강,영산강중류(죽산보),죽산,4.2,3.352,0.089,6
2023,10,2023.10.30,영산강,영산강중류(죽산보),죽산,4.1,3.743,0.093,5.8
2023,11,2023.11.06,영산강,영산강중류(죽산보),죽산,4,4.168,0.106,5
2023,11,2023.11.13,영산강,영산강중류(죽산보),죽산,4.4,4.38,0.143,4.8
2023,11,2023.11.20,영산강,영산강중류(죽산보),죽산,3,3.982,0.115,4.4
2023,11,2023.11.27,영산강,영산강중류(죽산보),죽산,3.5,4.359,0.077,4.8
2023,12,2023.12.04,영산강,영산강중류(죽산보),죽산,2.4,4.573,0.069,4.8
2023,12,2023.12.11,영산강,영산강중류(죽산보),죽산,3.6,5.227,0.061,4.4
2023,12,2023.12.18,영산강,영산강중류(죽산보),죽산,4.2,3.211,0.159,5.3
2023,1,2023.01.09,영산강,영산강중류(죽산보),나주,5.8,7.847,0.134,6.2
2023,1,2023.01.16,영산강,영산강중류(죽산보),나주,5.7,4.934,0.318,6.9
2023,1,2023.01.30,영산강,영산강중류(죽산보),나주,5.3,7.731,0.114,5.8
2023,2,2023.02.06,영산강,영산강중류(죽산보),나주,7.3,9.895,0.171,8.7
2023,2,2023.02.13,영산강,영산강중류(죽산보),나주,8.2,8.779,0.177,8
2023,2,2023.02.20,영산강,영산강중류(죽산보),나주,7,7.511,0.148,6.6
2023,2,2023.02.27,영산강,영산강중류(죽산보),나주,7.6,9.077,0.142,7.7
2023,3,2023.03.06,영산강,영산강중류(죽산보),나주,5.9,9.041,0.101,6.5
2023,3,2023.03.13,영산강,영산강중류(죽산보),나주,6.5,9.106,0.162,6.9
2023,3,2023.03.20,영산강,영산강중류(죽산보),나주,7.6,10.336,0.149,7.1
2023,3,2023.03.27,영산강,영산강중류(죽산보),나주,7.3,9.679,0.141,7
2023,4,2023.04.03,영산강,영산강중류(죽산보),나주,9.3,6.819,0.158,9
2023,4,2023.04.10,영산강,영산강중류(죽산보),나주,5.8,3.354,0.119,5.2
2023,4,2023.04.17,영산강,영산강중류(죽산보),나주,7.3,5.961,0.109,6.8
2023,4,2023.04.24,영산강,영산강중류(죽산보),나주,7,5.474,0.088,6.4
2023,5,2023.05.02,영산강,영산강중류(죽산보),나주,9.8,7.402,0.125,7.7
2023,5,2023.05.08,영산강,영산강중류(죽산보),나주,2.3,3.345,0.111,5
2023,5,2023.05.15,영산강,영산강중류(죽산보),나주,5.1,3.84,0.083,5.8
2023,5,2023.05.22,영산강,영산강중류(죽산보),나주,5.8,4.999,0.138,6.8
2023,5,2023.05.30,영산강,영산강중류(죽산보),나주,5.4,2.758,0.153,6.3
2023,6,2023.06.05,영산강,영산강중류(죽산보),나주,8.1,3.558,0.194,8.6
2023,6,2023.06.12,영산강,영산강중류(죽산보),나주,6.9,3.175,0.158,7.5
2023,6,2023.06.19,영산강,영산강중류(죽산보),나주,5.3,3.108,0.164,8.3
2023,6,2023.06.26,영산강,영산강중류(죽산보),나주,4.7,3.88,0.326,8.9
2023,7,2023.07.03,영산강,영산강중류(죽산보),나주,2.9,2.726,0.135,4.9
2023,7,2023.07.10,영산강,영산강중류(죽산보),나주,2.2,2.313,0.151,4.4
2023,7,2023.07.20,영산강,영산강중류(죽산보),나주,2.3,1.955,0.133,3.9
2023,7,2023.07.26,영산강,영산강중류(죽산보),나주,3.5,2.065,0.135,4.1
2023,8,2023.08.02,영산강,영산강중류(죽산보),나주,5.1,2.566,0.112,4.6
2023,8,2023.08.07,영산강,영산강중류(죽산보),나주,6,3.003,0.125,5.1
2023,8,2023.08.16,영산강,영산강중류(죽산보),나주,8.3,3.43,0.17,5.5
2023,8,2023.08.21,영산강,영산강중류(죽산보),나주,4,1.843,0.147,4.2
2023,8,2023.08.29,영산강,영산강중류(죽산보),나주,2.3,2.796,0.155,4.2
2023,9,2023.09.04,영산강,영산강중류(죽산보),나주,5,2.455,0.123,4.5
2023,9,2023.09.11,영산강,영산강중류(죽산보),나주,5.7,2.146,0.104,5.1
2023,9,2023.09.18,영산강,영산강중류(죽산보),나주,2.3,2.283,0.205,5.2
2023,9,2023.09.25,영산강,영산강중류(죽산보),나주,2.8,2.857,0.125,4.5
2023,10,2023.10.04,영산강,영산강중류(죽산보),나주,3.5,2.58,0.08,4.8
2023,10,2023.10.10,영산강,영산강중류(죽산보),나주,7.8,3.645,0.082,6.5
2023,10,2023.10.16,영산강,영산강중류(죽산보),나주,6.5,3.145,0.079,5.5
2023,10,2023.10.23,영산강,영산강중류(죽산보),나주,5.2,4.192,0.091,5.4
2023,10,2023.10.30,영산강,영산강중류(죽산보),나주,5.1,4.463,0.093,5.7
2023,11,2023.11.06,영산강,영산강중류(죽산보),나주,4.1,5.634,0.12,5.3
2023,11,2023.11.13,영산강,영산강중류(죽산보),나주,4.8,4.06,0.152,5.2
2023,11,2023.11.20,영산강,영산강중류(죽산보),나주,4,4.822,0.138,5.5
2023,11,2023.11.27,영산강,영산강중류(죽산보),나주,4.8,4.303,0.149,6.4
2023,12,2023.12.04,영산강,영산강중류(죽산보),나주,5.8,5.898,0.111,5.8
2023,12,2023.12.11,영산강,영산강중류(죽산보),나주,7.2,6.085,0.136,7.3
2023,12,2023.12.18,영산강,영산강중류(죽산보),나주,3.5,4.235,0.218,5.6
2023,1,2023.01.09,영산강,영산강중류(죽산보),광산,5.2,8.217,0.132,6.2
2023,1,2023.01.16,영산강,영산강중류(죽산보),광산,5.8,4.25,0.256,5.8
2023,1,2023.01.30,영산강,영산강중류(죽산보),광산,5.9,11.805,0.174,7
2023,2,2023.02.06,영산강,영산강중류(죽산보),광산,6.3,10.757,0.139,7.9
2023,2,2023.02.13,영산강,영산강중류(죽산보),광산,8.6,8.071,0.27,9.1
2023,2,2023.02.20,영산강,영산강중류(죽산보),광산,7.7,9.162,0.145,7.4
2023,2,2023.02.27,영산강,영산강중류(죽산보),광산,8.4,10.297,0.138,7.6
2023,3,2023.03.06,영산강,영산강중류(죽산보),광산,7.4,10.888,0.12,7.5
2023,3,2023.03.13,영산강,영산강중류(죽산보),광산,6.2,11.072,0.164,7.2
2023,3,2023.03.20,영산강,영산강중류(죽산보),광산,4.4,12.525,0.152,7.6
2023,3,2023.03.27,영산강,영산강중류(죽산보),광산,7.9,7.857,0.291,7.8
2023,4,2023.04.03,영산강,영산강중류(죽산보),광산,9.5,9.967,0.121,9.1
2023,4,2023.04.10,영산강,영산강중류(죽산보),광산,5.3,4.672,0.12,5.8
2023,4,2023.04.17,영산강,영산강중류(죽산보),광산,9,7.744,0.136,7.5
2023,4,2023.04.24,영산강,영산강중류(죽산보),광산,8.1,9.064,0.097,7.4
2023,5,2023.05.02,영산강,영산강중류(죽산보),광산,12.4,9.384,0.147,10.6
2023,5,2023.05.08,영산강,영산강중류(죽산보),광산,4.2,3.802,0.167,5.4
2023,5,2023.05.15,영산강,영산강중류(죽산보),광산,5.8,5.18,0.094,6.8
2023,5,2023.05.22,영산강,영산강중류(죽산보),광산,7.1,5.532,0.224,7.4
2023,5,2023.05.30,영산강,영산강중류(죽산보),광산,5.9,2.737,0.171,6.4
2023,6,2023.06.05,영산강,영산강중류(죽산보),광산,8,3.724,0.141,7.8
2023,6,2023.06.12,영산강,영산강중류(죽산보),광산,5.9,3.136,0.114,6.5
2023,6,2023.06.19,영산강,영산강중류(죽산보),광산,4.9,3.766,0.097,7.2
2023,6,2023.06.26,영산강,영산강중류(죽산보),광산,6.2,3.878,0.245,7.7
2023,7,2023.07.03,영산강,영산강중류(죽산보),광산,3.1,3.327,0.16,4.6
2023,7,2023.07.20,영산강,영산강중류(죽산보),광산,2.4,1.906,0.133,4
2023,7,2023.07.26,영산강,영산강중류(죽산보),광산,3.5,2.013,0.122,3.7
2023,8,2023.08.02,영산강,영산강중류(죽산보),광산,5.8,3.003,0.118,5.6
2023,8,2023.08.07,영산강,영산강중류(죽산보),광산,6.4,4.207,0.183,5.1
2023,8,2023.08.16,영산강,영산강중류(죽산보),광산,6.2,2.461,0.115,5.8
2023,8,2023.08.21,영산강,영산강중류(죽산보),광산,4.7,2.586,0.184,5
2023,8,2023.08.29,영산강,영산강중류(죽산보),광산,2.4,3.135,0.159,4.7
2023,9,2023.09.04,영산강,영산강중류(죽산보),광산,4,2.953,0.114,4.7
2023,9,2023.09.11,영산강,영산강중류(죽산보),광산,4.6,2.62,0.111,5.5
2023,9,2023.09.18,영산강,영산강중류(죽산보),광산,2.9,2.558,0.198,5.5
2023,9,2023.09.25,영산강,영산강중류(죽산보),광산,2.1,2.72,0.08,4.1
2023,10,2023.10.04,영산강,영산강중류(죽산보),광산,3.1,3.121,0.065,5
2023,10,2023.10.10,영산강,영산강중류(죽산보),광산,6.5,3.835,0.074,7.8
2023,10,2023.10.16,영산강,영산강중류(죽산보),광산,4.7,4.219,0.071,6.1
2023,10,2023.10.23,영산강,영산강중류(죽산보),광산,7.2,4.449,0.106,6.4
2023,10,2023.10.30,영산강,영산강중류(죽산보),광산,7.9,5.041,0.104,7.6
2023,11,2023.11.06,영산강,영산강중류(죽산보),광산,5.1,5.747,0.151,6
2023,11,2023.11.13,영산강,영산강중류(죽산보),광산,6.4,3.428,0.145,4.7
2023,11,2023.11.20,영산강,영산강중류(죽산보),광산,4.5,5.442,0.189,5.9
2023,11,2023.11.27,영산강,영산강중류(죽산보),광산,5.7,5.87,0.103,6.4
2023,12,2023.12.04,영산강,영산강중류(죽산보),광산,7.1,7.34,0.103,7.6
2023,12,2023.12.11,영산강,영산강중류(죽산보),광산,6.5,7.05,0.141,7.1
2023,12,2023.12.18,영산강,영산강중류(죽산보),광산,3.8,3.63,0.161,5.1
2023,1,2023.01.10,영산강,고막원천,고막원천4,7.8,3.778,0.232,5.2
2023,1,2023.01.17,영산강,고막원천,고막원천4,3.5,4.989,0.378,6
2023,1,2023.01.31,영산강,고막원천,고막원천4,5.4,5.224,0.202,6.1
2023,2,2023.02.07,영산강,고막원천,고막원천4,6,4.382,0.206,6.5
2023,2,2023.02.14,영산강,고막원천,고막원천4,6,4.132,0.233,5.4
2023,2,2023.02.21,영산강,고막원천,고막원천4,7.1,3.642,0.19,6.6
2023,2,2023.02.28,영산강,고막원천,고막원천4,9.3,3.269,0.2,6.6
2023,3,2023.03.07,영산강,고막원천,고막원천4,9.8,2.746,0.18,8.3
2023,3,2023.03.14,영산강,고막원천,고막원천4,3,2.83,0.126,5.1
2023,3,2023.03.21,영산강,고막원천,고막원천4,2.6,2.691,0.127,4.3
2023,4,2023.04.04,영산강,고막원천,고막원천4,6.1,1.322,0.124,4.8
2023,4,2023.04.11,영산강,고막원천,고막원천4,3.8,5.746,0.275,6.9
2023,4,2023.04.18,영산강,고막원천,고막원천4,6.4,4.033,0.147,6.3
2023,4,2023.04.26,영산강,고막원천,고막원천4,3.2,2.325,0.101,5.6
2023,5,2023.05.09,영산강,고막원천,고막원천4,3.2,5.608,0.22,6.3
2023,5,2023.05.16,영산강,고막원천,고막원천4,4.9,3.476,0.136,6.7
2023,5,2023.05.23,영산강,고막원천,고막원천4,3.8,1.872,0.127,6.8
2023,5,2023.05.31,영산강,고막원천,고막원천4,4.5,3.335,0.244,8
2023,6,2023.06.07,영산강,고막원천,고막원천4,4.6,2.596,0.144,8.2
2023,6,2023.06.14,영산강,고막원천,고막원천4,3.1,1.736,0.144,8.6
2023,6,2023.06.20,영산강,고막원천,고막원천4,3.4,1.491,0.168,9.9
2023,7,2023.07.12,영산강,고막원천,고막원천4,3.1,2.333,0.405,7.4
2023,8,2023.08.01,영산강,고막원천,고막원천4,3,2.551,0.143,4.5
2023,8,2023.08.17,영산강,고막원천,고막원천4,4.2,1.549,0.148,6.1
2023,8,2023.08.23,영산강,고막원천,고막원천4,2.6,1.333,0.149,3.9
2023,8,2023.08.29,영산강,고막원천,고막원천4,2.1,1.939,0.143,4.4
2023,9,2023.09.05,영산강,고막원천,고막원천4,4.2,2.428,0.128,5.3
2023,9,2023.09.12,영산강,고막원천,고막원천4,1.8,1.162,0.117,4.1
2023,9,2023.09.19,영산강,고막원천,고막원천4,2.6,2.911,0.27,5.1
2023,9,2023.09.26,영산강,고막원천,고막원천4,3,2.614,0.138,4.8
