year,month,date,system,central,site,BOD,T_N,T_P,TOC
2024,9,2024.09.23,영산강,영산강중류(죽산보),나주,2.4,2.673,0.196,4.4
2024,9,2024.09.02,영산강,영산강중류(죽산보),광산,3.5,4.446,0.12,6.5
2024,9,2024.09.09,영산강,영산강중류(죽산보),광산,3.6,3.1,0.161,5.7
2024,9,2024.09.19,영산강,영산강중류(죽산보),광산,3.3,4.434,0.167,5.8
2024,9,2024.09.23,영산강,영산강중류(죽산보),광산,3.4,3.029,0.267,5.4
2024,9,2024.09.03,영산강,고막원천,고막원천4,1.5,1.238,0.163,5.2
2024,9,2024.09.09,영산강,고막원천,고막원천4,1.5,1.085,0.113,4.4
2024,9,2024.09.25,영산강,고막원천,고막원천4,1.2,2.84,0.244,6.3
2024,9,2024.09.02,영산강,영산강하류,무안1,3,1.903,0.096,4.1
2024,9,2024.09.09,영산강,영산강하류,무안1,2.2,1.8,0.129,3.8
2024,9,2024.09.20,영산강,영산강하류,무안1,,,,
2024,9,2024.09.24,영산강,영산강하류,무안1,0.5,2.551,0.226,4
2024,9,2024.09.06,영산강,영암천,영암천1,1.1,1.329,0.137,4.5
2024,9,2024.09.03,영산강,영산강하구언,무안2,2.8,1.253,0.096,8.3
2024,9,2024.09.09,영산강,영산강하구언,무안2,2.1,1.119,0.077,5.6
2024,9,2024.09.19,영산강,영산강하구언,무안2,6.2,1.286,0.156,11.4
2024,9,2024.09.25,영산강,영산강하구언,무안2,2.7,2.321,0.089,4.9
2024,10,2024.10.02,영산강,영산강상류,광주3,2.7,6.452,0.092,3.8
2024,10,2024.10.08,영산강,영산강상류,광주3,7.3,7.156,0.219,5.3
2024,10,2024.10.14,영산강,영산강상류,광주3,4,8.058,0.081,4.2
2024,10,2024.10.21,영산강,영산강상류,광주3,2,7.612,0.089,3.9
2024,10,2024.10.28,영산강,영산강상류,광주3,2,7.039,0.095,3.7
2024,10,2024.10.07,영산강,영산강상류,광주천1,2,1.099,0.022,2.9
2024,10,2024.10.02,영산강,영산강상류,광주1,1.6,1.53,0.087,3.1
2024,10,2024.10.08,영산강,영산강상류,광주1,3.2,1.201,0.075,3.9
2024,10,2024.10.14,영산강,영산강상류,광주1,1.5,1.335,0.081,3.2
2024,10,2024.10.21,영산강,영산강상류,광주1,1,1.387,0.095,3
2024,10,2024.10.28,영산강,영산강상류,광주1,0.6,2.078,0.106,3.1
2024,10,2024.10.02,영산강,영산강상류,우치,1.2,1.523,0.077,3.6
2024,10,2024.10.08,영산강,영산강상류,우치,0.9,1.74,0.051,3.7
2024,10,2024.10.14,영산강,영산강상류,우치,2,1.429,0.109,4
2024,10,2024.10.21,영산강,영산강상류,우치,1.4,1.533,0.08,4.4
2024,10,2024.10.28,영산강,영산강상류,우치,1.4,2.072,0.082,4.2
2024,10,2024.10.02,영산강,영산강상류,담양,0.4,2.251,0.174,1.7
2024,10,2024.10.08,영산강,영산강상류,담양,1.4,2.575,0.261,1.8
2024,10,2024.10.14,영산강,영산강상류,담양,0.3,2.259,0.23,1.6
2024,10,2024.10.21,영산강,영산강상류,담양,0.4,2.658,0.274,1.6
2024,10,2024.10.28,영산강,영산강상류,담양,0.2,1.921,0.123,1.4
2024,10,2024.10.02,영산강,황룡강,황룡강5,3.2,1.11,0.061,4.9
2024,10,2024.10.07,영산강,황룡강,황룡강5,3.1,0.751,0.049,5.1
2024,10,2024.10.17,영산강,황룡강,황룡강5,1.6,1.525,0.154,5.2
2024,10,2024.10.24,영산강,황룡강,황룡강5,1.5,1.654,0.113,3.6
2024,10,2024.10.28,영산강,황룡강,황룡강5,1.8,1.423,0.053,4
2024,10,2024.10.08,영산강,황룡강,황룡강2,0.7,0.683,0.027,1.8
2024,10,2024.10.02,영산강,지석천,지석천4,2,2.957,0.147,3.8
2024,10,2024.10.08,영산강,지석천,지석천4,1.1,2.26,0.07,3.2
2024,10,2024.10.17,영산강,지석천,지석천4,1.1,2.616,0.131,3.8
2024,10,2024.10.24,영산강,지석천,지석천4,1.2,2.683,0.126,4.1
2024,10,2024.10.28,영산강,지석천,지석천4,1.4,2.789,0.093,3.2
2024,10,2024.10.02,영산강,영산강중류(죽산보),죽산,4.5,2.892,0.076,5.2
2024,10,2024.10.07,영산강,영산강중류(죽산보),죽산,3.1,3.502,0.073,5.1
2024,10,2024.10.14,영산강,영산강중류(죽산보),죽산,5.1,3.18,0.096,6
2024,10,2024.10.21,영산강,영산강중류(죽산보),죽산,2.7,3.845,0.13,4.7
2024,10,2024.10.28,영산강,영산강중류(죽산보),죽산,4.4,2.79,0.121,4.9
2024,10,2024.10.02,영산강,영산강중류(죽산보),나주,4.6,3.511,0.108,5.3
2024,10,2024.10.07,영산강,영산강중류(죽산보),나주,4.7,3.42,0.079,5.6
2024,10,2024.10.14,영산강,영산강중류(죽산보),나주,3.8,4.368,0.11,5
2024,10,2024.10.21,영산강,영산강중류(죽산보),나주,3.1,3.823,0.137,5.3
2024,10,2024.10.28,영산강,영산강중류(죽산보),나주,4.3,3.387,0.127,4.8
2024,10,2024.10.02,영산강,영산강중류(죽산보),광산,4.2,4.673,0.093,5.4
2024,10,2024.10.07,영산강,영산강중류(죽산보),광산,4.6,3.972,0.077,6.3
2024,10,2024.10.14,영산강,영산강중류(죽산보),광산,4.5,6.071,0.109,6.1
2024,10,2024.10.21,영산강,영산강중류(죽산보),광산,4.7,6.458,0.116,6.2
2024,10,2024.10.28,영산강,영산강중류(죽산보),광산,2.9,4.815,0.108,5.4
2024,10,2024.10.14,영산강,고막원천,고막원천4,2.1,1.197,0.114,5.1
2024,10,2024.10.21,영산강,고막원천,고막원천4,1.8,3.536,0.244,5.7
2024,10,2024.10.29,영산강,고막원천,고막원천4,1.7,3.272,0.145,5.2
2024,10,2024.10.02,영산강,영산강하류,무안1,1.5,2.665,0.164,3.8
2024,10,2024.10.08,영산강,영산강하류,무안1,2.6,2.597,0.101,4
2024,10,2024.10.14,영산강,영산강하류,무안1,1.6,2.625,0.087,3.5
2024,10,2024.10.21,영산강,영산강하류,무안1,1,3.093,0.194,3.3
2024,10,2024.10.28,영산강,영산강하류,무안1,1.9,3.79,0.187,3.7
2024,10,2024.10.11,영산강,영암천,영암천1,1.1,3.537,0.178,3.2
2024,10,2024.10.02,영산강,영산강하구언,무안2,2.4,2.312,0.108,4.8
2024,10,2024.10.08,영산강,영산강하구언,무안2,1.7,2.245,0.09,4.6
2024,10,2024.10.14,영산강,영산강하구언,무안2,1.1,2.219,0.132,4.7
2024,10,2024.10.21,영산강,영산강하구언,무안2,1.1,2.298,0.088,4.7
2024,10,2024.10.29,영산강,영산강하구언,무안2,2.2,2.329,0.083,5
2024,11,2024.11.04,영산강,영산강상류,광주3,3.6,5.775,0.29,4.2
2024,11,2024.11.11,영산강,영산강상류,광주3,2.9,6.157,0.086,3.6
2024,11,2024.11.18,영산강,영산강상류,광주3,3.9,8.024,0.118,3.9
2024,11,2024.11.25,영산강,영산강상류,광주3,5.6,8.748,0.096,4.3
2024,11,2024.11.05,영산강,영산강상류,광주천1,0.8,1.63,0.066,2.3
2024,11,2024.11.04,영산강,영산강상류,광주1,0.5,1.562,0.115,2.9
2024,11,2024.11.11,영산강,영산강상류,광주1,0.5,1.319,0.075,2.6
2024,11,2024.11.18,영산강,영산강상류,광주1,1.9,1.359,0.082,3.1
2024,11,2024.11.25,영산강,영산강상류,광주1,2,1.702,0.087,3.3
2024,11,2024.11.04,영산강,영산강상류,우치,2,1.465,0.065,3.9
2024,11,2024.11.11,영산강,영산강상류,우치,1.2,1.324,0.055,4
2024,11,2024.11.18,영산강,영산강상류,우치,1.6,1.717,0.105,2.9
2024,11,2024.11.25,영산강,영산강상류,우치,1.5,1.733,0.047,4.5
2024,11,2024.11.04,영산강,영산강상류,담양,0.3,2.401,0.218,1.8
2024,11,2024.11.11,영산강,영산강상류,담양,0.3,2.102,0.196,1.4
2024,11,2024.11.18,영산강,영산강상류,담양,0.3,2.399,0.176,1.4
2024,11,2024.11.25,영산강,영산강상류,담양,0.3,4.005,0.488,1.6
2024,11,2024.11.04,영산강,황룡강,황룡강5,2.3,1.467,0.055,3.9
2024,11,2024.11.14,영산강,황룡강,황룡강5,1.7,1.084,0.041,3.9
2024,11,2024.11.18,영산강,황룡강,황룡강5,1.7,1.07,0.045,3.5
2024,11,2024.11.25,영산강,황룡강,황룡강5,3.8,0.954,0.061,5.7
2024,11,2024.11.07,영산강,황룡강,황룡강2,0.9,1.117,0.029,1.9
2024,11,2024.11.04,영산강,지석천,지석천4,0.9,2.418,0.133,4.3
2024,11,2024.11.14,영산강,지석천,지석천4,1,2.84,0.107,3.1
2024,11,2024.11.18,영산강,지석천,지석천4,0.8,4.143,0.224,2.7
2024,11,2024.11.25,영산강,지석천,지석천4,1.3,3.381,0.094,3.4
2024,11,2024.11.04,영산강,영산강중류(죽산보),죽산,4.3,4.426,0.113,5.7
2024,11,2024.11.11,영산강,영산강중류(죽산보),죽산,4.9,2.881,0.116,6.6
2024,11,2024.11.18,영산강,영산강중류(죽산보),죽산,2.4,3.252,0.081,4.6
2024,11,2024.11.25,영산강,영산강중류(죽산보),죽산,2.9,3.608,0.053,5.4
2024,11,2024.11.04,영산강,영산강중류(죽산보),나주,3.9,3.579,0.164,4.6
2024,11,2024.11.11,영산강,영산강중류(죽산보),나주,3.7,4.447,0.092,5.7
2024,11,2024.11.18,영산강,영산강중류(죽산보),나주,3.5,4.064,0.1,4.2
2024,11,2024.11.25,영산강,영산강중류(죽산보),나주,3.6,5.127,0.063,5
2024,11,2024.11.04,영산강,영산강중류(죽산보),광산,3.6,3.274,0.157,4.9
2024,11,2024.11.11,영산강,영산강중류(죽산보),광산,3.5,4.979,0.078,5.5
2024,11,2024.11.18,영산강,영산강중류(죽산보),광산,4.7,5.841,0.073,5.5
2024,11,2024.11.25,영산강,영산강중류(죽산보),광산,4.6,7.491,0.053,6.4
2024,11,2024.11.05,영산강,고막원천,고막원천4,0.6,3.198,0.154,4.6
2024,11,2024.11.11,영산강,고막원천,고막원천4,1.2,3.062,0.141,5.4
2024,11,2024.11.19,영산강,고막원천,고막원천4,2.9,2.453,0.1,5.3
2024,11,2024.11.04,영산강,영산강하류,무안1,1,2.82,0.114,3.5
2024,11,2024.11.11,영산강,영산강하류,무안1,1,3.048,0.087,3.4
2024,11,2024.11.18,영산강,영산강하류,무안1,2,3.104,0.112,3.4
2024,11,2024.11.25,영산강,영산강하류,무안1,1.7,3.689,0.089,3.6
2024,11,2024.11.06,영산강,영암천,영암천1,0.6,2.666,0.133,2.3
2024,11,2024.11.05,영산강,영산강하구언,무안2,2.3,2.591,0.077,4.4
2024,11,2024.11.11,영산강,영산강하구언,무안2,1.5,2.706,0.072,4.9
2024,11,2024.11.19,영산강,영산강하구언,무안2,0.8,2.703,0.061,4.3
2024,11,2024.11.26,영산강,영산강하구언,무안2,1.1,2.613,0.044,5
2024,12,2024.12.02,영산강,영산강상류,광주3,5.8,7.868,0.535,5.3
2024,12,2024.12.09,영산강,영산강상류,광주3,2.9,9.033,0.094,4.2
2024,12,2024.12.16,영산강,영산강상류,광주3,1.5,9.484,0.108,4.2
2024,12,2024.12.24,영산강,영산강상류,광주3,2.4,10.627,0.129,4.5
2024,12,2024.12.02,영산강,영산강상류,광주천1,1.7,2.277,0.072,2.4
2024,12,2024.12.02,영산강,영산강상류,광주1,1.3,2.334,0.096,3.5
2024,12,2024.12.09,영산강,영산강상류,광주1,1.1,2.393,0.092,3
2024,12,2024.12.16,영산강,영산강상류,광주1,2,2.887,0.15,3.1
2024,12,2024.12.24,영산강,영산강상류,광주1,0.9,3.286,0.109,2.6
2024,12,2024.12.02,영산강,영산강상류,우치,1.6,2.563,0.085,4.7
2024,12,2024.12.09,영산강,영산강상류,우치,1.8,2.655,0.079,3.7
2024,12,2024.12.16,영산강,영산강상류,우치,2,2.948,0.068,2.6
2024,12,2024.12.23,영산강,영산강상류,우치,1.1,2.745,0.049,3.4
2024,12,2024.12.02,영산강,영산강상류,담양,0.4,3.233,0.307,1.7
2024,12,2024.12.09,영산강,영산강상류,담양,0.3,2.348,0.145,1.3
2024,12,2024.12.16,영산강,영산강상류,담양,0.5,1.938,0.096,1.6
2024,12,2024.12.24,영산강,영산강상류,담양,0.3,2.403,0.126,1.3
2024,12,2024.12.02,영산강,황룡강,황룡강5,4.9,1.862,0.125,6.8
2024,12,2024.12.09,영산강,황룡강,황룡강5,3.8,1.288,0.07,5.7
2024,12,2024.12.16,영산강,황룡강,황룡강5,3.3,1.614,0.044,3.5
2024,12,2024.12.23,영산강,황룡강,황룡강5,6,1.809,0.073,6.3
2024,12,2024.12.05,영산강,황룡강,황룡강2,1.1,2.017,0.035,5.4
2024,12,2024.12.02,영산강,지석천,지석천4,2.1,2.929,0.098,3.4
2024,12,2024.12.09,영산강,지석천,지석천4,1.2,3.603,0.09,3.2
2024,12,2024.12.16,영산강,지석천,지석천4,1.6,4.09,0.094,2.4
2024,12,2024.12.23,영산강,지석천,지석천4,1.2,5.867,0.113,3.3
2024,12,2024.12.02,영산강,영산강중류(죽산보),죽산,4.5,6.475,0.082,5.2
2024,12,2024.12.09,영산강,영산강중류(죽산보),죽산,4.2,4.247,0.166,5.8
2024,12,2024.12.16,영산강,영산강중류(죽산보),죽산,5.4,5.131,0.08,5.1
2024,12,2024.12.23,영산강,영산강중류(죽산보),죽산,6.2,6.848,0.086,7.2
2024,12,2024.12.02,영산강,영산강중류(죽산보),나주,5.3,4.384,0.194,6.2
2024,12,2024.12.09,영산강,영산강중류(죽산보),나주,4.2,6.512,0.117,5.8
2024,12,2024.12.16,영산강,영산강중류(죽산보),나주,4.4,7.222,0.091,5.3
2024,12,2024.12.23,영산강,영산강중류(죽산보),나주,3.7,6.875,0.094,5.7
2024,12,2024.12.02,영산강,영산강중류(죽산보),광산,4.9,4.346,0.202,6.3
2024,12,2024.12.09,영산강,영산강중류(죽산보),광산,4,7.796,0.104,6.9
2024,12,2024.12.16,영산강,영산강중류(죽산보),광산,3.8,7.244,0.07,4.8
2024,12,2024.12.23,영산강,영산강중류(죽산보),광산,4.1,8.366,0.073,6.3
2024,12,2024.12.03,영산강,고막원천,고막원천4,5.3,3.575,0.169,6.1
2024,12,2024.12.10,영산강,고막원천,고막원천4,4.2,3.564,0.173,6
2024,12,2024.12.17,영산강,고막원천,고막원천4,4.6,3.491,0.201,6.4
2024,12,2024.12.02,영산강,영산강하류,무안1,0.8,3.576,0.059,3.6
2024,12,2024.12.09,영산강,영산강하류,무안1,1.1,4.577,0.08,3.3
2024,12,2024.12.16,영산강,영산강하류,무안1,1.2,5.416,0.074,3.3
2024,12,2024.12.24,영산강,영산강하류,무안1,1.1,5.36,0.1,3.8
2024,12,2024.12.05,영산강,영암천,영암천1,1.4,3.824,0.164,2.5
2024,12,2024.12.03,영산강,영산강하구언,무안2,1.8,2.578,0.047,5
2024,12,2024.12.10,영산강,영산강하구언,무안2,1.4,2.584,0.043,5.4
2024,12,2024.12.17,영산강,영산강하구언,무안2,1.6,2.598,0.029,4.2
2024,12,2024.12.23,영산강,영산강하구언,무안2,1,2.565,0.027,4.3
2025,1,2025.01.02,영산강,영산강상류,광주3,1.5,9.139,0.12,4.4
2025,1,2025.01.06,영산강,영산강상류,광주3,3.8,9.724,0.109,4.5
2025,1,2025.01.15,영산강,영산강상류,광주3,3.7,11.051,0.179,4.2
2025,1,2025.01.21,영산강,영산강상류,광주3,3.5,10.583,0.142,4.9
2025,1,2025.01.13,영산강,영산강상류,광주천1,2.2,2.593,0.066,2.3
2025,1,2025.01.02,영산강,영산강상류,광주1,1.5,2.612,0.095,2.7
2025,1,2025.01.06,영산강,영산강상류,광주1,1.2,3.05,0.093,3.1
2025,1,2025.01.15,영산강,영산강상류,광주1,1.3,2.85,0.087,2.8
2025,1,2025.01.21,영산강,영산강상류,광주1,1.6,2.741,0.066,3
2025,1,2025.01.02,영산강,영산강상류,우치,0.9,2.727,0.08,3.4
2025,1,2025.01.06,영산강,영산강상류,우치,1.1,2.915,0.057,3.3
2025,1,2025.01.13,영산강,영산강상류,우치,1.2,2.799,0.074,3.4
2025,1,2025.01.20,영산강,영산강상류,우치,2.3,2.562,0.058,3.2
2025,1,2025.01.02,영산강,영산강상류,담양,0.4,2.803,0.295,1.5
2025,1,2025.01.06,영산강,영산강상류,담양,0.3,2.272,0.096,1.5
2025,1,2025.01.15,영산강,영산강상류,담양,0.4,2.136,0.154,1.6
2025,1,2025.01.21,영산강,영산강상류,담양,0.3,1.966,0.147,1.6
2025,1,2025.01.02,영산강,황룡강,황룡강5,2.2,1.646,0.035,3.6
2025,1,2025.01.06,영산강,황룡강,황룡강5,2.7,1.812,0.037,3.9
2025,1,2025.01.13,영산강,황룡강,황룡강5,2.5,1.815,0.044,3.6
2025,1,2025.01.20,영산강,황룡강,황룡강5,4,1.728,0.052,5
2025,1,2025.01.13,영산강,황룡강,황룡강2,0.8,1.446,0.024,1.3
2025,1,2025.01.02,영산강,지석천,지석천4,1.5,5.373,0.088,3.2
2025,1,2025.01.06,영산강,지석천,지석천4,1.9,5.854,0.086,3.3
2025,1,2025.01.13,영산강,지석천,지석천4,2.4,8.746,0.577,3.4
2025,1,2025.01.20,영산강,지석천,지석천4,3.1,3.891,0.107,3.9
2025,1,2025.01.02,영산강,영산강중류(죽산보),죽산,4.6,7.147,0.071,6.7
2025,1,2025.01.06,영산강,영산강중류(죽산보),죽산,6.2,7.093,0.052,6.3
2025,1,2025.01.13,영산강,영산강중류(죽산보),죽산,5.1,7.11,0.139,7.9
2025,1,2025.01.20,영산강,영산강중류(죽산보),죽산,6.8,7.197,0.118,8.3
2025,1,2025.01.02,영산강,영산강중류(죽산보),나주,3.8,7.525,0.088,5.9
2025,1,2025.01.06,영산강,영산강중류(죽산보),나주,5,7.252,0.087,6.2
2025,1,2025.01.13,영산강,영산강중류(죽산보),나주,4.4,8.64,0.193,6.2
2025,1,2025.01.20,영산강,영산강중류(죽산보),나주,5.1,8.005,0.139,6.6
2025,1,2025.01.02,영산강,영산강중류(죽산보),광산,3.7,8.135,0.089,6.2
2025,1,2025.01.06,영산강,영산강중류(죽산보),광산,3.9,8.382,0.069,6.2
2025,1,2025.01.13,영산강,영산강중류(죽산보),광산,4.7,9.131,0.447,7.4
2025,1,2025.01.20,영산강,영산강중류(죽산보),광산,4.2,9.847,0.11,6.7
2025,1,2025.01.14,영산강,고막원천,고막원천4,5.1,3.597,0.23,7
2025,1,2025.01.02,영산강,영산강하류,무안1,2.6,4.322,0.09,4.1
2025,1,2025.01.06,영산강,영산강하류,무안1,2.2,4.167,0.044,4
2025,1,2025.01.15,영산강,영산강하류,무안1,1.8,5.81,0.09,3.8
2025,1,2025.01.21,영산강,영산강하류,무안1,1.4,6.311,0.043,3.6
2025,1,2025.01.16,영산강,영암천,영암천1,1.4,3.665,0.168,3.1
2025,1,2025.01.02,영산강,영산강하구언,무안2,2,2.846,0.026,4.4
2025,1,2025.01.06,영산강,영산강하구언,무안2,1,3.11,0.032,4.2
2025,1,2025.01.14,영산강,영산강하구언,무안2,1.8,3.069,0.041,4.3
2025,1,2025.01.20,영산강,영산강하구언,무안2,2.6,3.053,0.035,6
2025,2,2025.02.04,영산강,영산강상류,광주3,4.1,7.492,0.147,5.2
2025,2,2025.02.11,영산강,영산강상류,광주3,2.6,13.209,0.157,4.8
2025,2,2025.02.18,영산강,영산강상류,광주3,3.4,12.845,0.148,4.5
2025,2,2025.02.26,영산강,영산강상류,광주3,2.7,11.183,0.119,5
2025,2,2025.02.03,영산강,영산강상류,광주천1,1.1,2.521,0.041,1.3
2025,2,2025.02.04,영산강,영산강상류,광주1,1.6,2.621,0.119,3.4
2025,2,2025.02.11,영산강,영산강상류,광주1,2.1,3.04,0.098,3.8
2025,2,2025.02.18,영산강,영산강상류,광주1,1.3,2.755,0.117,2.6
2025,2,2025.02.26,영산강,영산강상류,광주1,2.7,2.679,0.106,3.3
2025,2,2025.02.03,영산강,영산강상류,우치,1.7,2.746,0.086,4.4
2025,2,2025.02.14,영산강,영산강상류,우치,1.3,2.626,0.063,3
2025,2,2025.02.17,영산강,영산강상류,우치,1.3,2.653,0.069,3.7
2025,2,2025.02.24,영산강,영산강상류,우치,1.1,2.319,0.054,3.5
2025,2,2025.02.04,영산강,영산강상류,담양,0.2,2.08,0.061,1.6
2025,2,2025.02.11,영산강,영산강상류,담양,0.8,2.385,0.155,1.6
2025,2,2025.02.18,영산강,영산강상류,담양,0.4,1.945,0.064,1.4
2025,2,2025.02.26,영산강,영산강상류,담양,0.8,2.056,0.09,1.5
2025,2,2025.02.03,영산강,황룡강,황룡강5,3.6,2.19,0.085,5.8
2025,2,2025.02.14,영산강,황룡강,황룡강5,2.6,2.49,0.078,5.1
2025,2,2025.02.17,영산강,황룡강,황룡강5,3,2.376,0.092,5.2
2025,2,2025.02.24,영산강,황룡강,황룡강5,3.9,2.182,0.072,5
2025,2,2025.02.11,영산강,황룡강,황룡강2,1.6,2.441,0.061,1.7
2025,2,2025.02.03,영산강,지석천,지석천4,2.5,3.069,0.123,4.1
2025,2,2025.02.14,영산강,지석천,지석천4,1.4,8.049,0.135,4.4
2025,2,2025.02.17,영산강,지석천,지석천4,2.1,3.32,0.095,4.1
2025,2,2025.02.24,영산강,지석천,지석천4,2.3,6.985,0.133,4.5
2025,2,2025.02.03,영산강,영산강중류(죽산보),죽산,6.6,7.051,0.151,8.3
2025,2,2025.02.11,영산강,영산강중류(죽산보),죽산,7.1,5.456,0.207,8.9
2025,2,2025.02.17,영산강,영산강중류(죽산보),죽산,6.8,6.842,0.175,8.6
2025,2,2025.02.24,영산강,영산강중류(죽산보),죽산,7.9,5.363,0.193,9.1
2025,2,2025.02.03,영산강,영산강중류(죽산보),나주,6.2,6.825,0.26,7.8
2025,2,2025.02.11,영산강,영산강중류(죽산보),나주,5,6.503,0.135,7.7
2025,2,2025.02.17,영산강,영산강중류(죽산보),나주,4.4,6.31,0.165,6.1
2025,2,2025.02.24,영산강,영산강중류(죽산보),나주,4.8,6.523,0.153,7.9
2025,2,2025.02.03,영산강,영산강중류(죽산보),광산,8.9,6.166,0.345,8.9
2025,2,2025.02.11,영산강,영산강중류(죽산보),광산,4.7,7.615,0.23,6.9
2025,2,2025.02.17,영산강,영산강중류(죽산보),광산,4.9,6.833,0.17,6.8
2025,2,2025.02.24,영산강,영산강중류(죽산보),광산,3.9,7.752,0.128,6.9
2025,2,2025.02.18,영산강,고막원천,고막원천4,2.6,4.177,0.21,6.3
2025,2,2025.02.25,영산강,고막원천,고막원천4,5.2,3.567,0.204,7
2025,2,2025.02.04,영산강,영산강하류,무안1,2.1,5.536,0.165,4
2025,2,2025.02.11,영산강,영산강하류,무안1,2.6,8.644,0.056,4.4
2025,2,2025.02.18,영산강,영산강하류,무안1,3.3,6.904,0.13,4.2
2025,2,2025.02.26,영산강,영산강하류,무안1,4.4,5.416,0.105,4.9
2025,2,2025.02.19,영산강,영암천,영암천1,3,4.258,0.225,3.2
2025,2,2025.02.03,영산강,영산강하구언,무안2,1.8,3.317,0.035,5.1
2025,2,2025.02.14,영산강,영산강하구언,무안2,0.9,3.783,0.036,4.8
2025,2,2025.02.18,영산강,영산강하구언,무안2,1.6,3.886,0.044,5.4
2025,2,2025.02.25,영산강,영산강하구언,무안2,1.4,3.989,0.038,4.7
2025,3,2025.03.06,영산강,영산강상류,광주3,15.1,9.217,0.507,8.5
2025,3,2025.03.12,영산강,영산강상류,광주3,12.2,11.167,0.2,5
2025,3,2025.03.18,영산강,영산강상류,광주3,11.9,13.186,0.15,6.1
2025,3,2025.03.24,영산강,영산강상류,광주3,8.5,12.97,0.19,6.2
2025,3,2025.03.10,영산강,영산강상류,광주천1,2.5,2.174,0.074,3.1
2025,3,2025.03.06,영산강,영산강상류,광주1,2.4,2.609,0.116,3.9
2025,3,2025.03.12,영산강,영산강상류,광주1,4.2,2.53,0.135,3.5
2025,3,2025.03.18,영산강,영산강상류,광주1,3.8,1.544,0.111,4.3
2025,3,2025.03.24,영산강,영산강상류,광주1,4,1.97,0.152,5
2025,3,2025.03.05,영산강,영산강상류,우치,2.9,2.854,0.137,5.2
2025,3,2025.03.10,영산강,영산강상류,우치,1.9,1.931,0.063,3.2
2025,3,2025.03.17,영산강,영산강상류,우치,4.4,2.059,0.096,5.9
2025,3,2025.03.24,영산강,영산강상류,우치,5.5,2.01,0.105,5.3
2025,3,2025.03.31,영산강,영산강상류,우치,7.1,1.848,0.157,7.3
2025,3,2025.03.06,영산강,영산강상류,담양,0.9,2.663,0.151,1.9
2025,3,2025.03.12,영산강,영산강상류,담양,2.3,2.698,0.208,1.8
2025,3,2025.03.18,영산강,영산강상류,담양,0.5,2.505,0.247,1.8
2025,3,2025.03.24,영산강,영산강상류,담양,0.3,3.114,0.371,2.1
2025,3,2025.03.05,영산강,황룡강,황룡강5,3.9,3.088,0.183,6.6
2025,3,2025.03.10,영산강,황룡강,황룡강5,3.8,2.459,0.104,6.1
2025,3,2025.03.17,영산강,황룡강,황룡강5,5.9,2.134,0.091,7.3
2025,3,2025.03.24,영산강,황룡강,황룡강5,5.5,2.012,0.11,6.4
2025,3,2025.03.31,영산강,황룡강,황룡강5,4.7,1.712,0.074,4.9
2025,3,2025.03.06,영산강,황룡강,황룡강2,2.6,2.856,0.038,3.3
2025,3,2025.03.05,영산강,지석천,지석천4,6.9,3.165,0.198,6.9
2025,3,2025.03.10,영산강,지석천,지석천4,5.8,3.033,0.147,5.6
2025,3,2025.03.17,영산강,지석천,지석천4,5.7,2.844,0.171,6
2025,3,2025.03.24,영산강,지석천,지석천4,8,3.114,0.199,7.5
2025,3,2025.03.31,영산강,지석천,지석천4,8,3.072,0.236,8.4
2025,3,2025.03.05,영산강,영산강중류(죽산보),죽산,5.5,7.264,0.154,7.7
2025,3,2025.03.10,영산강,영산강중류(죽산보),죽산,8.2,4.949,0.193,8.4
2025,3,2025.03.17,영산강,영산강중류(죽산보),죽산,6.3,4.759,0.143,8.5
2025,3,2025.03.24,영산강,영산강중류(죽산보),죽산,5.9,4.691,0.083,7.8
2025,3,2025.03.31,영산강,영산강중류(죽산보),죽산,6.8,6.196,0.165,8.9
2025,3,2025.03.05,영산강,영산강중류(죽산보),나주,7.8,5.573,0.218,8.2
2025,3,2025.03.10,영산강,영산강중류(죽산보),나주,7.8,5.209,0.183,8.3
2025,3,2025.03.17,영산강,영산강중류(죽산보),나주,6,5.96,0.169,8
2025,3,2025.03.24,영산강,영산강중류(죽산보),나주,8.3,7.404,0.188,8.8
2025,3,2025.03.31,영산강,영산강중류(죽산보),나주,10.1,7.813,0.125,10.2
2025,3,2025.03.05,영산강,영산강중류(죽산보),광산,7.8,5.625,0.233,8.1
2025,3,2025.03.10,영산강,영산강중류(죽산보),광산,6.8,5.839,0.146,6.9
2025,3,2025.03.17,영산강,영산강중류(죽산보),광산,5.8,7.714,0.143,8.2
2025,3,2025.03.24,영산강,영산강중류(죽산보),광산,6.5,8.311,0.155,9
2025,3,2025.03.31,영산강,영산강중류(죽산보),광산,9.1,9.208,0.145,10.1
2025,3,2025.03.07,영산강,고막원천,고막원천4,4,4.645,0.3,8.4
2025,3,2025.03.12,영산강,고막원천,고막원천4,4.1,4.099,0.206,7.2
2025,3,2025.03.19,영산강,고막원천,고막원천4,5.7,3.221,0.165,7.9
2025,3,2025.03.25,영산강,고막원천,고막원천4,5.4,2.92,0.134,7.4
2025,3,2025.03.06,영산강,영산강하류,무안1,4.3,5.266,0.124,5.2
2025,3,2025.03.12,영산강,영산강하류,무안1,5.9,5.683,0.081,5.2
2025,3,2025.03.18,영산강,영산강하류,무안1,1.6,5.675,0.105,4.2
2025,3,2025.03.24,영산강,영산강하류,무안1,1.7,8.397,0.09,4.4
