year,month,date,system,central,site,BOD,T_N,T_P,TOC
2023,1,2023.01.17,영산강,영암천,영암천2,3.3,2.425,0.086,5.7
2023,1,2023.01.17,영산강,주암댐,주암댐,0.8,0.611,0.009,2.1
2023,1,2023.01.17,영산강,죽산보(영산강중류),영산포2,3.8,7.284,0.119,5.4
2023,1,2023.01.18,영산강,섬진강댐,관촌,1.1,3.903,0.008,1.2
2023,1,2023.01.18,영산강,섬진강댐하류,임실,1.6,2.899,0.009,1.5
2023,1,2023.01.18,영산강,오수천,오수천2,1.9,2.774,0.033,3.5
2023,1,2023.01.18,영산강,요천,요천3,2.8,3.953,0.031,3
2023,1,2023.01.18,영산강,죽산보(영산강중류),문평천,2,3.503,0.033,2.3
2023,1,2023.01.18,영산강,죽산보(영산강중류),만봉천,2.9,3.688,0.158,4.5
2023,1,2023.01.18,영산강,죽산보(영산강중류),장성천2,3.1,6.079,0.383,4.9
2023,1,2023.01.18,영산강,죽산보(영산강중류),영산천,3,7.258,0.155,3.8
2023,1,2023.01.18,영산강,탐진강,탐진강4,4.6,2.237,0.105,4.5
2023,1,2023.01.18,영산강,탐진강,탐진강5,4.2,2.941,0.12,4.9
2023,1,2023.01.19,영산강,섬진강하류,계산,2.2,3.189,0.037,3.1
2023,1,2023.01.19,영산강,주암댐,동복천2,1.7,1.76,0.03,2.3
2023,1,2023.01.30,영산강,영산강상류,우치,1.8,3.318,0.08,2.6
2023,1,2023.01.30,영산강,영산강상류,광주천2,7.8,7.203,0.182,7.7
2023,1,2023.01.30,영산강,영산강상류,풍영정천2,2.8,3.541,0.121,3.6
2023,1,2023.01.30,영산강,죽산보(영산강중류),죽산,8.8,4.639,0.138,6.6
2023,1,2023.01.30,영산강,죽산보(영산강중류),평동천,1.8,9.078,0.289,3.6
2023,1,2023.01.30,영산강,죽산보(영산강중류),광산,5.9,11.805,0.174,7
2023,1,2023.01.30,영산강,죽산보(영산강중류),나주,5.3,7.731,0.114,5.8
2023,1,2023.01.30,영산강,지석천,지석천4,3.3,6.924,0.117,3.9
2023,1,2023.01.30,영산강,황룡강,황룡강5,5.2,3.395,0.136,5.4
2023,1,2023.01.31,영산강,고막원천,고막원천4,5.4,5.224,0.202,6.1
2023,1,2023.01.31,영산강,영산강하구언,무안2,1.9,2.364,0.031,4.6
2023,1,2023.01.31,영산강,영산강하류,삼포천2,2.9,6.091,0.109,6.4
2023,1,2023.01.31,영산강,영산강하류,함평,3.5,5.841,0.104,5.3
2023,1,2023.01.31,영산강,영산강하류,함평천3,2.6,7.149,0.174,5.4
2023,1,2023.01.31,영산강,영암천,영암천2,4.2,2.881,0.08,6.4
2023,1,2023.01.31,영산강,주암댐,주암댐,0.9,0.571,0.01,1.7
2023,1,2023.01.31,영산강,죽산보(영산강중류),영산포2,6.6,4.603,0.128,6.7
2023,2,2023.02.01,영산강,섬진강댐,관촌,1,2.845,0.012,1.3
2023,2,2023.02.01,영산강,섬진강댐하류,임실,0.7,1.309,0.007,2.1
2023,2,2023.02.01,영산강,오수천,오수천2,1.1,2.027,0.016,1.8
2023,2,2023.02.01,영산강,요천,요천3,1.6,5.043,0.027,2.1
2023,2,2023.02.01,영산강,죽산보(영산강중류),문평천,1.6,3.752,0.026,1.8
2023,2,2023.02.01,영산강,죽산보(영산강중류),만봉천,2.4,3.371,0.13,3.1
2023,2,2023.02.01,영산강,죽산보(영산강중류),장성천2,2.5,5.722,0.444,4.1
2023,2,2023.02.01,영산강,죽산보(영산강중류),영산천,3.5,9.711,0.196,3.6
2023,2,2023.02.01,영산강,탐진강,탐진강4,3,2.382,0.116,3.3
2023,2,2023.02.01,영산강,탐진강,탐진강5,4.5,2.344,0.093,4.3
2023,2,2023.02.02,영산강,섬진강하류,계산,1.7,2.612,0.019,2.3
2023,2,2023.02.02,영산강,주암댐,동복천2,2,1.376,0.019,1.6
2023,2,2023.02.06,영산강,영산강상류,우치,2.1,2.883,0.074,2.9
2023,2,2023.02.06,영산강,영산강상류,광주천2,6,2.866,0.151,6.9
2023,2,2023.02.06,영산강,영산강상류,풍영정천2,4.1,3.371,0.137,5.4
2023,2,2023.02.06,영산강,죽산보(영산강중류),죽산,5.9,7.412,0.095,7
2023,2,2023.02.06,영산강,죽산보(영산강중류),평동천,1.3,10.4,0.483,4.7
2023,2,2023.02.06,영산강,죽산보(영산강중류),광산,6.3,10.757,0.139,7.9
2023,2,2023.02.06,영산강,죽산보(영산강중류),나주,7.3,9.895,0.171,8.7
2023,2,2023.02.06,영산강,지석천,지석천4,3.8,6.729,0.142,5.3
2023,2,2023.02.06,영산강,황룡강,황룡강5,5.3,3.402,0.154,5.9
2023,2,2023.02.07,영산강,고막원천,고막원천4,6,4.382,0.206,6.5
2023,2,2023.02.07,영산강,영산강하구언,무안2,1.4,2.847,0.032,4.9
2023,2,2023.02.07,영산강,영산강하류,삼포천2,6.1,5.683,0.204,7.9
2023,2,2023.02.07,영산강,영산강하류,함평,4.4,4.416,0.08,6.8
2023,2,2023.02.07,영산강,영산강하류,함평천3,1.9,6.307,0.185,6
2023,2,2023.02.07,영산강,영암천,영암천2,1.8,4.183,0.059,5.8
2023,2,2023.02.07,영산강,주암댐,주암댐,0.4,0.615,0.008,2.1
2023,2,2023.02.07,영산강,죽산보(영산강중류),영산포2,3.6,5.564,0.075,6.5
2023,2,2023.02.08,영산강,섬진강댐,관촌,0.7,2.529,0.014,1.7
2023,2,2023.02.08,영산강,섬진강댐하류,임실,0.6,1.466,0.008,2.4
2023,2,2023.02.08,영산강,오수천,오수천2,1.2,1.744,0.018,2.2
2023,2,2023.02.08,영산강,요천,요천3,2.1,5.454,0.032,3.1
2023,2,2023.02.08,영산강,죽산보(영산강중류),문평천,0.7,3.508,0.022,1.7
2023,2,2023.02.08,영산강,죽산보(영산강중류),만봉천,2.1,2.863,0.14,3.5
2023,2,2023.02.08,영산강,죽산보(영산강중류),장성천2,2,5.447,0.453,3.8
2023,2,2023.02.08,영산강,죽산보(영산강중류),영산천,2.2,9.501,0.252,3.8
2023,2,2023.02.08,영산강,탐진강,탐진강4,3.7,2.285,0.116,4.7
2023,2,2023.02.08,영산강,탐진강,탐진강5,4.3,1.911,0.101,3.5
2023,2,2023.02.09,영산강,섬진강하류,계산,1.4,2.61,0.032,2.9
2023,2,2023.02.09,영산강,주암댐,동복천2,1.3,1.316,0.02,1.8
2023,2,2023.02.13,영산강,영산강상류,우치,3.1,2.37,0.076,3.2
2023,2,2023.02.13,영산강,영산강상류,광주천2,8.3,2.472,0.203,6.7
2023,2,2023.02.13,영산강,영산강상류,풍영정천2,5.4,2.941,0.146,5.7
2023,2,2023.02.13,영산강,죽산보(영산강중류),죽산,5.4,8.833,0.088,5.8
2023,2,2023.02.13,영산강,죽산보(영산강중류),평동천,2.7,6.973,0.487,6.1
2023,2,2023.02.13,영산강,죽산보(영산강중류),광산,8.6,8.071,0.27,9.1
2023,2,2023.02.13,영산강,죽산보(영산강중류),나주,8.2,8.779,0.177,8
2023,2,2023.02.13,영산강,지석천,지석천4,5.6,4.595,0.259,5.1
2023,2,2023.02.13,영산강,황룡강,황룡강5,5.7,2.892,0.137,5.1
2023,2,2023.02.14,영산강,고막원천,고막원천4,6,4.132,0.233,5.4
2023,2,2023.02.14,영산강,영산강하구언,무안2,2.5,2.999,0.044,5.2
2023,2,2023.02.14,영산강,영산강하류,삼포천2,5.5,6.003,0.209,6
2023,2,2023.02.14,영산강,영산강하류,함평,3.7,5.876,0.1,5.3
2023,2,2023.02.14,영산강,영산강하류,함평천3,2.9,5.529,0.166,5.8
2023,2,2023.02.14,영산강,영암천,영암천2,3.6,3.32,0.073,5.8
2023,2,2023.02.14,영산강,주암댐,주암댐,0.7,0.571,0.014,2
2023,2,2023.02.14,영산강,죽산보(영산강중류),영산포2,2.9,8.254,0.097,5.5
2023,2,2023.02.15,영산강,섬진강댐,관촌,1.2,2.217,0.013,1.7
2023,2,2023.02.15,영산강,섬진강댐하류,임실,1,1.4,0.012,2.3
2023,2,2023.02.15,영산강,오수천,오수천2,1.7,1.625,0.02,2.5
2023,2,2023.02.15,영산강,요천,요천3,2.7,5.147,0.034,3.4
2023,2,2023.02.15,영산강,죽산보(영산강중류),문평천,1.9,3.163,0.025,2
2023,2,2023.02.15,영산강,죽산보(영산강중류),만봉천,3.9,2.81,0.164,4.2
2023,2,2023.02.15,영산강,죽산보(영산강중류),장성천2,2.7,5.118,0.54,5.6
2023,2,2023.02.15,영산강,죽산보(영산강중류),영산천,2.1,8.155,0.264,4.4
2023,2,2023.02.15,영산강,탐진강,탐진강4,5.3,2.036,0.133,5.6
2023,2,2023.02.15,영산강,탐진강,탐진강5,5,1.832,0.109,4.5
2023,2,2023.02.16,영산강,섬진강하류,계산,2,2.151,0.032,3.2
2023,2,2023.02.16,영산강,주암댐,동복천2,2.1,1.217,0.03,2.3
2023,2,2023.02.20,영산강,영산강상류,우치,4.1,2.107,0.166,3.1
2023,2,2023.02.20,영산강,영산강상류,광주천2,12.3,2.881,0.317,11.6
2023,2,2023.02.20,영산강,영산강상류,풍영정천2,7.6,4.509,0.265,8.4
2023,2,2023.02.20,영산강,죽산보(영산강중류),죽산,5.4,9.191,0.096,5.5
2023,2,2023.02.20,영산강,죽산보(영산강중류),평동천,3.1,8.368,0.472,5.3
2023,2,2023.02.20,영산강,죽산보(영산강중류),광산,7.7,9.162,0.145,7.4
2023,2,2023.02.20,영산강,죽산보(영산강중류),나주,7,7.511,0.148,6.6
2023,2,2023.02.20,영산강,지석천,지석천4,6,3.97,0.153,5.2
2023,2,2023.02.20,영산강,황룡강,황룡강5,5.9,2.702,0.143,4.8
2023,2,2023.02.21,영산강,고막원천,고막원천4,7.1,3.642,0.19,6.6
2023,2,2023.02.21,영산강,영산강하구언,무안2,2.4,3.299,0.041,4.8
2023,2,2023.02.21,영산강,영산강하류,삼포천2,7,4.685,0.14,5.5
2023,2,2023.02.21,영산강,영산강하류,함평,3.9,7.164,0.096,5.7
2023,2,2023.02.21,영산강,영산강하류,함평천3,3.2,3.39,0.099,4.8
2023,2,2023.02.21,영산강,영암천,영암천2,3.8,3.094,0.082,5.4
2023,2,2023.02.21,영산강,주암댐,주암댐,0.7,0.607,0.011,1.8
2023,2,2023.02.21,영산강,죽산보(영산강중류),영산포2,3.8,8.716,0.105,5.3
2023,2,2023.02.22,영산강,섬진강댐,관촌,1,2.202,0.013,1.9
2023,2,2023.02.22,영산강,섬진강댐하류,임실,0.5,1.426,0.009,2.1
2023,2,2023.02.22,영산강,오수천,오수천2,1.1,1.632,0.019,2.2
2023,2,2023.02.22,영산강,요천,요천3,2.8,5.344,0.04,3
2023,2,2023.02.22,영산강,죽산보(영산강중류),문평천,0.6,3.129,0.024,1.7
2023,2,2023.02.22,영산강,죽산보(영산강중류),만봉천,2.7,2.444,0.106,3.4
2023,2,2023.02.22,영산강,죽산보(영산강중류),장성천2,2.6,4.99,0.574,4.4
2023,2,2023.02.22,영산강,죽산보(영산강중류),영산천,1.7,7.852,0.212,3.8
2023,2,2023.02.22,영산강,탐진강,탐진강4,4.7,2.079,0.107,3.6
2023,2,2023.02.22,영산강,탐진강,탐진강5,4.2,1.811,0.09,4
2023,2,2023.02.23,영산강,섬진강하류,계산,2.1,2.243,0.041,2.8
2023,2,2023.02.23,영산강,주암댐,동복천2,2.6,1.1,0.037,2.2
2023,2,2023.02.27,영산강,영산강상류,우치,4.9,2.113,0.129,4
2023,2,2023.02.27,영산강,영산강상류,광주천2,12.8,2.275,0.297,9.6
2023,2,2023.02.27,영산강,영산강상류,풍영정천2,7.7,2.822,0.264,8.6
2023,2,2023.02.27,영산강,죽산보(영산강중류),죽산,5.2,7.907,0.105,6.1
2023,2,2023.02.27,영산강,죽산보(영산강중류),평동천,3.6,9.563,0.297,5.5
2023,2,2023.02.27,영산강,죽산보(영산강중류),광산,8.4,10.297,0.138,7.6
2023,2,2023.02.27,영산강,죽산보(영산강중류),나주,7.6,9.077,0.142,7.7
2023,2,2023.02.27,영산강,지석천,지석천4,5.1,5.312,0.161,5.2
2023,2,2023.02.27,영산강,황룡강,황룡강5,5.3,2.703,0.158,5.1
2023,2,2023.02.28,영산강,고막원천,고막원천4,9.3,3.269,0.2,6.6
2023,2,2023.02.28,영산강,영산강하구언,무안2,2.1,3.321,0.034,5
2023,2,2023.02.28,영산강,영산강하류,삼포천2,4.5,4.219,0.082,6.4
2023,2,2023.02.28,영산강,영산강하류,함평,3.4,8.476,0.088,5.5
2023,2,2023.02.28,영산강,영산강하류,함평천3,3.9,4.007,0.133,6.1
2023,2,2023.02.28,영산강,영암천,영암천2,4.1,2.623,0.065,5.8
2023,2,2023.02.28,영산강,주암댐,주암댐,0.9,0.628,0.011,2.1
2023,2,2023.02.28,영산강,죽산보(영산강중류),영산포2,3.7,8.329,0.097,6
2023,3,2023.03.02,영산강,섬진강댐,관촌,1.6,2.086,0.019,2.1
2023,3,2023.03.02,영산강,섬진강댐하류,임실,0.8,1.433,0.012,2.4
2023,3,2023.03.02,영산강,오수천,오수천2,2,1.421,0.029,2.4
2023,3,2023.03.02,영산강,요천,요천3,2.6,5.755,0.042,3.2
2023,3,2023.03.02,영산강,죽산보(영산강중류),문평천,1.3,3.162,0.029,1.8
2023,3,2023.03.02,영산강,죽산보(영산강중류),만봉천,4.5,2.12,0.143,5.3
2023,3,2023.03.02,영산강,죽산보(영산강중류),장성천2,3.8,6.389,0.684,5.5
2023,3,2023.03.02,영산강,죽산보(영산강중류),영산천,2.9,8.171,0.278,4.8
2023,3,2023.03.02,영산강,탐진강,탐진강4,6.8,2.454,0.186,6.3
2023,3,2023.03.02,영산강,탐진강,탐진강5,7.1,1.588,0.117,6.5
2023,3,2023.03.03,영산강,섬진강하류,계산,3,2.141,0.056,3.6
2023,3,2023.03.03,영산강,주암댐,동복천2,1.6,0.994,0.02,2
2023,3,2023.03.06,영산강,영산강상류,우치,5.8,2.061,0.17,4.6
2023,3,2023.03.06,영산강,영산강상류,광주천2,11,1.973,0.245,7.6
2023,3,2023.03.06,영산강,영산강상류,풍영정천2,8.5,2.075,0.211,6
2023,3,2023.03.06,영산강,죽산보(영산강중류),죽산,4.8,7.41,0.105,5.6
2023,3,2023.03.06,영산강,죽산보(영산강중류),평동천,3.6,6.913,0.269,5.6
2023,3,2023.03.06,영산강,죽산보(영산강중류),광산,7.4,10.888,0.12,7.5
2023,3,2023.03.06,영산강,죽산보(영산강중류),나주,5.9,9.041,0.101,6.5
2023,3,2023.03.06,영산강,지석천,지석천4,5.1,5.287,0.174,5.4
2023,3,2023.03.06,영산강,황룡강,황룡강5,6,2.91,0.179,4.6
2023,3,2023.03.07,영산강,고막원천,고막원천4,9.8,2.746,0.18,8.3
2023,3,2023.03.07,영산강,영산강하구언,무안2,2.4,3.218,0.041,5.2
2023,3,2023.03.07,영산강,영산강하류,삼포천2,7.4,3.94,0.143,6.9
2023,3,2023.03.07,영산강,영산강하류,함평,4.5,8.134,0.088,5.9
2023,3,2023.03.07,영산강,영산강하류,함평천3,4.2,3.488,0.186,6.8
2023,3,2023.03.07,영산강,영암천,영암천2,3.3,2.827,0.07,5.1
2023,3,2023.03.07,영산강,주암댐,주암댐,0.7,0.609,0.007,2
2023,3,2023.03.07,영산강,죽산보(영산강중류),영산포2,4.6,7.662,0.101,6
2023,3,2023.03.08,영산강,섬진강댐,관촌,2.7,1.818,0.026,2.6
2023,3,2023.03.08,영산강,섬진강댐하류,임실,1,1.487,0.01,2.2
2023,3,2023.03.08,영산강,오수천,오수천2,2.3,1.202,0.018,2.3
2023,3,2023.03.08,영산강,요천,요천3,3.5,5.783,0.034,3.4
2023,3,2023.03.08,영산강,죽산보(영산강중류),문평천,1.5,2.692,0.051,2.2
2023,3,2023.03.08,영산강,죽산보(영산강중류),만봉천,6,1.817,0.145,5.7
2023,3,2023.03.08,영산강,죽산보(영산강중류),장성천2,4.4,4.899,0.46,5.7
2023,3,2023.03.08,영산강,죽산보(영산강중류),영산천,3.7,6.111,0.195,5.2
2023,3,2023.03.08,영산강,탐진강,탐진강4,7.5,2.264,0.157,5.8
2023,3,2023.03.08,영산강,탐진강,탐진강5,8.2,1.552,0.16,6.1
2023,3,2023.03.09,영산강,섬진강하류,계산,3.2,1.939,0.059,3.3
2023,3,2023.03.09,영산강,주암댐,동복천2,3,1.104,0.071,3.2
2023,3,2023.03.13,영산강,영산강상류,우치,6.1,1.731,0.143,4.9
2023,3,2023.03.13,영산강,영산강상류,광주천2,13.6,6.125,0.479,11.9
2023,3,2023.03.13,영산강,영산강상류,풍영정천2,10.7,3.663,0.244,11.5
2023,3,2023.03.13,영산강,죽산보(영산강중류),죽산,5.9,7.798,0.122,6.1
2023,3,2023.03.13,영산강,죽산보(영산강중류),평동천,8,6.924,0.539,10.5
2023,3,2023.03.13,영산강,죽산보(영산강중류),광산,6.2,11.072,0.164,7.2
2023,3,2023.03.13,영산강,죽산보(영산강중류),나주,6.5,9.106,0.162,6.9
2023,3,2023.03.13,영산강,지석천,지석천4,4.7,3.744,0.162,5.5
2023,3,2023.03.13,영산강,황룡강,황룡강5,7.7,4.67,0.323,7.2
2023,3,2023.03.14,영산강,고막원천,고막원천4,3,2.83,0.126,5.1
2023,3,2023.03.14,영산강,영산강하구언,무안2,2,3.094,0.039,4.8
2023,3,2023.03.14,영산강,영산강하류,삼포천2,4.8,4.483,0.161,6.5
2023,3,2023.03.14,영산강,영산강하류,함평,6.7,6.805,0.089,6.4
2023,3,2023.03.14,영산강,영산강하류,함평천3,5.1,3.494,0.185,7
2023,3,2023.03.14,영산강,영암천,영암천2,3.2,2.791,0.09,5.4
2023,3,2023.03.14,영산강,주암댐,주암댐,0.5,0.597,0.011,2
2023,3,2023.03.14,영산강,죽산보(영산강중류),영산포2,6,7.086,0.102,6
2023,3,2023.03.15,영산강,섬진강댐,관촌,1.5,1.801,0.029,2.4
2023,3,2023.03.15,영산강,섬진강댐하류,임실,0.6,1.66,0.011,2.3
2023,3,2023.03.15,영산강,오수천,오수천2,1.3,1.265,0.019,2.9
2023,3,2023.03.15,영산강,요천,요천3,2,5.048,0.038,3.9
2023,3,2023.03.15,영산강,죽산보(영산강중류),문평천,1.1,2.362,0.033,1.9
2023,3,2023.03.15,영산강,죽산보(영산강중류),만봉천,6.3,1.857,0.168,6.2
2023,3,2023.03.15,영산강,죽산보(영산강중류),장성천2,4.1,5.232,0.752,6.6
2023,3,2023.03.15,영산강,죽산보(영산강중류),영산천,2.1,6.474,0.183,5.4
2023,3,2023.03.15,영산강,탐진강,탐진강4,7.8,1.961,0.156,5.4
2023,3,2023.03.15,영산강,탐진강,탐진강5,7.5,1.074,0.116,5.6
2023,3,2023.03.16,영산강,섬진강하류,계산,2.8,2.03,0.057,3.8
2023,3,2023.03.16,영산강,주암댐,동복천2,1.6,0.932,0.031,2
2023,3,2023.03.20,영산강,영산강상류,우치,3.2,1.671,0.082,3.8
2023,3,2023.03.20,영산강,영산강상류,광주천2,19.8,5.146,0.477,18.2
2023,3,2023.03.20,영산강,영산강상류,풍영정천2,12.3,2.93,0.243,11.4
2023,3,2023.03.20,영산강,죽산보(영산강중류),죽산,9.5,8.039,0.119,8.3
2023,3,2023.03.20,영산강,죽산보(영산강중류),평동천,5,7.698,0.54,6.7
2023,3,2023.03.20,영산강,죽산보(영산강중류),광산,4.4,12.525,0.152,7.6
2023,3,2023.03.20,영산강,죽산보(영산강중류),나주,7.6,10.336,0.149,7.1
2023,3,2023.03.20,영산강,지석천,지석천4,4.1,3.71,0.185,5.5
2023,3,2023.03.21,영산강,고막원천,고막원천4,2.6,2.691,0.127,4.3
2023,3,2023.03.21,영산강,영산강하구언,무안2,3.6,3.347,0.042,5.3
2023,3,2023.03.21,영산강,영산강하류,삼포천2,5.1,3.771,0.126,6.2
2023,3,2023.03.21,영산강,영산강하류,함평,8.4,6.806,0.091,8.2
2023,3,2023.03.21,영산강,영산강하류,함평천3,4.4,2.859,0.161,7.3
2023,3,2023.03.21,영산강,영암천,영암천2,4.9,2.537,0.089,6.1
2023,3,2023.03.21,영산강,주암댐,주암댐,0.6,0.646,0.008,2
2023,3,2023.03.21,영산강,죽산보(영산강중류),영산포2,15.5,8.613,0.213,16.3
2023,3,2023.03.21,영산강,황룡강,황룡강5,9.2,4.715,0.363,7.9
2023,3,2023.03.22,영산강,섬진강댐,관촌,2.9,1.822,0.035,2.6
2023,3,2023.03.22,영산강,섬진강댐하류,임실,0.9,1.724,0.014,2.4
2023,3,2023.03.22,영산강,오수천,오수천2,2.8,0.947,0.021,2.9
2023,3,2023.03.22,영산강,요천,요천3,3.2,5.705,0.037,4
2023,3,2023.03.22,영산강,죽산보(영산강중류),문평천,1.3,1.423,0.041,1.8
2023,3,2023.03.22,영산강,죽산보(영산강중류),만봉천,7.3,2.738,0.273,6.1
2023,3,2023.03.22,영산강,죽산보(영산강중류),장성천2,5.2,5.4,0.611,6.5
2023,3,2023.03.22,영산강,죽산보(영산강중류),영산천,3.2,4.403,0.138,5.6
2023,3,2023.03.22,영산강,탐진강,탐진강4,10,1.951,0.167,5.6
2023,3,2023.03.22,영산강,탐진강,탐진강5,10.2,0.926,0.141,6.2
2023,3,2023.03.27,영산강,영산강상류,우치,4.7,1.629,0.103,4.4
2023,3,2023.03.27,영산강,죽산보(영산강중류),죽산,7.2,8.455,0.128,7.4
2023,3,2023.03.27,영산강,죽산보(영산강중류),광산,7.9,7.857,0.291,7.8
2023,3,2023.03.27,영산강,죽산보(영산강중류),나주,7.3,9.679,0.141,7
2023,3,2023.03.28,영산강,영산강하구언,무안2,2.5,3.237,0.041,5
2023,3,2023.03.28,영산강,주암댐,주암댐,0.6,0.635,0.013,2
2023,3,2023.03.28,영산강,지석천,지석천4,5.3,3.033,0.181,5.7
2023,3,2023.03.28,영산강,황룡강,황룡강5,4.8,1.442,0.09,4.1
2023,3,2023.03.29,영산강,주암댐,동복천2,1.7,0.844,0.021,2.2
2023,3,2023.03.28,영산강,섬진강댐,관촌,1.8,1.992,0.029,2.5
2023,3,2023.03.28,영산강,섬진강댐하류,임실,1.7,1.649,0.02,2.4
2023,3,2023.03.28,영산강,탐진강,탐진강4,8,1.854,0.133,4.9
2023,3,2023.03.28,영산강,탐진강,탐진강5,8.9,0.924,0.106,4.6
2023,3,2023.03.29,영산강,오수천,오수천2,1.8,0.981,0.025,2.6
2023,3,2023.03.29,영산강,요천,요천3,2.9,4.361,0.043,3.1
2023,4,2023.04.03,영산강,영산강상류,우치,7.4,0.992,0.152,5.4
2023,4,2023.04.03,영산강,영산강상류,광주천2,13.6,2.226,0.313,11.3
2023,4,2023.04.03,영산강,영산강상류,풍영정천2,13.3,2.43,0.243,9.6
2023,4,2023.04.03,영산강,죽산보(영산강중류),죽산,10.1,8.879,0.166,11
2023,4,2023.04.03,영산강,죽산보(영산강중류),평동천,3.9,5.891,0.347,6.4
2023,4,2023.04.03,영산강,죽산보(영산강중류),광산,9.5,9.967,0.121,9.1
2023,4,2023.04.03,영산강,죽산보(영산강중류),나주,9.3,6.819,0.158,9
2023,4,2023.04.03,영산강,지석천,지석천4,6.4,2.165,0.139,5.8
2023,4,2023.04.03,영산강,황룡강,황룡강5,6.3,1.316,0.111,5.2
2023,4,2023.04.04,영산강,고막원천,고막원천4,6.1,1.322,0.124,4.8
2023,4,2023.04.04,영산강,영산강하구언,무안2,4.2,3.256,0.047,5.6
2023,4,2023.04.04,영산강,영산강하류,삼포천2,6.4,4.227,0.134,6.9
2023,4,2023.04.04,영산강,영산강하류,함평,8.9,6.932,0.113,8.6
2023,4,2023.04.04,영산강,영산강하류,함평천3,5.7,2.733,0.145,7.4
2023,4,2023.04.04,영산강,영암천,영암천2,5.6,2.606,0.097,6
2023,4,2023.04.04,영산강,주암댐,주암댐,1.1,0.639,0.016,2.2
2023,4,2023.04.04,영산강,죽산보(영산강중류),영산포2,8.7,7.534,0.118,7.9
2023,4,2023.04.06,영산강,섬진강댐,관촌,2,1.576,0.03,2.7
2023,4,2023.04.06,영산강,섬진강댐하류,임실,0.9,2.169,0.013,1.9
2023,4,2023.04.06,영산강,오수천,오수천2,2,1.487,0.045,3.6
2023,4,2023.04.06,영산강,요천,요천3,4.8,3.864,0.061,3.7
2023,4,2023.04.06,영산강,죽산보(영산강중류),문평천,3.2,3.076,0.108,4.8
2023,4,2023.04.06,영산강,죽산보(영산강중류),만봉천,5,3.823,0.207,7.2
2023,4,2023.04.06,영산강,죽산보(영산강중류),장성천2,7,5.783,0.565,8.8
2023,4,2023.04.06,영산강,죽산보(영산강중류),영산천,10.6,10.08,0.636,10.7
2023,4,2023.04.06,영산강,탐진강,탐진강4,3.3,2.24,0.128,4.7
2023,4,2023.04.06,영산강,탐진강,탐진강5,2.9,2.927,0.164,5.2
2023,4,2023.04.07,영산강,섬진강하류,계산,2,1.611,0.06,3.6
2023,4,2023.04.07,영산강,주암댐,동복천2,2.2,1.722,0.059,3.2
2023,4,2023.04.10,영산강,영산강상류,우치,3.8,1.599,0.095,5.3
2023,4,2023.04.10,영산강,영산강상류,광주천2,3.4,4.096,0.153,4.2
2023,4,2023.04.10,영산강,영산강상류,풍영정천2,3.9,3.882,0.149,6.7
2023,4,2023.04.10,영산강,죽산보(영산강중류),죽산,6.3,7.922,0.138,6.6
2023,4,2023.04.10,영산강,죽산보(영산강중류),평동천,2.8,8.138,0.283,7
2023,4,2023.04.10,영산강,죽산보(영산강중류),광산,5.3,4.672,0.12,5.8
2023,4,2023.04.10,영산강,죽산보(영산강중류),나주,5.8,3.354,0.119,5.2
2023,4,2023.04.10,영산강,지석천,지석천4,2.7,3.022,0.081,4.7
2023,4,2023.04.10,영산강,황룡강,황룡강5,4.8,2.195,0.096,5.1
2023,4,2023.04.11,영산강,고막원천,고막원천4,3.8,5.746,0.275,6.9
2023,4,2023.04.11,영산강,영산강하구언,무안2,4,3.355,0.05,5.3
2023,4,2023.04.11,영산강,영산강하류,삼포천2,9.4,6.286,0.263,11.2
2023,4,2023.04.11,영산강,영산강하류,함평,6.6,6.769,0.135,7
2023,4,2023.04.11,영산강,영산강하류,함평천3,2.8,6.058,0.152,6.1
2023,4,2023.04.11,영산강,영암천,영암천2,4.4,3.361,0.136,7.5
2023,4,2023.04.11,영산강,주암댐,주암댐,0.8,0.657,0.012,2
2023,4,2023.04.11,영산강,죽산보(영산강중류),영산포2,6.3,7.491,0.119,7
2023,4,2023.04.12,영산강,섬진강댐,관촌,1.7,2.222,0.02,1.8
2023,4,2023.04.12,영산강,섬진강댐하류,임실,1.8,1.973,0.016,2
2023,4,2023.04.12,영산강,오수천,오수천2,1.8,1.193,0.024,2.7
2023,4,2023.04.12,영산강,요천,요천3,2.8,2.804,0.041,3
2023,4,2023.04.12,영산강,죽산보(영산강중류),문평천,1.1,2.929,0.028,2
2023,4,2023.04.12,영산강,죽산보(영산강중류),만봉천,1.9,2.343,0.102,4.5
2023,4,2023.04.12,영산강,죽산보(영산강중류),장성천2,3.8,4.318,0.436,6.7
2023,4,2023.04.12,영산강,죽산보(영산강중류),영산천,3.7,5.292,0.154,5.5
2023,4,2023.04.12,영산강,탐진강,탐진강4,2.8,1.997,0.083,3.5
2023,4,2023.04.12,영산강,탐진강,탐진강5,3.1,2.455,0.084,4.5
2023,4,2023.04.13,영산강,섬진강하류,계산,1.5,2.117,0.041,2.5
2023,4,2023.04.13,영산강,주암댐,동복천2,1.8,1.344,0.022,1.9
2023,4,2023.04.17,영산강,영산강상류,우치,6.4,1.18,0.096,4.9
2023,4,2023.04.17,영산강,영산강상류,광주천2,7.3,6.272,0.173,8.4
2023,4,2023.04.17,영산강,영산강상류,풍영정천2,9.1,2.304,0.154,9.5
2023,4,2023.04.17,영산강,죽산보(영산강중류),죽산,6.3,3.2,0.089,6.1
